station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
14.0, None, -2.1, 2022-08-14 18:15:00, None, None
13.4, None, -2.1, 2022-08-14 18:30:00, None, None
13.0, None, -2.1, 2022-08-14 18:45:00, None, None
12.1, None, -2.1, 2022-08-14 19:00:00, None, None
12.1, None, -2.1, 2022-08-14 19:15:00, None, None
11.4, None, -2.1, 2022-08-14 19:30:00, None, None
11.7, None, -2.1, 2022-08-14 19:45:00, None, None
11.4, None, -2.1, 2022-08-14 20:00:00, None, None
11.3, None, -2.1, 2022-08-14 20:15:00, None, None
10.6, None, -2.1, 2022-08-14 20:30:00, None, None
10.4, None, -2.1, 2022-08-14 20:45:00, None, None
10.5, None, -2.1, 2022-08-14 21:00:00, None, None
9.9, None, -2.1, 2022-08-14 21:15:00, None, None
10.6, None, -2.1, 2022-08-14 21:30:00, None, None
10.4, None, -2.1, 2022-08-14 21:45:00, None, None
10.2, None, -2.1, 2022-08-14 22:00:00, None, None
9.9, None, -2.1, 2022-08-14 22:15:00, None, None
9.6, None, -2.1, 2022-08-14 22:30:00, None, None
9.3, None, -2.1, 2022-08-14 22:45:00, None, None
9.3, None, -3.1, 2022-08-14 23:00:00, None, None
9.1, None, -3.1, 2022-08-14 23:15:00, None, None
9.7, None, -3.1, 2022-08-14 23:30:00, None, None
10.7, None, -3.1, 2022-08-14 23:45:00, None, None
10.0, 0.2, -3.1, 2022-08-15 00:00:00, 8.2, 19.4
9.8, None, -3.1, 2022-08-15 00:15:00, None, None
9.9, None, -3.1, 2022-08-15 00:30:00, None, None
10.3, None, -3.1, 2022-08-15 00:45:00, None, None
11.7, None, -3.1, 2022-08-15 01:00:00, None, None
10.1, None, -3.1, 2022-08-15 01:15:00, None, None
10.9, None, -4.2, 2022-08-15 01:30:00, None, None
9.6, None, -4.2, 2022-08-15 01:45:00, None, None
9.4, None, -4.2, 2022-08-15 02:00:00, None, None
8.7, None, -4.2, 2022-08-15 02:15:00, None, None
8.3, None, -4.2, 2022-08-15 02:30:00, None, None
8.3, None, -4.2, 2022-08-15 02:45:00, None, None
8.4, None, -4.2, 2022-08-15 03:00:00, None, None
8.7, None, -4.2, 2022-08-15 03:15:00, None, None
8.4, None, -4.2, 2022-08-15 03:30:00, None, None
9.5, None, -4.2, 2022-08-15 03:45:00, None, None
8.5, None, -4.2, 2022-08-15 04:00:00, None, None
8.2, None, -4.2, 2022-08-15 04:15:00, None, None
9.7, None, -4.2, 2022-08-15 04:30:00, None, None
10.2, None, -4.2, 2022-08-15 04:45:00, None, None
9.3, None, -4.2, 2022-08-15 05:00:00, None, None
8.7, None, -4.2, 2022-08-15 05:15:00, None, None
9.3, None, -4.2, 2022-08-15 05:30:00, None, None
9.7, None, -4.2, 2022-08-15 05:45:00, None, None
10.9, None, -4.2, 2022-08-15 06:00:00, None, None
11.7, None, -4.2, 2022-08-15 06:15:00, None, None
12.0, None, -4.2, 2022-08-15 06:30:00, None, None
12.1, None, -4.2, 2022-08-15 06:45:00, None, None
14.2, None, -5.2, 2022-08-15 07:00:00, None, None
14.5, None, -5.2, 2022-08-15 07:15:00, None, None
14.8, None, -5.2, 2022-08-15 07:30:00, None, None
15.1, None, -5.2, 2022-08-15 07:45:00, None, None
14.9, None, -5.2, 2022-08-15 08:00:00, None, None
15.8, None, -5.2, 2022-08-15 08:15:00, None, None
15.4, None, -5.2, 2022-08-15 08:30:00, None, None
15.6, None, -5.2, 2022-08-15 08:45:00, None, None
16.3, None, -5.2, 2022-08-15 09:00:00, None, None
16.3, None, -5.2, 2022-08-15 09:15:00, None, None
16.7, None, -5.2, 2022-08-15 09:30:00, None, None
16.7, None, -5.2, 2022-08-15 09:45:00, None, None
15.8, None, -5.2, 2022-08-15 10:00:00, None, None
16.0, None, -5.2, 2022-08-15 10:15:00, None, None
16.3, None, -5.2, 2022-08-15 10:30:00, None, None
16.9, None, -5.2, 2022-08-15 10:45:00, None, None
17.0, None, -5.2, 2022-08-15 11:00:00, None, None
17.5, None, -5.2, 2022-08-15 11:15:00, None, None
17.6, None, -5.2, 2022-08-15 11:30:00, None, None
18.7, None, -5.2, 2022-08-15 11:45:00, None, None
17.8, None, -5.2, 2022-08-15 12:00:00, None, None
18.3, None, -5.2, 2022-08-15 12:15:00, None, None
17.9, None, -4.2, 2022-08-15 12:30:00, None, None
18.0, None, -4.2, 2022-08-15 12:45:00, None, None
18.7, None, -4.2, 2022-08-15 13:00:00, None, None
19.4, None, -4.2, 2022-08-15 13:15:00, None, None
18.3, None, -4.2, 2022-08-15 13:30:00, None, None
18.9, None, -4.2, 2022-08-15 13:45:00, None, None
18.0, None, -3.1, 2022-08-15 14:00:00, None, None
18.6, None, -3.1, 2022-08-15 14:15:00, None, None
18.9, None, -3.1, 2022-08-15 14:30:00, None, None
19.3, None, -3.1, 2022-08-15 14:45:00, None, None
17.7, None, -3.1, 2022-08-15 15:00:00, None, None
18.0, None, -3.1, 2022-08-15 15:15:00, None, None
None, None, -3.1, 2022-08-15 15:21:00, None, None
None, None, -3.1, 2022-08-15 15:23:00, None, None
18.5, None, -3.1, 2022-08-15 15:30:00, None, None
18.2, None, -3.1, 2022-08-15 15:45:00, None, None
17.4, None, -3.1, 2022-08-15 16:00:00, None, None
17.7, None, -3.1, 2022-08-15 16:15:00, None, None
17.3, None, -3.1, 2022-08-15 16:30:00, None, None
16.9, None, -3.1, 2022-08-15 16:45:00, None, None
16.8, None, -2.1, 2022-08-15 17:00:00, None, None
16.4, None, -2.1, 2022-08-15 17:15:00, None, None
15.7, None, -2.1, 2022-08-15 17:30:00, None, None
15.7, None, -2.1, 2022-08-15 17:45:00, None, None
15.9, None, -2.1, 2022-08-15 18:00:00, None, None
15.3, None, -2.1, 2022-08-15 18:15:00, None, None
16.0, None, -2.1, 2022-08-15 18:30:00, None, None
14.1, None, -2.1, 2022-08-15 18:45:00, None, None
13.0, None, -2.1, 2022-08-15 19:00:00, None, None
13.1, None, -2.1, 2022-08-15 19:15:00, None, None
12.7, None, -2.1, 2022-08-15 19:30:00, None, None
12.1, None, -2.1, 2022-08-15 19:45:00, None, None
11.6, None, -2.1, 2022-08-15 20:00:00, None, None
11.3, None, -2.1, 2022-08-15 20:15:00, None, None
11.4, None, -2.1, 2022-08-15 20:30:00, None, None
11.0, None, -2.1, 2022-08-15 20:45:00, None, None
10.9, None, -2.1, 2022-08-15 21:00:00, None, None
11.2, None, -2.1, 2022-08-15 21:15:00, None, None
10.7, None, -2.1, 2022-08-15 21:30:00, None, None
10.6, None, -2.1, 2022-08-15 21:45:00, None, None
10.8, None, -2.1, 2022-08-15 22:00:00, None, None
11.1, None, -2.1, 2022-08-15 22:15:00, None, None
10.6, None, -2.1, 2022-08-15 22:30:00, None, None
10.4, None, -2.1, 2022-08-15 22:45:00, None, None
10.1, None, -2.1, 2022-08-15 23:00:00, None, None
10.1, None, -3.1, 2022-08-15 23:15:00, None, None
10.0, None, -3.1, 2022-08-15 23:30:00, None, None
9.7, None, -3.1, 2022-08-15 23:45:00, None, None
10.0, 0.1, -3.1, 2022-08-16 00:00:00, 9.1, 20.2
10.4, None, -3.1, 2022-08-16 00:15:00, None, None
10.3, None, -3.1, 2022-08-16 00:30:00, None, None
10.2, None, -3.1, 2022-08-16 00:45:00, None, None
10.3, None, -3.1, 2022-08-16 01:00:00, None, None
10.1, None, -3.1, 2022-08-16 01:15:00, None, None
10.0, None, -3.1, 2022-08-16 01:30:00, None, None
10.4, None, -3.1, 2022-08-16 01:45:00, None, None
10.3, None, -3.1, 2022-08-16 02:00:00, None, None
10.3, None, -3.1, 2022-08-16 02:15:00, None, None
10.5, None, -3.1, 2022-08-16 02:30:00, None, None
10.0, None, -3.1, 2022-08-16 02:45:00, None, None
9.8, None, -3.1, 2022-08-16 03:00:00, None, None
9.6, None, -3.1, 2022-08-16 03:15:00, None, None
9.6, None, -3.1, 2022-08-16 03:30:00, None, None
9.2, None, -3.1, 2022-08-16 03:45:00, None, None
9.3, None, -3.1, 2022-08-16 04:00:00, None, None
9.3, None, -3.1, 2022-08-16 04:15:00, None, None
9.1, None, -3.1, 2022-08-16 04:30:00, None, None
9.3, None, -4.2, 2022-08-16 04:45:00, None, None
9.4, None, -4.2, 2022-08-16 05:00:00, None, None
9.5, None, -4.2, 2022-08-16 05:15:00, None, None
9.9, None, -4.2, 2022-08-16 05:30:00, None, None
9.8, None, -4.2, 2022-08-16 05:45:00, None, None
11.3, None, -4.2, 2022-08-16 06:00:00, None, None
11.8, None, -4.2, 2022-08-16 06:15:00, None, None
12.4, None, -4.2, 2022-08-16 06:30:00, None, None
13.1, None, -4.2, 2022-08-16 06:45:00, None, None
14.9, None, -4.2, 2022-08-16 07:00:00, None, None
16.3, None, -5.2, 2022-08-16 07:15:00, None, None
16.9, None, -5.2, 2022-08-16 07:30:00, None, None
17.5, None, -5.2, 2022-08-16 07:45:00, None, None
17.6, None, -5.2, 2022-08-16 08:00:00, None, None
17.9, None, -5.2, 2022-08-16 08:15:00, None, None
18.3, None, -5.2, 2022-08-16 08:30:00, None, None
17.7, None, -5.2, 2022-08-16 08:45:00, None, None
18.9, None, -5.2, 2022-08-16 09:00:00, None, None
19.8, None, -5.2, 2022-08-16 09:15:00, None, None
19.2, None, -5.2, 2022-08-16 09:30:00, None, None
18.0, None, -5.2, 2022-08-16 09:45:00, None, None
18.5, None, -5.2, 2022-08-16 10:00:00, None, None
17.9, None, -4.2, 2022-08-16 10:15:00, None, None
17.8, None, -4.2, 2022-08-16 10:30:00, None, None
17.8, None, -4.2, 2022-08-16 10:45:00, None, None
18.0, None, -4.2, 2022-08-16 11:00:00, None, None
18.1, None, -4.2, 2022-08-16 11:15:00, None, None
18.7, None, -4.2, 2022-08-16 11:30:00, None, None
19.7, None, -5.2, 2022-08-16 11:45:00, None, None
19.1, None, -4.2, 2022-08-16 12:00:00, None, None
19.4, None, -4.2, 2022-08-16 12:15:00, None, None
19.7, None, -4.2, 2022-08-16 12:30:00, None, None
20.0, None, -4.2, 2022-08-16 12:45:00, None, None
18.6, None, -3.1, 2022-08-16 13:00:00, None, None
18.6, None, -3.1, 2022-08-16 13:15:00, None, None
19.8, None, -3.1, 2022-08-16 13:30:00, None, None
19.4, None, -3.1, 2022-08-16 13:45:00, None, None
18.7, None, -3.1, 2022-08-16 14:00:00, None, None
18.6, None, -3.1, 2022-08-16 14:15:00, None, None
19.0, None, -3.1, 2022-08-16 14:30:00, None, None
19.1, None, -3.1, 2022-08-16 14:45:00, None, None
19.8, None, -3.1, 2022-08-16 15:00:00, None, None
19.5, None, -3.1, 2022-08-16 15:15:00, None, None
19.7, None, -3.1, 2022-08-16 15:30:00, None, None
19.2, None, -3.1, 2022-08-16 15:45:00, None, None
20.2, None, -3.1, 2022-08-16 16:00:00, None, None
18.6, None, -3.1, 2022-08-16 16:15:00, None, None
18.7, None, -3.1, 2022-08-16 16:30:00, None, None
18.2, None, -3.1, 2022-08-16 16:45:00, None, None
17.6, None, -2.1, 2022-08-16 17:00:00, None, None
17.4, None, -2.1, 2022-08-16 17:15:00, None, None
17.2, None, -2.1, 2022-08-16 17:30:00, None, None
16.2, None, -2.1, 2022-08-16 17:45:00, None, None
15.8, None, -2.1, 2022-08-16 18:00:00, None, None
14.6, None, -2.1, 2022-08-16 18:15:00, None, None
14.2, None, -2.1, 2022-08-16 18:30:00, None, None
13.7, None, -2.1, 2022-08-16 18:45:00, None, None
13.5, None, -2.1, 2022-08-16 19:00:00, None, None
12.9, None, -2.1, 2022-08-16 19:15:00, None, None
12.6, None, -2.1, 2022-08-16 19:30:00, None, None
12.3, None, -2.1, 2022-08-16 19:45:00, None, None
12.0, None, -2.1, 2022-08-16 20:00:00, None, None
12.0, None, -2.1, 2022-08-16 20:15:00, None, None
11.8, None, -2.1, 2022-08-16 20:30:00, None, None
12.0, None, -2.1, 2022-08-16 20:45:00, None, None
12.2, None, -2.1, 2022-08-16 21:00:00, None, None
12.5, None, -2.1, 2022-08-16 21:15:00, None, None
13.3, None, -2.1, 2022-08-16 21:30:00, None, None
12.9, None, -2.1, 2022-08-16 21:45:00, None, None
12.3, None, -2.1, 2022-08-16 22:00:00, None, None
11.8, None, -2.1, 2022-08-16 22:15:00, None, None
11.5, None, -2.1, 2022-08-16 22:30:00, None, None
11.4, None, -2.1, 2022-08-16 22:45:00, None, None
11.3, None, -2.1, 2022-08-16 23:00:00, None, None
11.6, None, -2.1, 2022-08-16 23:15:00, None, None
11.6, None, -2.1, 2022-08-16 23:30:00, None, None
11.5, None, -2.1, 2022-08-16 23:45:00, None, None
11.5, 0.1, -2.1, 2022-08-17 00:00:00, 8.5, 22.9
11.2, None, -3.1, 2022-08-17 00:15:00, None, None
10.8, None, -3.1, 2022-08-17 00:30:00, None, None
11.0, None, -3.1, 2022-08-17 00:45:00, None, None
10.5, None, -3.1, 2022-08-17 01:00:00, None, None
10.8, None, -3.1, 2022-08-17 01:15:00, None, None
10.5, None, -3.1, 2022-08-17 01:30:00, None, None
10.2, None, -3.1, 2022-08-17 01:45:00, None, None
10.3, None, -3.1, 2022-08-17 02:00:00, None, None
10.4, None, -3.1, 2022-08-17 02:15:00, None, None
10.0, None, -3.1, 2022-08-17 02:30:00, None, None
10.2, None, -3.1, 2022-08-17 02:45:00, None, None
9.6, None, -3.1, 2022-08-17 03:00:00, None, None
9.6, None, -3.1, 2022-08-17 03:15:00, None, None
9.9, None, -3.1, 2022-08-17 03:30:00, None, None
10.5, None, -3.1, 2022-08-17 03:45:00, None, None
10.3, None, -3.1, 2022-08-17 04:00:00, None, None
9.8, None, -3.1, 2022-08-17 04:15:00, None, None
9.5, None, -3.1, 2022-08-17 04:30:00, None, None
8.9, None, -3.1, 2022-08-17 04:45:00, None, None
8.5, None, -3.1, 2022-08-17 05:00:00, None, None
8.5, None, -3.1, 2022-08-17 05:15:00, None, None
8.5, None, -3.1, 2022-08-17 05:30:00, None, None
8.7, None, -3.1, 2022-08-17 05:45:00, None, None
10.4, None, -4.2, 2022-08-17 06:00:00, None, None
11.6, None, -4.2, 2022-08-17 06:15:00, None, None
12.2, None, -4.2, 2022-08-17 06:30:00, None, None
12.8, None, -4.2, 2022-08-17 06:45:00, None, None
14.8, None, -4.2, 2022-08-17 07:00:00, None, None
15.6, None, -4.2, 2022-08-17 07:15:00, None, None
16.1, None, -5.2, 2022-08-17 07:30:00, None, None
16.6, None, -5.2, 2022-08-17 07:45:00, None, None
16.7, None, -5.2, 2022-08-17 08:00:00, None, None
16.6, None, -5.2, 2022-08-17 08:15:00, None, None
17.4, None, -5.2, 2022-08-17 08:30:00, None, None
17.5, None, -5.2, 2022-08-17 08:45:00, None, None
18.1, None, -5.2, 2022-08-17 09:00:00, None, None
18.7, None, -5.2, 2022-08-17 09:15:00, None, None
18.1, None, -5.2, 2022-08-17 09:30:00, None, None
18.1, None, -5.2, 2022-08-17 09:45:00, None, None
18.6, None, -5.2, 2022-08-17 10:00:00, None, None
19.1, None, -5.2, 2022-08-17 10:15:00, None, None
19.2, None, -5.2, 2022-08-17 10:30:00, None, None
19.2, None, -5.2, 2022-08-17 10:45:00, None, None
19.9, None, -5.2, 2022-08-17 11:00:00, None, None
19.8, None, -5.2, 2022-08-17 11:15:00, None, None
20.7, None, -5.2, 2022-08-17 11:30:00, None, None
20.2, None, -4.2, 2022-08-17 11:45:00, None, None
21.2, None, -5.2, 2022-08-17 12:00:00, None, None
21.6, None, -4.2, 2022-08-17 12:15:00, None, None
21.9, None, -4.2, 2022-08-17 12:30:00, None, None
21.2, None, -4.2, 2022-08-17 12:45:00, None, None
22.0, None, -3.1, 2022-08-17 13:00:00, None, None
22.0, None, -3.1, 2022-08-17 13:15:00, None, None
21.4, None, -3.1, 2022-08-17 13:30:00, None, None
22.2, None, -3.1, 2022-08-17 13:45:00, None, None
22.4, None, None, 2022-08-17 13:52:00, None, None
21.7, None, -3.1, 2022-08-17 14:00:00, None, None
21.7, None, -2.1, 2022-08-17 14:15:00, None, None
21.9, None, None, 2022-08-17 14:30:00, None, None
22.2, None, None, 2022-08-17 14:45:00, None, None
None, None, -2.1, 2022-08-17 14:52:00, None, None
22.4, None, None, 2022-08-17 15:00:00, None, None
22.7, None, None, 2022-08-17 15:15:00, None, None
22.9, None, -2.1, 2022-08-17 15:30:00, None, None
22.5, None, -2.1, 2022-08-17 15:45:00, None, None
22.5, None, -2.1, 2022-08-17 16:00:00, None, None
21.9, None, -2.1, 2022-08-17 16:15:00, None, None
19.5, None, -2.1, 2022-08-17 16:30:00, None, None
18.0, None, -1.0, 2022-08-17 16:45:00, None, None
17.2, None, -1.0, 2022-08-17 17:00:00, None, None
16.2, None, -1.0, 2022-08-17 17:15:00, None, None
15.5, None, -1.0, 2022-08-17 17:30:00, None, None
15.1, None, -1.0, 2022-08-17 17:45:00, None, None
14.7, None, -1.0, 2022-08-17 18:00:00, None, None
14.4, None, -1.0, 2022-08-17 18:15:00, None, None
14.3, None, -1.0, 2022-08-17 18:30:00, None, None
14.0, None, -1.0, 2022-08-17 18:45:00, None, None
14.1, None, -1.0, 2022-08-17 19:00:00, None, None
13.9, None, -1.0, 2022-08-17 19:15:00, None, None
13.2, None, -1.0, 2022-08-17 19:30:00, None, None
13.2, None, -1.0, 2022-08-17 19:45:00, None, None
13.5, None, -1.0, 2022-08-17 20:00:00, None, None
13.2, None, -1.0, 2022-08-17 20:15:00, None, None
12.7, None, -1.0, 2022-08-17 20:30:00, None, None
12.7, None, -1.0, 2022-08-17 20:45:00, None, None
12.9, None, -2.1, 2022-08-17 21:00:00, None, None
12.9, None, -2.1, 2022-08-17 21:15:00, None, None
13.0, None, -2.1, 2022-08-17 21:30:00, None, None
12.5, None, -2.1, 2022-08-17 21:45:00, None, None
12.5, None, -2.1, 2022-08-17 22:00:00, None, None
12.6, None, -2.1, 2022-08-17 22:15:00, None, None
12.4, None, -2.1, 2022-08-17 22:30:00, None, None
12.4, None, -2.1, 2022-08-17 22:45:00, None, None
14.8, None, -2.1, 2022-08-17 23:00:00, None, None
14.9, None, -2.1, 2022-08-17 23:15:00, None, None
14.3, None, -2.1, 2022-08-17 23:30:00, None, None
14.1, None, -2.1, 2022-08-17 23:45:00, None, None
13.8, 0.0, -3.1, 2022-08-18 00:00:00, 9.2, 24.3
12.8, None, -3.1, 2022-08-18 00:15:00, None, None
12.6, None, -3.1, 2022-08-18 00:30:00, None, None
12.2, None, -3.1, 2022-08-18 00:45:00, None, None
12.0, None, -3.1, 2022-08-18 01:00:00, None, None
11.7, None, -3.1, 2022-08-18 01:15:00, None, None
11.4, None, -3.1, 2022-08-18 01:30:00, None, None
10.9, None, -3.1, 2022-08-18 01:45:00, None, None
10.5, None, -3.1, 2022-08-18 02:00:00, None, None
11.2, None, -3.1, 2022-08-18 02:15:00, None, None
10.8, None, -3.1, 2022-08-18 02:30:00, None, None
10.5, None, -3.1, 2022-08-18 02:45:00, None, None
10.3, None, -3.1, 2022-08-18 03:00:00, None, None
10.1, None, -3.1, 2022-08-18 03:15:00, None, None
10.0, None, -3.1, 2022-08-18 03:30:00, None, None
9.8, None, -3.1, 2022-08-18 03:45:00, None, None
9.6, None, -3.1, 2022-08-18 04:00:00, None, None
9.6, None, -3.1, 2022-08-18 04:15:00, None, None
9.3, None, -3.1, 2022-08-18 04:30:00, None, None
9.2, None, -3.1, 2022-08-18 04:45:00, None, None
9.3, None, -3.1, 2022-08-18 05:00:00, None, None
9.4, None, -3.1, 2022-08-18 05:15:00, None, None
9.5, None, -3.1, 2022-08-18 05:30:00, None, None
9.8, None, -3.1, 2022-08-18 05:45:00, None, None
11.3, None, -3.1, 2022-08-18 06:00:00, None, None
12.0, None, -4.2, 2022-08-18 06:15:00, None, None
12.7, None, -4.2, 2022-08-18 06:30:00, None, None
13.5, None, -4.2, 2022-08-18 06:45:00, None, None
15.6, None, -4.2, 2022-08-18 07:00:00, None, None
17.3, None, -4.2, 2022-08-18 07:15:00, None, None
18.1, None, -4.2, 2022-08-18 07:30:00, None, None
18.3, None, -5.2, 2022-08-18 07:45:00, None, None
19.1, None, -4.2, 2022-08-18 08:00:00, None, None
19.3, None, -5.2, 2022-08-18 08:15:00, None, None
19.0, None, -4.2, 2022-08-18 08:30:00, None, None
20.1, None, -5.2, 2022-08-18 08:45:00, None, None
None, None, -5.2, 2022-08-18 08:52:00, None, None
20.2, None, -5.2, 2022-08-18 09:00:00, None, None
20.5, None, -5.2, 2022-08-18 09:15:00, None, None
20.6, None, -5.2, 2022-08-18 09:30:00, None, None
20.4, None, -5.2, 2022-08-18 09:45:00, None, None
20.1, None, -4.2, 2022-08-18 10:00:00, None, None
20.1, None, -4.2, 2022-08-18 10:15:00, None, None
20.6, None, -4.2, 2022-08-18 10:30:00, None, None
21.2, None, -5.2, 2022-08-18 10:45:00, None, None
21.2, None, -5.2, 2022-08-18 11:00:00, None, None
22.1, None, -4.2, 2022-08-18 11:15:00, None, None
22.6, None, -4.2, 2022-08-18 11:30:00, None, None
22.2, None, -4.2, 2022-08-18 11:45:00, None, None
22.6, None, -4.2, 2022-08-18 12:00:00, None, None
23.1, None, -4.2, 2022-08-18 12:15:00, None, None
23.3, None, -4.2, 2022-08-18 12:30:00, None, None
23.6, None, -3.1, 2022-08-18 12:45:00, None, None
24.1, None, -3.1, 2022-08-18 13:00:00, None, None
23.5, None, -2.1, 2022-08-18 13:15:00, None, None
24.3, None, -2.1, 2022-08-18 13:30:00, None, None
24.1, None, -2.1, 2022-08-18 13:45:00, None, None
24.1, None, -2.1, 2022-08-18 14:00:00, None, None
23.3, None, -2.1, 2022-08-18 14:15:00, None, None
23.9, None, -1.0, 2022-08-18 14:30:00, None, None
23.7, None, -1.0, 2022-08-18 14:45:00, None, None
23.8, None, -1.0, 2022-08-18 15:00:00, None, None
24.0, None, -1.0, 2022-08-18 15:15:00, None, None
24.1, None, -1.0, 2022-08-18 15:30:00, None, None
23.4, None, -1.0, 2022-08-18 15:45:00, None, None
23.5, None, -1.0, 2022-08-18 16:00:00, None, None
23.8, None, -1.0, 2022-08-18 16:15:00, None, None
20.1, None, -1.0, 2022-08-18 16:30:00, None, None
18.9, None, -1.0, 2022-08-18 16:45:00, None, None
18.2, None, -1.0, 2022-08-18 17:00:00, None, None
18.1, None, -1.0, 2022-08-18 17:15:00, None, None
18.5, None, -1.0, 2022-08-18 17:30:00, None, None
18.5, None, -1.0, 2022-08-18 17:45:00, None, None
17.8, None, -1.0, 2022-08-18 18:00:00, None, None
17.5, None, -1.0, 2022-08-18 18:15:00, None, None
17.0, None, -1.0, 2022-08-18 18:30:00, None, None
16.9, None, -1.0, 2022-08-18 18:45:00, None, None
16.2, None, -1.0, 2022-08-18 19:00:00, None, None
16.0, None, -1.0, 2022-08-18 19:15:00, None, None
16.0, None, -1.0, 2022-08-18 19:30:00, None, None
16.1, None, -1.0, 2022-08-18 19:45:00, None, None
15.9, None, -1.0, 2022-08-18 20:00:00, None, None
16.0, None, -1.0, 2022-08-18 20:15:00, None, None
15.6, None, -1.0, 2022-08-18 20:30:00, None, None
15.6, None, -1.0, 2022-08-18 20:45:00, None, None
15.3, None, -1.0, 2022-08-18 21:00:00, None, None
14.9, None, -1.0, 2022-08-18 21:15:00, None, None
14.8, None, -1.0, 2022-08-18 21:30:00, None, None
14.5, None, -1.0, 2022-08-18 21:45:00, None, None
14.3, None, -1.0, 2022-08-18 22:00:00, None, None
14.6, None, -1.0, 2022-08-18 22:15:00, None, None
14.5, None, -1.0, 2022-08-18 22:30:00, None, None
14.1, None, -1.0, 2022-08-18 22:45:00, None, None
14.7, None, -2.1, 2022-08-18 23:00:00, None, None
14.7, None, -2.1, 2022-08-18 23:15:00, None, None
14.9, None, -2.1, 2022-08-18 23:30:00, None, None
14.8, None, -2.1, 2022-08-18 23:45:00, None, None
14.8, 0.0, -2.1, 2022-08-19 00:00:00, 11.7, 24.5
14.4, None, -2.1, 2022-08-19 00:15:00, None, None
14.7, None, -2.1, 2022-08-19 00:30:00, None, None
14.8, None, -2.1, 2022-08-19 00:45:00, None, None
15.3, None, -2.1, 2022-08-19 01:00:00, None, None
15.1, None, -2.1, 2022-08-19 01:15:00, None, None
14.9, None, -2.1, 2022-08-19 01:30:00, None, None
13.9, None, -2.1, 2022-08-19 01:45:00, None, None
13.2, None, -2.1, 2022-08-19 02:00:00, None, None
12.8, None, -2.1, 2022-08-19 02:15:00, None, None
12.5, None, -2.1, 2022-08-19 02:30:00, None, None
12.3, None, -2.1, 2022-08-19 02:45:00, None, None
