AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
-3.3,0.0,18.6,2016-01-01 09:15:00,232.0,97.0,1
-2.7,0.0,20.3,2016-01-01 09:30:00,228.0,96.0,1
-2.5,0.0,18.5,2016-01-01 09:45:00,245.0,94.0,1
-2.4,0.0,17.2,2016-01-01 10:00:00,240.0,94.0,1
-2.3,0.0,17.7,2016-01-01 10:15:00,244.0,94.0,1
-1.8,0.0,18.3,2016-01-01 10:30:00,231.0,92.0,1
-1.6,0.0,20.4,2016-01-01 10:45:00,225.0,90.0,1
-0.7,0.0,18.1,2016-01-01 11:00:00,236.0,85.0,1
-0.4,0.0,19.8,2016-01-01 11:15:00,227.0,84.0,1
-0.1,0.0,20.1,2016-01-01 11:30:00,232.0,83.0,1
0.1,0.0,19.5,2016-01-01 11:45:00,234.0,83.0,1
0.4,0.0,21.3,2016-01-01 12:00:00,228.0,81.0,1
0.5,0.0,18.7,2016-01-01 12:15:00,240.0,81.0,1
0.9,0.0,16.5,2016-01-01 12:30:00,248.0,79.0,1
0.4,0.0,17.1,2016-01-01 12:45:00,244.0,81.0,1
0.5,0.0,18.3,2016-01-01 13:00:00,237.0,80.0,1
0.8,0.0,21.3,2016-01-01 13:15:00,229.0,81.0,1
1.2,0.0,18.9,2016-01-01 13:30:00,238.0,78.0,1
1.2,0.0,15.5,2016-01-01 13:45:00,252.0,79.0,1
1.3,0.0,15.2,2016-01-01 14:00:00,243.0,78.0,1
1.4,0.0,16.4,2016-01-01 14:15:00,242.0,77.0,1
1.4,0.0,17.4,2016-01-01 14:30:00,243.0,78.0,1
1.7,0.0,15.2,2016-01-01 14:45:00,255.0,78.0,1
1.6,0.0,14.1,2016-01-01 15:00:00,268.0,76.0,1
0.1,0.0,13.0,2016-01-01 15:15:00,270.0,86.0,1
-0.8,0.0,11.9,2016-01-01 15:30:00,279.0,86.0,1
-1.6,0.0,13.2,2016-01-01 15:45:00,261.0,91.0,1
-2.0,0.0,10.3,2016-01-01 16:00:00,301.0,94.0,1
-2.3,0.0,11.9,2016-01-01 16:15:00,280.0,92.0,1
-2.6,0.0,14.2,2016-01-01 16:30:00,264.0,94.0,1
-3.0,0.0,17.8,2016-01-01 16:45:00,246.0,96.0,1
-3.2,0.0,19.8,2016-01-01 17:00:00,245.0,98.0,1
-3.1,0.0,17.4,2016-01-01 17:15:00,246.0,97.0,1
-2.8,0.0,14.5,2016-01-01 17:30:00,260.0,95.0,1
-2.9,0.0,16.6,2016-01-01 17:45:00,248.0,95.0,1
-3.2,0.0,16.7,2016-01-01 18:00:00,242.0,96.0,1
-3.5,0.0,17.3,2016-01-01 18:15:00,237.0,98.0,1
-3.5,0.0,16.1,2016-01-01 18:30:00,244.0,98.0,1
-3.7,0.0,17.3,2016-01-01 18:45:00,247.0,99.0,1
-3.7,0.0,17.0,2016-01-01 19:00:00,253.0,99.0,1
-3.6,0.0,18.0,2016-01-01 19:15:00,251.0,98.0,1
-3.6,0.0,18.9,2016-01-01 19:30:00,243.0,98.0,1
-3.8,0.0,19.0,2016-01-01 19:45:00,240.0,98.0,1
-3.9,0.0,18.4,2016-01-01 20:00:00,238.0,98.0,1
-3.9,0.0,18.8,2016-01-01 20:15:00,235.0,98.0,1
-4.0,0.0,20.4,2016-01-01 20:30:00,233.0,99.0,1
-3.9,0.0,20.5,2016-01-01 20:45:00,234.0,100.0,1
-4.0,0.0,19.7,2016-01-01 21:00:00,243.0,100.0,1
-3.9,0.0,18.1,2016-01-01 21:15:00,243.0,100.0,1
-3.9,0.0,15.3,2016-01-01 21:30:00,251.0,99.0,1
-3.6,0.0,15.5,2016-01-01 21:45:00,239.0,99.0,1
-3.6,0.0,16.8,2016-01-01 22:00:00,234.0,98.0,1
-3.5,0.0,16.3,2016-01-01 22:15:00,245.0,98.0,1
-3.9,0.0,18.2,2016-01-01 22:30:00,238.0,98.0,1
-4.0,0.0,18.2,2016-01-01 22:45:00,237.0,99.0,1
-3.9,0.0,19.0,2016-01-01 23:00:00,235.0,99.0,1
-3.7,0.0,17.3,2016-01-01 23:15:00,244.0,99.0,1
-3.6,0.0,18.0,2016-01-01 23:30:00,238.0,98.0,1
-3.9,0.0,17.6,2016-01-01 23:45:00,242.0,98.0,1
-3.7,0.0,18.8,2016-01-02 00:00:00,229.0,99.0,1
-3.5,0.0,18.3,2016-01-02 00:15:00,242.0,98.0,1
-3.6,0.0,19.5,2016-01-02 00:30:00,240.0,98.0,1
-3.8,0.0,20.1,2016-01-02 00:45:00,239.0,99.0,1
-3.8,0.0,18.6,2016-01-02 01:00:00,246.0,99.0,1
-3.7,0.0,17.4,2016-01-02 01:15:00,252.0,99.0,1
-3.7,0.0,18.5,2016-01-02 01:30:00,249.0,98.0,1
-3.7,0.0,18.7,2016-01-02 01:45:00,246.0,99.0,1
-3.9,0.0,15.7,2016-01-02 02:00:00,257.0,99.0,1
-3.9,0.0,14.8,2016-01-02 02:15:00,263.0,99.0,1
-3.9,0.0,13.3,2016-01-02 02:30:00,275.0,100.0,1
-3.9,0.0,13.1,2016-01-02 02:45:00,273.0,100.0,1
-4.0,0.0,13.6,2016-01-02 03:00:00,268.0,100.0,1
-4.1,0.0,14.0,2016-01-02 03:15:00,262.0,100.0,1
-4.1,0.0,14.4,2016-01-02 03:30:00,251.0,100.0,1
-4.0,0.0,12.7,2016-01-02 03:45:00,276.0,100.0,1
-4.0,0.0,13.1,2016-01-02 04:00:00,274.0,100.0,1
-3.9,0.0,13.2,2016-01-02 04:15:00,276.0,100.0,1
-4.1,0.0,13.8,2016-01-02 04:30:00,272.0,100.0,1
-3.9,0.0,15.2,2016-01-02 04:45:00,260.0,100.0,1
-4.0,0.0,15.3,2016-01-02 05:00:00,261.0,100.0,1
-3.9,0.0,16.2,2016-01-02 05:15:00,258.0,100.0,1
-3.8,0.0,15.4,2016-01-02 05:30:00,263.0,100.0,1
-4.0,0.0,13.4,2016-01-02 05:45:00,280.0,100.0,1
-4.2,0.0,11.7,2016-01-02 06:00:00,291.0,100.0,1
-4.3,0.0,8.2,2016-01-02 06:15:00,315.0,99.0,1
-4.5,0.0,9.0,2016-01-02 06:30:00,310.0,99.0,1
-4.5,0.0,10.5,2016-01-02 06:45:00,295.0,99.0,1
-4.4,0.0,11.7,2016-01-02 07:00:00,280.0,99.0,1
-4.3,0.0,10.8,2016-01-02 07:15:00,294.0,100.0,1
-4.4,0.0,12.8,2016-01-02 07:30:00,277.0,100.0,1
-4.5,0.0,14.3,2016-01-02 07:45:00,260.0,100.0,1
-4.6,0.0,13.9,2016-01-02 08:00:00,272.0,100.0,1
-4.5,0.0,12.7,2016-01-02 08:15:00,285.0,100.0,1
-4.4,0.0,14.1,2016-01-02 08:30:00,273.0,100.0,1
-4.1,0.0,13.4,2016-01-02 08:45:00,281.0,100.0,1
-3.7,0.0,13.8,2016-01-02 09:00:00,276.0,99.0,1
-2.9,0.0,13.7,2016-01-02 09:15:00,275.0,97.0,1
-2.2,0.0,12.9,2016-01-02 09:30:00,281.0,95.0,1
-1.5,0.0,13.2,2016-01-02 09:45:00,278.0,92.0,1
-1.1,0.0,12.6,2016-01-02 10:00:00,279.0,89.0,1
-1.0,0.0,11.5,2016-01-02 10:15:00,288.0,90.0,1
-0.3,0.0,11.2,2016-01-02 10:30:00,290.0,88.0,1
0.7,0.0,10.6,2016-01-02 10:45:00,299.0,83.0,1
1.8,0.0,13.3,2016-01-02 11:00:00,279.0,77.0,1
2.1,0.0,15.6,2016-01-02 11:15:00,266.0,76.0,1
2.2,0.0,13.8,2016-01-02 11:30:00,277.0,78.0,1
2.5,0.0,14.6,2016-01-02 11:45:00,271.0,76.0,1
2.1,0.0,16.5,2016-01-02 12:00:00,260.0,77.0,1
2.6,0.0,13.5,2016-01-02 12:15:00,277.0,74.0,1
2.8,0.0,14.1,2016-01-02 12:30:00,275.0,75.0,1
2.7,0.25,16.3,2016-01-02 12:45:00,263.0,74.0,1
2.3,0.0,15.8,2016-01-02 13:00:00,267.0,77.0,1
2.4,0.0,14.4,2016-01-02 13:15:00,275.0,78.0,1
3.0,0.0,12.2,2016-01-02 13:30:00,290.0,73.0,1
3.2,0.0,14.2,2016-01-02 13:45:00,276.0,74.0,1
2.4,0.0,16.2,2016-01-02 14:00:00,265.0,77.0,1
2.0,0.0,16.0,2016-01-02 14:15:00,266.0,79.0,1
2.2,0.0,14.2,2016-01-02 14:30:00,277.0,76.0,1
2.2,0.0,15.4,2016-01-02 14:45:00,268.0,74.0,1
1.6,0.0,15.6,2016-01-02 15:00:00,271.0,78.0,1
0.4,0.0,14.1,2016-01-02 15:15:00,273.0,84.0,1
-0.5,0.0,14.0,2016-01-02 15:30:00,274.0,87.0,1
-1.2,0.0,14.0,2016-01-02 15:45:00,272.0,90.0,1
-1.9,0.0,13.4,2016-01-02 16:00:00,280.0,92.0,1
-2.3,0.0,13.1,2016-01-02 16:15:00,278.0,94.0,1
-2.7,0.0,14.7,2016-01-02 16:30:00,267.0,95.0,1
-2.8,0.0,13.8,2016-01-02 16:45:00,277.0,96.0,1
-3.0,0.0,13.9,2016-01-02 17:00:00,275.0,95.0,1
-3.2,0.0,15.2,2016-01-02 17:15:00,262.0,96.0,1
-3.3,0.0,14.1,2016-01-02 17:30:00,274.0,96.0,1
-3.3,0.0,15.5,2016-01-02 17:45:00,266.0,96.0,1
-3.4,0.0,16.1,2016-01-02 18:00:00,263.0,97.0,1
-3.6,0.0,15.2,2016-01-02 18:15:00,269.0,97.0,1
-3.6,0.0,15.6,2016-01-02 18:30:00,263.0,98.0,1
-3.7,0.0,15.3,2016-01-02 18:45:00,271.0,98.0,1
-3.8,0.0,13.9,2016-01-02 19:00:00,279.0,98.0,1
-3.8,0.0,15.1,2016-01-02 19:15:00,265.0,98.0,1
-3.8,0.0,13.1,2016-01-02 19:30:00,280.0,98.0,1
-3.9,0.0,12.3,2016-01-02 19:45:00,288.0,98.0,1
-4.0,0.0,14.4,2016-01-02 20:00:00,272.0,98.0,1
-4.0,0.0,14.0,2016-01-02 20:15:00,275.0,99.0,1
-4.1,0.0,12.1,2016-01-02 20:30:00,288.0,98.0,1
-4.1,0.0,13.6,2016-01-02 20:45:00,278.0,99.0,1
-4.1,0.0,14.4,2016-01-02 21:00:00,272.0,99.0,1
-4.2,0.0,15.0,2016-01-02 21:15:00,267.0,100.0,1
-4.2,0.0,14.7,2016-01-02 21:30:00,266.0,100.0,1
-4.3,0.0,13.9,2016-01-02 21:45:00,274.0,100.0,1
-4.3,0.0,13.3,2016-01-02 22:00:00,278.0,100.0,1
-4.3,0.0,14.2,2016-01-02 22:15:00,271.0,100.0,1
-4.3,0.0,14.2,2016-01-02 22:30:00,271.0,100.0,1
-4.2,0.0,13.8,2016-01-02 22:45:00,272.0,100.0,1
-4.1,0.0,13.7,2016-01-02 23:00:00,272.0,100.0,1
-4.0,0.0,14.0,2016-01-02 23:15:00,269.0,100.0,1
-4.0,0.0,14.5,2016-01-02 23:30:00,268.0,100.0,1
-4.0,0.0,14.7,2016-01-02 23:45:00,266.0,100.0,1
-4.1,0.0,13.3,2016-01-03 00:00:00,270.0,100.0,1
-4.3,0.0,14.5,2016-01-03 00:15:00,260.0,100.0,1
-4.4,0.0,12.5,2016-01-03 00:30:00,273.0,100.0,1
-4.4,0.0,12.1,2016-01-03 00:45:00,278.0,100.0,1
-4.4,0.0,11.7,2016-01-03 01:00:00,276.0,100.0,1
-4.5,0.0,12.8,2016-01-03 01:15:00,272.0,100.0,1
-4.6,0.0,14.4,2016-01-03 01:30:00,266.0,99.0,1
-4.7,0.0,11.2,2016-01-03 01:45:00,284.0,99.0,1
-4.8,0.0,10.2,2016-01-03 02:00:00,288.0,98.0,1
-5.0,0.0,11.3,2016-01-03 02:15:00,272.0,99.0,1
-4.8,0.0,10.0,2016-01-03 02:30:00,285.0,100.0,1
-4.7,0.0,10.1,2016-01-03 02:45:00,282.0,100.0,1
-4.8,0.0,8.9,2016-01-03 03:00:00,298.0,100.0,1
-5.0,0.0,11.6,2016-01-03 03:15:00,272.0,99.0,1
-4.9,0.0,12.1,2016-01-03 03:30:00,268.0,99.0,1
-5.1,0.0,13.6,2016-01-03 03:45:00,252.0,98.0,1
-5.2,0.0,13.2,2016-01-03 04:00:00,255.0,98.0,1
-5.1,0.0,13.1,2016-01-03 04:15:00,255.0,99.0,1
-5.1,0.0,11.7,2016-01-03 04:30:00,263.0,99.0,1
-5.3,0.0,11.6,2016-01-03 04:45:00,264.0,98.0,1
-5.0,0.0,13.1,2016-01-03 05:00:00,252.0,100.0,1
-4.9,0.0,11.1,2016-01-03 05:15:00,271.0,99.0,1
-5.0,0.0,11.3,2016-01-03 05:30:00,270.0,99.0,1
-5.1,0.0,11.7,2016-01-03 05:45:00,269.0,99.0,1
-5.1,0.0,11.4,2016-01-03 06:00:00,269.0,99.0,1
-5.1,0.0,10.9,2016-01-03 06:15:00,276.0,99.0,1
-5.2,0.0,9.3,2016-01-03 06:30:00,292.0,98.0,1
-5.1,0.0,9.4,2016-01-03 06:45:00,288.0,99.0,1
-5.0,0.0,10.3,2016-01-03 07:00:00,279.0,99.0,1
-4.7,0.0,9.8,2016-01-03 07:15:00,282.0,100.0,1
-4.7,0.0,12.1,2016-01-03 07:30:00,256.0,100.0,1
-4.8,0.0,11.2,2016-01-03 07:45:00,264.0,99.0,1
-4.7,0.0,12.1,2016-01-03 08:00:00,259.0,100.0,1
-4.4,0.0,12.3,2016-01-03 08:15:00,253.0,100.0,1
-4.2,0.0,10.7,2016-01-03 08:30:00,269.0,100.0,1
-3.9,0.0,10.5,2016-01-03 08:45:00,270.0,100.0,1
-3.6,0.0,9.0,2016-01-03 09:00:00,290.0,99.0,1
-3.4,0.0,8.9,2016-01-03 09:15:00,292.0,97.0,1
-2.8,0.0,9.0,2016-01-03 09:30:00,293.0,96.0,1
-2.1,0.0,6.4,2016-01-03 09:45:00,315.0,95.0,1
-2.0,0.0,8.0,2016-01-03 10:00:00,299.0,94.0,1
-1.9,0.0,8.6,2016-01-03 10:15:00,294.0,94.0,1
-1.8,0.0,11.4,2016-01-03 10:30:00,261.0,94.0,1
-1.2,0.0,10.3,2016-01-03 10:45:00,276.0,91.0,1
-0.4,0.0,9.7,2016-01-03 11:00:00,283.0,85.0,1
0.7,0.0,9.3,2016-01-03 11:15:00,287.0,80.0,1
0.5,0.0,10.7,2016-01-03 11:30:00,249.0,82.0,1
0.7,0.0,10.2,2016-01-03 11:45:00,254.0,81.0,1
1.2,0.0,9.8,2016-01-03 12:00:00,276.0,78.0,1
0.4,0.0,10.4,2016-01-03 12:15:00,270.0,84.0,1
-0.1,0.0,11.3,2016-01-03 12:30:00,262.0,87.0,1
0.1,0.0,11.8,2016-01-03 12:45:00,258.0,84.0,1
1.3,0.0,9.3,2016-01-03 13:00:00,279.0,78.0,1
1.9,0.0,9.8,2016-01-03 13:15:00,282.0,74.0,1
1.8,0.0,8.1,2016-01-03 13:30:00,299.0,77.0,1
2.3,0.26,10.0,2016-01-03 13:45:00,284.0,74.0,1
2.5,0.0,10.2,2016-01-03 14:00:00,279.0,73.0,1
2.0,0.0,10.9,2016-01-03 14:15:00,273.0,77.0,1
1.3,0.0,11.6,2016-01-03 14:30:00,275.0,80.0,1
1.0,0.0,12.8,2016-01-03 14:45:00,270.0,82.0,1
0.8,0.0,11.9,2016-01-03 15:00:00,279.0,82.0,1
0.1,0.0,12.9,2016-01-03 15:15:00,274.0,87.0,1
-0.7,0.0,14.4,2016-01-03 15:30:00,271.0,90.0,1
-1.1,0.0,13.1,2016-01-03 15:45:00,273.0,94.0,1
-1.6,0.0,16.1,2016-01-03 16:00:00,267.0,98.0,1
-1.8,0.0,14.8,2016-01-03 16:15:00,269.0,99.0,1
-2.0,0.0,13.1,2016-01-03 16:30:00,278.0,100.0,1
-2.0,0.0,11.8,2016-01-03 16:45:00,285.0,100.0,1
-2.0,0.0,11.6,2016-01-03 17:00:00,286.0,100.0,1
-2.0,0.0,10.4,2016-01-03 17:15:00,291.0,100.0,1
-2.0,0.0,9.9,2016-01-03 17:30:00,295.0,100.0,1
-2.1,0.0,11.2,2016-01-03 17:45:00,278.0,100.0,1
-2.1,0.0,11.6,2016-01-03 18:00:00,270.0,100.0,1
-2.2,0.0,11.9,2016-01-03 18:15:00,259.0,100.0,1
-2.3,0.0,12.6,2016-01-03 18:30:00,256.0,100.0,1
-2.4,0.0,15.5,2016-01-03 18:45:00,224.0,100.0,1
-2.4,0.0,14.2,2016-01-03 19:00:00,240.0,100.0,1
-2.4,0.0,14.1,2016-01-03 19:15:00,239.0,100.0,1
-2.4,0.0,14.8,2016-01-03 19:30:00,231.0,100.0,1
-2.4,0.0,16.3,2016-01-03 19:45:00,222.0,100.0,1
-2.4,0.0,14.4,2016-01-03 20:00:00,227.0,100.0,1
-2.4,0.0,13.0,2016-01-03 20:15:00,234.0,100.0,1
-2.4,0.0,11.9,2016-01-03 20:30:00,245.0,100.0,1
-2.4,0.0,14.7,2016-01-03 20:45:00,224.0,100.0,1
-2.4,0.0,14.5,2016-01-03 21:00:00,229.0,100.0,1
-2.4,0.0,13.5,2016-01-03 21:15:00,228.0,100.0,1
-2.4,0.0,13.6,2016-01-03 21:30:00,234.0,100.0,1
-2.4,0.0,12.6,2016-01-03 21:45:00,231.0,100.0,1
-2.4,0.0,10.8,2016-01-03 22:00:00,255.0,100.0,1
-2.4,0.0,11.2,2016-01-03 22:15:00,246.0,100.0,1
-2.4,0.0,10.8,2016-01-03 22:30:00,263.0,100.0,1
-2.3,0.0,10.6,2016-01-03 22:45:00,266.0,100.0,1
-2.4,0.0,10.3,2016-01-03 23:00:00,266.0,100.0,1
-2.4,0.0,11.3,2016-01-03 23:15:00,248.0,100.0,1
-2.4,0.0,9.7,2016-01-03 23:30:00,273.0,100.0,1
-2.4,0.0,9.3,2016-01-03 23:45:00,280.0,100.0,1
-2.3,0.0,9.1,2016-01-04 00:00:00,290.0,100.0,1
-2.3,0.0,9.2,2016-01-04 00:15:00,287.0,100.0,1
-2.3,0.0,8.3,2016-01-04 00:30:00,286.0,100.0,1
-2.3,0.0,7.9,2016-01-04 00:45:00,274.0,100.0,1
-2.3,0.0,9.1,2016-01-04 01:00:00,273.0,100.0,1
-2.2,0.0,9.4,2016-01-04 01:15:00,273.0,100.0,1
-2.2,0.0,9.4,2016-01-04 01:30:00,273.0,100.0,1
-2.2,0.0,10.7,2016-01-04 01:45:00,254.0,100.0,1
-2.2,0.0,12.1,2016-01-04 02:00:00,245.0,100.0,1
-2.3,0.0,11.2,2016-01-04 02:15:00,243.0,100.0,1
-2.3,0.0,11.0,2016-01-04 02:30:00,248.0,100.0,1
-2.2,0.0,10.7,2016-01-04 02:45:00,266.0,100.0,1
-2.2,0.0,10.1,2016-01-04 03:00:00,257.0,100.0,1
-2.2,0.0,10.1,2016-01-04 03:15:00,260.0,100.0,1
-2.2,0.0,11.1,2016-01-04 03:30:00,252.0,100.0,1
-2.2,0.0,10.3,2016-01-04 03:45:00,257.0,100.0,1
-2.2,0.0,10.0,2016-01-04 04:00:00,262.0,100.0,1
-2.2,0.0,9.0,2016-01-04 04:15:00,272.0,100.0,1
-2.1,0.0,9.3,2016-01-04 04:30:00,271.0,100.0,1
-2.1,0.0,10.4,2016-01-04 04:45:00,260.0,100.0,1
-2.1,0.0,9.9,2016-01-04 05:00:00,273.0,100.0,1
-2.0,0.0,9.6,2016-01-04 05:15:00,276.0,100.0,1
-2.0,0.0,10.3,2016-01-04 05:30:00,269.0,100.0,1
-2.0,0.0,9.3,2016-01-04 05:45:00,273.0,100.0,1
-2.0,0.0,9.7,2016-01-04 06:00:00,274.0,100.0,1
-2.0,0.0,10.4,2016-01-04 06:15:00,261.0,100.0,1
-2.0,0.0,9.6,2016-01-04 06:30:00,274.0,100.0,1
-1.9,0.0,9.1,2016-01-04 06:45:00,274.0,100.0,1
-1.9,0.0,7.7,2016-01-04 07:00:00,292.0,100.0,1
-2.0,0.0,7.9,2016-01-04 07:15:00,291.0,100.0,1
-2.0,0.0,8.2,2016-01-04 07:30:00,287.0,100.0,1
-2.0,0.0,7.0,2016-01-04 07:45:00,295.0,100.0,1
-2.0,0.0,8.6,2016-01-04 08:00:00,278.0,100.0,1
-2.0,0.0,9.2,2016-01-04 08:15:00,272.0,100.0,1
-1.9,0.0,8.7,2016-01-04 08:30:00,279.0,100.0,1
-1.9,0.0,10.4,2016-01-04 08:45:00,259.0,100.0,1
-1.8,0.0,8.6,2016-01-04 09:00:00,273.0,100.0,1
-1.8,0.0,11.5,2016-01-04 09:15:00,242.0,100.0,1
-1.9,0.0,10.2,2016-01-04 09:30:00,261.0,100.0,1
-1.8,0.0,9.4,2016-01-04 09:45:00,269.0,100.0,1
-1.7,0.0,11.2,2016-01-04 10:00:00,255.0,100.0,1
-1.5,0.0,10.6,2016-01-04 10:15:00,253.0,100.0,1
-1.5,0.0,10.6,2016-01-04 10:30:00,257.0,100.0,1
-1.2,0.0,8.8,2016-01-04 10:45:00,276.0,100.0,1
-1.3,0.0,9.3,2016-01-04 11:00:00,265.0,100.0,1
-1.3,0.0,8.5,2016-01-04 11:15:00,281.0,100.0,1
-1.1,0.0,9.4,2016-01-04 11:30:00,263.0,100.0,1
-1.3,0.0,8.5,2016-01-04 11:45:00,273.0,100.0,1
-1.2,0.0,8.9,2016-01-04 12:00:00,277.0,100.0,1
-1.2,0.0,7.9,2016-01-04 12:15:00,282.0,100.0,1
-1.0,0.0,7.9,2016-01-04 12:30:00,285.0,100.0,1
-0.5,0.0,8.3,2016-01-04 12:45:00,283.0,100.0,1
-0.3,0.0,7.9,2016-01-04 13:00:00,289.0,100.0,1
-0.6,0.0,7.7,2016-01-04 13:15:00,290.0,100.0,1
-0.7,0.0,7.1,2016-01-04 13:30:00,293.0,100.0,1
-0.1,0.0,6.4,2016-01-04 13:45:00,298.0,100.0,1
-0.1,0.0,7.6,2016-01-04 14:00:00,291.0,100.0,1
-0.3,0.0,6.6,2016-01-04 14:15:00,301.0,100.0,1
-0.5,0.0,5.5,2016-01-04 14:30:00,308.0,100.0,1
-0.8,0.0,6.8,2016-01-04 14:45:00,304.0,100.0,1
-0.9,0.0,6.3,2016-01-04 15:00:00,306.0,100.0,1
-1.0,0.0,7.7,2016-01-04 15:15:00,291.0,100.0,1
-1.1,0.0,5.8,2016-01-04 15:30:00,307.0,100.0,1
-1.2,0.0,6.5,2016-01-04 15:45:00,302.0,100.0,1
-1.4,0.0,7.9,2016-01-04 16:00:00,286.0,100.0,1
-1.5,0.0,6.3,2016-01-04 16:15:00,304.0,100.0,1
-1.6,0.0,5.2,2016-01-04 16:30:00,310.0,100.0,1
-1.7,0.0,6.5,2016-01-04 16:45:00,302.0,100.0,1
-1.8,0.0,8.0,2016-01-04 17:00:00,287.0,100.0,1
-1.8,0.0,7.1,2016-01-04 17:15:00,293.0,100.0,1
-1.8,0.0,6.9,2016-01-04 17:30:00,296.0,100.0,1
-1.9,0.0,5.8,2016-01-04 17:45:00,305.0,100.0,1
-2.3,0.0,7.0,2016-01-04 18:00:00,297.0,100.0,1
-2.6,0.0,7.1,2016-01-04 18:15:00,293.0,100.0,1
-2.7,0.0,7.4,2016-01-04 18:30:00,288.0,100.0,1
-3.0,0.0,8.0,2016-01-04 18:45:00,281.0,100.0,1
-3.2,0.0,6.9,2016-01-04 19:00:00,293.0,100.0,1
-3.1,0.0,8.4,2016-01-04 19:15:00,277.0,100.0,1
-3.1,0.0,8.5,2016-01-04 19:30:00,274.0,100.0,1
-2.8,0.0,8.6,2016-01-04 19:45:00,273.0,100.0,1
-2.7,0.0,8.5,2016-01-04 20:00:00,275.0,100.0,1
-2.7,0.0,9.6,2016-01-04 20:15:00,262.0,100.0,1
-2.5,0.0,9.2,2016-01-04 20:30:00,263.0,100.0,1
-2.3,0.0,9.7,2016-01-04 20:45:00,254.0,100.0,1
-2.3,0.0,10.1,2016-01-04 21:00:00,247.0,100.0,1
-2.3,0.0,8.9,2016-01-04 21:15:00,263.0,100.0,1
-2.2,0.0,8.4,2016-01-04 21:30:00,273.0,100.0,1
-2.2,0.0,7.4,2016-01-04 21:45:00,284.0,100.0,1
-2.2,0.0,8.3,2016-01-04 22:00:00,271.0,100.0,1
-2.3,0.0,9.0,2016-01-04 22:15:00,259.0,100.0,1
-2.3,0.0,8.1,2016-01-04 22:30:00,268.0,100.0,1
-2.4,0.0,8.8,2016-01-04 22:45:00,262.0,100.0,1
-2.4,0.0,8.6,2016-01-04 23:00:00,265.0,100.0,1
-2.4,0.0,8.4,2016-01-04 23:15:00,268.0,100.0,1
-2.5,0.0,8.8,2016-01-04 23:30:00,261.0,100.0,1
-2.5,0.0,9.1,2016-01-04 23:45:00,255.0,100.0,1
-2.6,0.0,8.4,2016-01-05 00:00:00,269.0,100.0,1
-2.5,0.0,10.7,2016-01-05 00:15:00,240.0,100.0,1
-2.6,0.0,11.8,2016-01-05 00:30:00,225.0,100.0,1
-2.6,0.0,11.5,2016-01-05 00:45:00,229.0,100.0,1
