station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, -9.27, 77.78, None, None, None, None, None, -12.0, None, None, 2019-11-29 21:00:00, None
None, -8.51, 73.68, None, None, None, None, None, -12.0, None, None, 2019-11-29 22:00:00, None
None, -9.03, 74.04, None, None, None, None, None, -12.0, None, None, 2019-11-29 23:00:00, None
None, -9.08, 75.66, None, None, None, None, None, -12.0, None, None, 2019-11-30 00:00:00, None
None, -8.03, 67.97, None, None, None, None, None, -12.0, None, None, 2019-11-30 01:00:00, None
None, -7.973, 68.37, None, None, None, None, None, -12.0, None, None, 2019-11-30 02:00:00, None
None, -7.793, 66.76, None, None, None, None, None, -12.0, None, None, 2019-11-30 03:00:00, None
None, -7.717, 67.85, None, None, None, None, None, -12.0, None, None, 2019-11-30 04:00:00, None
None, -7.963, 70.5, None, None, None, None, None, -12.0, None, None, 2019-11-30 05:00:00, None
None, -7.946, 70.87, None, None, None, None, None, -12.0, None, None, 2019-11-30 06:00:00, None
None, -8.1, 73.31, None, None, None, None, None, -12.0, None, None, 2019-11-30 07:00:00, None
None, -8.14, 73.61, None, None, None, None, None, -12.0, None, None, 2019-11-30 08:00:00, None
None, -7.523, 69.48, None, None, None, None, None, -12.0, None, None, 2019-11-30 10:00:00, None
None, -6.603, 64.59, None, None, None, None, None, -12.0, None, None, 2019-11-30 11:00:00, None
None, -6.434, 70.99, None, None, None, None, None, -10.0, None, None, 2019-11-30 12:00:00, None
None, -6.204, 71.44, None, None, None, None, None, -10.0, None, None, 2019-11-30 13:00:00, None
None, -5.502, 65.9, None, None, None, None, None, -10.0, None, None, 2019-11-30 14:00:00, None
None, -5.201, 70.55, None, None, None, None, None, -9.0, None, None, 2019-11-30 15:00:00, None
None, -5.617, 72.82, None, None, None, None, None, -9.0, None, None, 2019-11-30 16:00:00, None
None, -6.953, 78.97, None, None, None, None, None, -10.0, None, None, 2019-11-30 17:00:00, None
None, -8.55, 84.3, None, None, None, None, None, -10.0, None, None, 2019-11-30 18:00:00, None
None, -9.51, 87.1, None, None, None, None, None, -11.0, None, None, 2019-11-30 19:00:00, None
None, -10.12, 88.8, None, None, None, None, None, -12.0, None, None, 2019-11-30 20:00:00, None
None, -10.83, 89.1, None, None, None, None, None, -12.0, None, None, 2019-11-30 21:00:00, None
None, -11.16, 90.1, None, None, None, None, None, -12.0, None, None, 2019-11-30 22:00:00, None
None, -11.29, 89.8, None, None, None, None, None, -13.0, None, None, 2019-11-30 23:00:00, None
None, -11.49, 87.9, None, None, None, None, None, -13.0, None, None, 2019-12-01 00:00:00, None
None, -11.96, 88.6, None, None, None, None, None, -13.0, None, None, 2019-12-01 01:00:00, None
None, -11.67, 88.7, None, None, None, None, None, -13.0, None, None, 2019-12-01 02:00:00, None
None, -11.15, 89.8, None, None, None, None, None, -12.0, None, None, 2019-12-01 03:00:00, None
None, -12.06, 88.3, None, None, None, None, None, -13.0, None, None, 2019-12-01 04:00:00, None
None, -11.49, 90.3, None, None, None, None, None, -13.0, None, None, 2019-12-01 05:00:00, None
None, -10.06, 90.6, None, None, None, None, None, -11.0, None, None, 2019-12-01 06:00:00, None
None, -8.82, 89.7, None, None, None, None, None, -10.0, None, None, 2019-12-01 07:00:00, None
None, -8.4, 88.9, None, None, None, None, None, -10.0, None, None, 2019-12-01 08:00:00, None
None, -7.755, 87.1, None, None, None, None, None, -9.0, None, None, 2019-12-01 09:00:00, None
None, -6.975, 85.2, None, None, None, None, None, -9.0, None, None, 2019-12-01 10:00:00, None
None, -6.533, 83.9, None, None, None, None, None, -9.0, None, None, 2019-12-01 11:00:00, None
None, -5.882, 86.4, None, None, None, None, None, -8.0, None, None, 2019-12-01 12:00:00, None
None, -4.564, 83.2, None, None, None, None, None, -7.0, None, None, 2019-12-01 13:00:00, None
None, -5.366, 88.6, None, None, None, None, None, -7.0, None, None, 2019-12-01 14:00:00, None
None, -5.091, 87.9, None, None, None, None, None, -7.0, None, None, 2019-12-01 15:00:00, None
None, -4.593, 84.6, None, None, None, None, None, -7.0, None, None, 2019-12-01 16:00:00, None
None, -5.005, 84.2, None, None, None, None, None, -7.0, None, None, 2019-12-01 17:00:00, None
None, -5.047, 86.8, None, None, None, None, None, -7.0, None, None, 2019-12-01 18:00:00, None
None, -5.126, 88.0, None, None, None, None, None, -6.0, None, None, 2019-12-01 19:00:00, None
None, -4.906, 87.3, None, None, None, None, None, -6.0, None, None, 2019-12-01 20:00:00, None
None, -4.426, 87.3, None, None, None, None, None, -6.0, None, None, 2019-12-01 21:00:00, None
None, -4.02, 87.1, None, None, None, None, None, -6.0, None, None, 2019-12-01 22:00:00, None
None, -3.144, 83.8, None, None, None, None, None, -5.0, None, None, 2019-12-01 23:00:00, None
None, -3.001, 82.6, None, None, None, None, None, -5.0, None, None, 2019-12-02 00:00:00, None
None, -2.842, 81.5, None, None, None, None, None, -5.0, None, None, 2019-12-02 01:00:00, None
None, -2.697, 78.55, None, None, None, None, None, -6.0, None, None, 2019-12-02 02:00:00, None
None, -2.799, 80.3, None, None, None, None, None, -6.0, None, None, 2019-12-02 03:00:00, None
None, -2.97, 83.1, None, None, None, None, None, -5.0, None, None, 2019-12-02 04:00:00, None
None, -3.021, 84.2, None, None, None, None, None, -5.0, None, None, 2019-12-02 05:00:00, None
None, -3.173, 86.4, None, None, None, None, None, -5.0, None, None, 2019-12-02 06:00:00, None
None, -3.543, 88.4, None, None, None, None, None, -5.0, None, None, 2019-12-02 07:00:00, None
None, -3.636, 88.8, None, None, None, None, None, -5.0, None, None, 2019-12-02 08:00:00, None
None, -2.973, 85.5, None, None, None, None, None, -5.0, None, None, 2019-12-02 09:00:00, None
None, -2.549, 82.1, None, None, None, None, None, -5.0, None, None, 2019-12-02 10:00:00, None
None, -2.058, 80.4, None, None, None, None, None, -4.0, None, None, 2019-12-02 11:00:00, None
None, -1.768, 79.71, None, None, None, None, None, -5.0, None, None, 2019-12-02 12:00:00, None
None, -1.884, 81.2, None, None, None, None, None, -4.0, None, None, 2019-12-02 13:00:00, None
None, -2.232, 89.7, None, None, None, None, None, -3.0, None, None, 2019-12-02 14:00:00, None
None, -2.451, 91.8, None, None, None, None, None, -4.0, None, None, 2019-12-02 15:00:00, None
None, -2.569, 91.5, None, None, None, None, None, -4.0, None, None, 2019-12-02 16:00:00, None
None, -2.593, 90.1, None, None, None, None, None, -4.0, None, None, 2019-12-02 17:00:00, None
None, -2.622, 90.7, None, None, None, None, None, -4.0, None, None, 2019-12-02 18:00:00, None
None, -2.771, 91.7, None, None, None, None, None, -4.0, None, None, 2019-12-02 19:00:00, None
None, -2.839, 92.0, None, None, None, None, None, -4.0, None, None, 2019-12-02 20:00:00, None
None, -2.901, 91.7, None, None, None, None, None, -4.0, None, None, 2019-12-02 21:00:00, None
None, -2.853, 91.2, None, None, None, None, None, -4.0, None, None, 2019-12-02 22:00:00, None
None, -3.012, 91.7, None, None, None, None, None, -4.0, None, None, 2019-12-02 23:00:00, None
None, -2.825, 90.2, None, None, None, None, None, -4.0, None, None, 2019-12-03 00:00:00, None
None, -2.874, 89.5, None, None, None, None, None, -4.0, None, None, 2019-12-03 01:00:00, None
None, -2.736, 87.8, None, None, None, None, None, -4.0, None, None, 2019-12-03 02:00:00, None
None, -2.833, 88.3, None, None, None, None, None, -4.0, None, None, 2019-12-03 03:00:00, None
None, -3.063, 90.8, None, None, None, None, None, -4.0, None, None, 2019-12-03 04:00:00, None
None, -3.077, 90.2, None, None, None, None, None, -4.0, None, None, 2019-12-03 05:00:00, None
None, -3.192, 90.5, None, None, None, None, None, -4.0, None, None, 2019-12-03 06:00:00, None
None, -3.138, 89.9, None, None, None, None, None, -4.0, None, None, 2019-12-03 07:00:00, None
None, -3.271, 91.2, None, None, None, None, None, -4.0, None, None, 2019-12-03 08:00:00, None
None, -3.358, 91.7, None, None, None, None, None, -4.0, None, None, 2019-12-03 09:00:00, None
None, -3.064, 90.0, None, None, None, None, None, -4.0, None, None, 2019-12-03 10:00:00, None
None, -2.801, 88.1, None, None, None, None, None, -4.0, None, None, 2019-12-03 11:00:00, None
None, -2.602, 87.8, None, None, None, None, None, -4.0, None, None, 2019-12-03 12:00:00, None
None, -2.463, 86.8, None, None, None, None, None, -4.0, None, None, 2019-12-03 13:00:00, None
None, -2.307, 86.1, None, None, None, None, None, -4.0, None, None, 2019-12-03 14:00:00, None
None, -2.54, 87.4, None, None, None, None, None, -4.0, None, None, 2019-12-03 15:00:00, None
None, -2.606, 88.0, None, None, None, None, None, -4.0, None, None, 2019-12-03 16:00:00, None
None, -2.296, 87.1, None, None, None, None, None, -4.0, None, None, 2019-12-03 17:00:00, None
None, -2.406, 87.9, None, None, None, None, None, -4.0, None, None, 2019-12-03 18:00:00, None
None, -2.707, 89.8, None, None, None, None, None, -4.0, None, None, 2019-12-03 19:00:00, None
None, -2.32, 88.2, None, None, None, None, None, -4.0, None, None, 2019-12-03 20:00:00, None
None, -2.219, 89.2, None, None, None, None, None, -4.0, None, None, 2019-12-03 21:00:00, None
None, -2.368, 91.6, None, None, None, None, None, -3.0, None, None, 2019-12-03 22:00:00, None
None, -2.276, 92.7, None, None, None, None, None, -3.0, None, None, 2019-12-03 23:00:00, None
None, -2.565, 94.0, None, None, None, None, None, -3.0, None, None, 2019-12-04 00:00:00, None
None, -2.211, 94.3, None, None, None, None, None, -3.0, None, None, 2019-12-04 01:00:00, None
None, -1.886, 94.0, None, None, None, None, None, -3.0, None, None, 2019-12-04 02:00:00, None
