station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, -21.64, 80.6, None, None, 64.41, 1.109, 204.8, None, None, None, None, -24.0, None, None, None, None, 2019-11-30 00:00:00, None, None
None, -22.26, 79.69, None, None, 74.1, 0.923, 270.8, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 01:00:00, None, None
None, -22.05, 79.91, None, None, 71.24, 0.951, 252.0, None, None, None, None, -24.0, None, None, None, None, 2019-11-30 02:00:00, None, None
None, -22.33, 80.0, None, None, 62.85, 0.656, 287.3, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 03:00:00, None, None
None, -22.42, 79.93, None, None, 74.79, 0.892, 288.2, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 04:00:00, None, None
None, -22.99, 78.94, None, None, 71.23, 0.596, 276.2, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 05:00:00, None, None
None, -22.57, 79.49, None, None, 65.65, 0.54, 218.8, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 06:00:00, None, None
None, -22.86, 79.26, None, None, 57.82, 0.201, 246.5, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 07:00:00, None, None
None, -22.61, 79.81, None, None, 62.74, 0.25, 280.2, None, None, None, None, -25.0, None, None, None, None, 2019-11-30 08:00:00, None, None
None, -21.07, 80.2, None, None, 62.85, 0.276, 304.5, None, None, None, None, -23.0, None, None, None, None, 2019-11-30 10:00:00, None, None
None, -18.86, 81.6, None, None, 17.12, 0.235, 324.0, None, None, None, None, -21.0, None, None, None, None, 2019-11-30 11:00:00, None, None
None, -17.14, 83.0, None, None, 43.88, 0.018, 284.0, None, None, None, None, -19.0, None, None, None, None, 2019-11-30 12:00:00, None, None
None, -16.49, 83.4, None, None, 51.13, 0.751, 199.2, None, None, None, None, -18.0, None, None, None, None, 2019-11-30 13:00:00, None, None
None, -15.78, 84.0, None, None, 37.7, 1.057, 194.1, None, None, None, None, -18.0, None, None, None, None, 2019-11-30 14:00:00, None, None
None, -15.62, 84.1, None, None, 38.6, 0.981, 203.4, None, None, None, None, -18.0, None, None, None, None, 2019-11-30 15:00:00, None, None
None, -16.34, 84.0, None, None, 52.9, 0.669, 201.0, None, None, None, None, -18.0, None, None, None, None, 2019-11-30 16:00:00, None, None
None, -16.31, 84.4, None, None, 59.57, 0.442, 285.1, None, None, None, None, -18.0, None, None, None, None, 2019-11-30 17:00:00, None, None
None, -15.9, 84.4, None, None, 43.88, 0.302, 283.8, None, None, None, None, -18.0, None, None, None, None, 2019-11-30 18:00:00, None, None
None, -16.78, 85.2, None, None, 34.89, 0.266, 330.5, None, None, None, None, -19.0, None, None, None, None, 2019-11-30 19:00:00, None, None
None, -16.99, 84.3, None, None, 45.07, 0.645, 316.9, None, None, None, None, -19.0, None, None, None, None, 2019-11-30 20:00:00, None, None
None, -17.0, 84.7, None, None, 41.08, 0.697, 306.0, None, None, None, None, -19.0, None, None, None, None, 2019-11-30 21:00:00, None, None
None, -18.12, 82.9, None, None, 40.11, 0.13, 328.3, None, None, None, None, -20.0, None, None, None, None, 2019-11-30 22:00:00, None, None
None, -18.52, 83.3, None, None, 60.65, 0.138, 335.7, None, None, None, None, -20.0, None, None, None, None, 2019-11-30 23:00:00, None, None
None, -19.12, 82.7, None, None, 39.9, 0.258, 338.1, None, None, None, None, -21.0, None, None, None, None, 2019-12-01 00:00:00, None, None
None, -19.1, 82.9, None, None, 20.63, 0.646, 336.7, None, None, None, None, -21.0, None, None, None, None, 2019-12-01 01:00:00, None, None
None, -19.53, 82.0, None, None, 38.44, 0.226, 333.7, None, None, None, None, -21.0, None, None, None, None, 2019-12-01 02:00:00, None, None
None, -19.75, 81.8, None, None, 44.59, 0.143, 331.8, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 03:00:00, None, None
None, -20.02, 81.5, None, None, 18.61, 0.512, 329.9, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 04:00:00, None, None
None, -20.22, 81.5, None, None, 46.78, 0.375, 326.0, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 05:00:00, None, None
None, -20.4, 80.9, None, None, 53.04, 0.48, 335.0, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 06:00:00, None, None
None, -20.48, 81.0, None, None, 29.46, 0.514, 331.6, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 07:00:00, None, None
None, -20.26, 81.2, None, None, 56.94, 0.616, 310.6, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 08:00:00, None, None
None, -19.43, 81.8, None, None, 38.57, 0.87, 327.9, None, None, None, None, -22.0, None, None, None, None, 2019-12-01 09:00:00, None, None
None, -18.34, 82.3, None, None, 51.58, 0.735, 323.1, None, None, None, None, -21.0, None, None, None, None, 2019-12-01 10:00:00, None, None
None, -16.46, 83.8, None, None, 25.98, 0.611, 327.5, None, None, None, None, -18.0, None, None, None, None, 2019-12-01 11:00:00, None, None
None, -14.6, 85.4, None, None, 52.08, 0.465, 306.3, None, None, None, None, -16.0, None, None, None, None, 2019-12-01 12:00:00, None, None
None, -13.77, 85.7, None, None, 75.04, 1.186, 255.7, None, None, None, None, -16.0, None, None, None, None, 2019-12-01 13:00:00, None, None
None, -9.92, 88.2, None, None, 74.28, 2.127, 263.0, None, None, None, None, -11.0, None, None, None, None, 2019-12-01 14:00:00, None, None
None, -10.58, 87.3, None, None, 69.29, 1.312, 216.8, None, None, None, None, -12.0, None, None, None, None, 2019-12-01 15:00:00, None, None
None, -10.16, 88.8, None, None, 66.95, 1.929, 223.5, None, None, None, None, -11.0, None, None, None, None, 2019-12-01 16:00:00, None, None
None, -7.099, 80.8, None, None, 63.29, 3.446, 319.7, None, None, None, None, -10.0, None, None, None, None, 2019-12-01 17:00:00, None, None
None, -5.96, 76.88, None, None, 13.47, 12.4, 340.9, None, None, None, None, -9.0, None, None, None, None, 2019-12-01 18:00:00, None, None
None, -5.972, 75.5, None, None, 18.59, 12.28, 338.6, None, None, None, None, -9.0, None, None, None, None, 2019-12-01 19:00:00, None, None
None, -7.404, 82.7, None, None, 14.54, 9.43, 337.5, None, None, None, None, -9.0, None, None, None, None, 2019-12-01 20:00:00, None, None
None, -7.081, 80.5, None, None, 19.03, 7.552, 334.4, None, None, None, None, -10.0, None, None, None, None, 2019-12-01 21:00:00, None, None
None, -7.452, 80.7, None, None, 16.81, 8.56, 337.5, None, None, None, None, -10.0, None, None, None, None, 2019-12-01 22:00:00, None, None
None, -7.809, 81.2, None, None, 16.42, 10.08, 341.8, None, None, None, None, -10.0, None, None, None, None, 2019-12-01 23:00:00, None, None
None, -8.67, 82.6, None, None, 20.44, 9.93, 343.7, None, None, None, None, -11.0, None, None, None, None, 2019-12-02 00:00:00, None, None
None, -9.57, 85.5, None, None, 16.48, 9.52, 344.4, None, None, None, None, -11.0, None, None, None, None, 2019-12-02 01:00:00, None, None
None, -8.46, 82.8, None, None, 16.47, 7.7, 351.5, None, None, None, None, -11.0, None, None, None, None, 2019-12-02 02:00:00, None, None
None, -8.95, 84.5, None, None, 19.06, 9.26, 336.5, None, None, None, None, -11.0, None, None, None, None, 2019-12-02 03:00:00, None, None
None, -8.34, 83.8, None, None, 18.36, 8.04, 335.7, None, None, None, None, -10.0, None, None, None, None, 2019-12-02 04:00:00, None, None
None, -8.03, 84.7, None, None, 43.8, 4.134, 342.8, None, None, None, None, -10.0, None, None, None, None, 2019-12-02 05:00:00, None, None
None, -7.37, 82.5, None, None, 22.32, 6.281, 351.8, None, None, None, None, -10.0, None, None, None, None, 2019-12-02 06:00:00, None, None
None, -7.451, 82.8, None, None, 17.93, 8.53, 346.8, None, None, None, None, -10.0, None, None, None, None, 2019-12-02 07:00:00, None, None
None, -7.516, 84.1, None, None, 32.52, 3.765, 330.1, None, None, None, None, -9.0, None, None, None, None, 2019-12-02 08:00:00, None, None
None, -6.502, 80.8, None, None, 23.82, 4.401, 326.5, None, None, None, None, -9.0, None, None, None, None, 2019-12-02 09:00:00, None, None
None, -5.772, 81.1, None, None, 33.99, 4.621, 339.0, None, None, None, None, -8.0, None, None, None, None, 2019-12-02 10:00:00, None, None
None, -4.225, 73.52, None, None, 35.63, 4.666, 347.7, None, None, None, None, -8.0, None, None, None, None, 2019-12-02 11:00:00, None, None
None, -2.176, 64.66, None, None, 40.86, 6.342, 16.96, None, None, None, None, -7.0, None, None, None, None, 2019-12-02 12:00:00, None, None
None, -1.615, 63.07, None, None, 34.03, 8.08, 7.403, None, None, None, None, -7.0, None, None, None, None, 2019-12-02 13:00:00, None, None
None, -1.155, 60.95, None, None, 26.72, 10.9, 357.0, None, None, None, None, -7.0, None, None, None, None, 2019-12-02 14:00:00, None, None
None, -0.469, 56.05, None, None, 32.6, 7.083, 360.0, None, None, None, None, -7.0, None, None, None, None, 2019-12-02 15:00:00, None, None
None, -0.612, 54.05, None, None, 37.28, 7.713, 353.6, None, None, None, None, -8.0, None, None, None, None, 2019-12-02 16:00:00, None, None
None, -0.854, 56.12, None, None, 58.27, 7.004, 4.411, None, None, None, None, -8.0, None, None, None, None, 2019-12-02 17:00:00, None, None
None, -1.806, 65.18, None, None, 48.28, 4.018, 162.6, None, None, None, None, -7.0, None, None, None, None, 2019-12-02 18:00:00, None, None
None, -0.443, 55.53, None, None, 65.6, 7.502, 29.8, None, None, None, None, -7.0, None, None, None, None, 2019-12-02 19:00:00, None, None
None, -0.786, 61.45, None, None, 75.06, 3.539, 345.4, None, None, None, None, -6.0, None, None, None, None, 2019-12-02 20:00:00, None, None
None, -1.841, 70.53, None, None, 56.77, 2.523, 185.6, None, None, None, None, -6.0, None, None, None, None, 2019-12-02 21:00:00, None, None
None, -0.866, 62.9, None, None, 40.69, 5.979, 148.4, None, None, None, None, -6.0, None, None, None, None, 2019-12-02 22:00:00, None, None
None, -1.149, 65.61, None, None, 59.79, 4.513, 85.1, None, None, None, None, -6.0, None, None, None, None, 2019-12-02 23:00:00, None, None
None, -0.883, 66.56, None, None, 63.03, 4.289, 105.6, None, None, None, None, -6.0, None, None, None, None, 2019-12-03 00:00:00, None, None
None, -1.087, 68.05, None, None, 31.7, 7.353, 25.79, None, None, None, None, -5.0, None, None, None, None, 2019-12-03 01:00:00, None, None
None, -2.335, 76.43, None, None, 30.74, 5.975, 349.5, None, None, None, None, -6.0, None, None, None, None, 2019-12-03 02:00:00, None, None
None, -1.986, 77.28, None, None, 39.01, 5.019, 330.8, None, None, None, None, -5.0, None, None, None, None, 2019-12-03 03:00:00, None, None
None, -1.677, 77.47, None, None, 32.7, 5.593, 331.9, None, None, None, None, -5.0, None, None, None, None, 2019-12-03 04:00:00, None, None
None, -1.76, 79.64, None, None, 34.91, 5.197, 334.5, None, None, None, None, -4.0, None, None, None, None, 2019-12-03 05:00:00, None, None
None, -0.93, 77.38, None, None, 31.6, 6.428, 352.9, None, None, None, None, -4.0, None, None, None, None, 2019-12-03 06:00:00, None, None
None, -1.758, 80.2, None, None, 23.53, 9.87, 343.1, None, None, None, None, -5.0, None, None, None, None, 2019-12-03 07:00:00, None, None
None, -0.993, 77.88, None, None, 24.43, 9.3, 343.4, None, None, None, None, -4.0, None, None, None, None, 2019-12-03 08:00:00, None, None
None, -0.993, 78.34, None, None, 28.95, 7.823, 348.7, None, None, None, None, -4.0, None, None, None, None, 2019-12-03 09:00:00, None, None
None, -0.449, 77.72, None, None, 58.44, 5.208, 4.365, None, None, None, None, -3.0, None, None, None, None, 2019-12-03 10:00:00, None, None
None, 0.59, 74.87, None, None, 55.86, 5.552, 352.3, None, None, None, None, -3.0, None, None, None, None, 2019-12-03 11:00:00, None, None
None, 0.106, 76.19, None, None, 48.72, 6.753, 350.5, None, None, None, None, -4.0, None, None, None, None, 2019-12-03 12:00:00, None, None
None, -0.469, 81.6, None, None, 26.2, 7.229, 342.6, None, None, None, None, -3.0, None, None, None, None, 2019-12-03 13:00:00, None, None
None, -0.608, 82.7, None, None, 24.13, 8.7, 344.4, None, None, None, None, -3.0, None, None, None, None, 2019-12-03 14:00:00, None, None
None, -0.715, 87.1, None, None, 17.42, 9.44, 339.1, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 15:00:00, None, None
None, -0.925, 88.9, None, None, 68.42, 2.338, 40.35, None, None, None, None, -3.0, None, None, None, None, 2019-12-03 16:00:00, None, None
None, -1.219, 91.9, None, None, 54.82, 1.568, 154.6, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 17:00:00, None, None
None, -1.441, 93.1, None, None, 56.57, 1.196, 337.6, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 18:00:00, None, None
None, -1.655, 94.2, None, None, 50.88, 0.694, 332.7, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 19:00:00, None, None
None, -1.54, 94.6, None, None, 64.13, 0.263, 212.8, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 20:00:00, None, None
None, -1.635, 94.9, None, None, 75.01, 0.446, 243.4, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 21:00:00, None, None
None, -1.695, 95.2, None, None, 79.89, 0.605, 232.6, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 22:00:00, None, None
None, -1.603, 95.5, None, None, 62.76, 1.257, 335.5, None, None, None, None, -2.0, None, None, None, None, 2019-12-03 23:00:00, None, None
None, -1.722, 95.7, None, None, 77.4, 0.886, 220.9, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 00:00:00, None, None
None, -1.655, 95.8, None, None, 60.53, 0.622, 315.3, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 01:00:00, None, None
None, -1.469, 95.9, None, None, 70.37, 0.807, 255.7, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 02:00:00, None, None
None, -1.286, 96.1, None, None, 51.2, 1.026, 327.6, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 03:00:00, None, None
None, -1.02, 96.6, None, None, 41.88, 6.54, 339.8, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 04:00:00, None, None
None, -0.675, 97.0, None, None, 30.93, 7.12, 359.0, None, None, None, None, -1.0, None, None, None, None, 2019-12-04 05:00:00, None, None
None, -0.806, 96.8, None, None, 26.11, 8.75, 5.036, None, None, None, None, -1.0, None, None, None, None, 2019-12-04 06:00:00, None, None
None, -0.652, 94.5, None, None, 32.91, 9.6, 347.8, None, None, None, None, -1.0, None, None, None, None, 2019-12-04 07:00:00, None, None
None, -0.89, 92.4, None, None, 50.04, 4.968, 351.3, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 08:00:00, None, None
None, -1.056, 92.2, None, None, 36.18, 5.319, 5.428, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 09:00:00, None, None
None, -1.219, 91.9, None, None, 23.19, 8.17, 356.4, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 10:00:00, None, None
None, -1.338, 92.0, None, None, 21.27, 8.98, 352.8, None, None, None, None, -2.0, None, None, None, None, 2019-12-04 11:00:00, None, None
None, -1.199, 86.2, None, None, 29.63, 6.76, 358.5, None, None, None, None, -3.0, None, None, None, None, 2019-12-04 12:00:00, None, None
None, -1.703, 85.0, None, None, 30.02, 5.441, 346.0, None, None, None, None, -4.0, None, None, None, None, 2019-12-04 13:00:00, None, None
None, -2.028, 81.5, None, None, 28.54, 5.476, 353.6, None, None, None, None, -4.0, None, None, None, None, 2019-12-04 14:00:00, None, None
None, -2.966, 85.5, None, None, 30.72, 4.653, 354.3, None, None, None, None, -5.0, None, None, None, None, 2019-12-04 15:00:00, None, None
None, -4.135, 87.9, None, None, 24.9, 4.763, 331.0, None, None, None, None, -6.0, None, None, None, None, 2019-12-04 16:00:00, None, None
None, -5.031, 90.1, None, None, 18.18, 7.095, 330.5, None, None, None, None, -6.0, None, None, None, None, 2019-12-04 17:00:00, None, None
None, -6.128, 90.0, None, None, 13.05, 8.63, 348.0, None, None, None, None, -7.0, None, None, None, None, 2019-12-04 18:00:00, None, None
None, -7.286, 87.5, None, None, 33.23, 5.943, 334.7, None, None, None, None, -9.0, None, None, None, None, 2019-12-04 19:00:00, None, None
None, -8.8, 90.1, None, None, 16.5, 7.587, 342.1, None, None, None, None, -10.0, None, None, None, None, 2019-12-04 20:00:00, None, None
None, -9.93, 89.3, None, None, 58.6, 3.08, 310.2, None, None, None, None, -11.0, None, None, None, None, 2019-12-04 21:00:00, None, None
None, -10.99, 89.9, None, None, 47.48, 1.557, 170.8, None, None, None, None, -12.0, None, None, None, None, 2019-12-04 22:00:00, None, None
None, -11.59, 88.7, None, None, 55.9, 1.485, 178.6, None, None, None, None, -13.0, None, None, None, None, 2019-12-04 23:00:00, None, None
None, -12.49, 88.4, None, None, 55.74, 0.402, 195.2, None, None, None, None, -14.0, None, None, None, None, 2019-12-05 00:00:00, None, None
None, -11.88, 86.3, None, None, 38.74, 0.899, 324.5, None, None, None, None, -13.0, None, None, None, None, 2019-12-05 01:00:00, None, None
None, -13.11, 85.5, None, None, 29.19, 0.722, 333.9, None, None, None, None, -15.0, None, None, None, None, 2019-12-05 02:00:00, None, None
None, -14.76, 86.3, None, None, 50.69, 0.035, 339.8, None, None, None, None, -16.0, None, None, None, None, 2019-12-05 03:00:00, None, None
None, -15.76, 86.1, None, None, 61.58, 0.261, 279.3, None, None, None, None, -17.0, None, None, None, None, 2019-12-05 04:00:00, None, None
None, -16.62, 85.3, None, None, 62.25, 0.554, 160.6, None, None, None, None, -18.0, None, None, None, None, 2019-12-05 05:00:00, None, None
None, -17.43, 84.4, None, None, 68.7, 0.053, 310.8, None, None, None, None, -19.0, None, None, None, None, 2019-12-05 06:00:00, None, None
None, -18.2, 83.7, None, None, 33.57, 0.109, 352.4, None, None, None, None, -20.0, None, None, None, None, 2019-12-05 07:00:00, None, None
None, -18.81, 83.2, None, None, 49.66, 0.077, 311.8, None, None, None, None, -21.0, None, None, None, None, 2019-12-05 08:00:00, None, None
None, -18.05, 83.5, None, None, 61.68, 0.211, 322.3, None, None, None, None, -20.0, None, None, None, None, 2019-12-05 09:00:00, None, None
None, -17.53, 83.6, None, None, 31.81, 0.401, 342.5, None, None, None, None, -20.0, None, None, None, None, 2019-12-05 10:00:00, None, None
None, -14.89, 84.0, None, None, 46.52, 1.269, 304.2, None, None, None, None, -17.0, None, None, None, None, 2019-12-05 11:00:00, None, None
None, -13.11, 85.3, None, None, 64.48, 0.619, 309.3, None, None, None, None, -15.0, None, None, None, None, 2019-12-05 12:00:00, None, None
None, -13.33, 85.1, None, None, 59.87, 0.67, 300.3, None, None, None, None, -15.0, None, None, None, None, 2019-12-05 13:00:00, None, None
None, -11.85, 85.9, None, None, 55.39, 0.325, 320.4, None, None, None, None, -14.0, None, None, None, None, 2019-12-05 14:00:00, None, None
None, -11.61, 86.2, None, None, 53.12, 0.403, 318.6, None, None, None, None, -13.0, None, None, None, None, 2019-12-05 15:00:00, None, None
None, -11.75, 87.2, None, None, 69.88, 0.83, 279.9, None, None, None, None, -14.0, None, None, None, None, 2019-12-05 16:00:00, None, None
None, -11.35, 87.6, None, None, 64.67, 0.445, 308.7, None, None, None, None, -13.0, None, None, None, None, 2019-12-05 17:00:00, None, None
None, -10.97, 88.1, None, None, 35.13, 0.173, 334.9, None, None, None, None, -12.0, None, None, None, None, 2019-12-05 18:00:00, None, None
None, -10.64, 88.5, None, None, 23.5, 0.24, 346.2, None, None, None, None, -12.0, None, None, None, None, 2019-12-05 19:00:00, None, None
None, -10.31, 89.1, None, None, 25.57, 0.422, 346.3, None, None, None, None, -12.0, None, None, None, None, 2019-12-05 20:00:00, None, None
None, -10.15, 89.3, None, None, 29.64, 0.141, 330.6, None, None, None, None, -11.0, None, None, None, None, 2019-12-05 21:00:00, None, None
None, -9.96, 89.4, None, None, 40.44, 0.016, 309.6, None, None, None, None, -11.0, None, None, None, None, 2019-12-05 22:00:00, None, None
None, -9.67, 89.8, None, None, 28.14, 0.146, 346.7, None, None, None, None, -11.0, None, None, None, None, 2019-12-05 23:00:00, None, None
None, -9.32, 90.1, None, None, 45.62, 1.345, 308.5, None, None, None, None, -11.0, None, None, None, None, 2019-12-06 00:00:00, None, None
None, -8.91, 90.4, None, None, 45.64, 0.844, 223.0, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 01:00:00, None, None
None, -8.97, 90.5, None, None, 50.52, 0.242, 315.1, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 02:00:00, None, None
None, -8.83, 90.7, None, None, 47.61, 0.2, 321.1, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 03:00:00, None, None
None, -8.88, 90.7, None, None, 37.04, 0.063, 318.7, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 04:00:00, None, None
None, -8.62, 90.9, None, None, 36.41, 0.065, 325.0, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 05:00:00, None, None
None, -8.97, 90.8, None, None, 56.43, 0.651, 320.0, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 06:00:00, None, None
None, -9.33, 90.7, None, None, 66.21, 0.351, 308.0, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 07:00:00, None, None
None, -8.9, 90.9, None, None, 57.17, 0.105, 325.9, None, None, None, None, -10.0, None, None, None, None, 2019-12-06 08:00:00, None, None
None, -8.26, 91.0, None, None, 69.35, 0.48, 304.0, None, None, None, None, -9.0, None, None, None, None, 2019-12-06 09:00:00, None, None
None, -7.602, 90.9, None, None, 20.3, 0.863, 336.2, None, None, None, None, -9.0, None, None, None, None, 2019-12-06 10:00:00, None, None
None, -6.845, 91.0, None, None, 16.99, 1.188, 337.3, None, None, None, None, -8.0, None, None, None, None, 2019-12-06 11:00:00, None, None
None, -6.56, 90.7, None, None, 13.53, 0.629, 335.6, None, None, None, None, -8.0, None, None, None, None, 2019-12-06 12:00:00, None, None
None, -5.965, 91.3, None, None, 15.33, 0.368, 334.6, None, None, None, None, -7.0, None, None, None, None, 2019-12-06 13:00:00, None, None
None, -5.433, 91.4, None, None, 24.86, 0.235, 340.5, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 14:00:00, None, None
None, -5.112, 91.1, None, None, 59.45, 0.364, 227.9, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 15:00:00, None, None
None, -5.124, 92.2, None, None, 66.11, 0.738, 187.8, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 16:00:00, None, None
None, -5.239, 92.8, None, None, 51.03, 0.226, 342.8, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 17:00:00, None, None
None, -5.239, 93.1, None, None, 29.86, 0.217, 337.6, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 18:00:00, None, None
None, -5.041, 93.4, None, None, 60.85, 0.0, 203.1, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 19:00:00, None, None
None, -4.925, 93.6, None, None, 68.94, 0.0, 193.9, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 20:00:00, None, None
None, -5.134, 93.5, None, None, 18.13, 0.0, 342.1, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 21:00:00, None, None
None, -4.882, 93.9, None, None, 67.02, 0.0, 328.2, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 22:00:00, None, None
None, -4.58, 94.0, None, None, 49.6, 0.0, 196.2, None, None, None, None, -6.0, None, None, None, None, 2019-12-06 23:00:00, None, None
None, -4.489, 94.1, None, None, 64.37, 0.0, 309.1, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 00:00:00, None, None
None, -4.259, 94.3, None, None, 50.33, 0.0, 229.9, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 01:00:00, None, None
None, -4.182, 94.4, None, None, 62.21, 0.0, 185.9, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 02:00:00, None, None
None, -3.862, 94.7, None, None, 78.47, 0.0, 236.7, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 03:00:00, None, None
None, -3.653, 94.9, None, None, 39.1, 0.0, 179.0, None, None, None, None, -4.0, None, None, None, None, 2019-12-07 04:00:00, None, None
None, -3.426, 95.1, None, None, 54.46, 0.0, 190.1, None, None, None, None, -4.0, None, None, None, None, 2019-12-07 05:00:00, None, None
None, -3.153, 95.2, None, None, 22.72, 0.0, 182.4, None, None, None, None, -4.0, None, None, None, None, 2019-12-07 06:00:00, None, None
None, -3.437, 94.7, None, None, 28.76, 0.0, 176.5, None, None, None, None, -4.0, None, None, None, None, 2019-12-07 07:00:00, None, None
None, -3.585, 94.5, None, None, 42.48, 0.0, 172.8, None, None, None, None, -4.0, None, None, None, None, 2019-12-07 08:00:00, None, None
None, -3.648, 94.0, None, None, 43.1, 0.0, 186.9, None, None, None, None, -4.0, None, None, None, None, 2019-12-07 09:00:00, None, None
None, -3.905, 93.4, None, None, 44.08, 0.0, 171.2, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 10:00:00, None, None
None, -4.239, 93.8, None, None, 25.38, 0.0, 178.8, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 11:00:00, None, None
None, -4.352, 92.7, None, None, 24.76, 0.0, 172.8, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 12:00:00, None, None
None, -4.478, 92.5, None, None, 23.54, 0.0, 169.9, None, None, None, None, -5.0, None, None, None, None, 2019-12-07 13:00:00, None, None
None, -4.834, 93.3, None, None, 24.74, 0.0, 169.0, None, None, None, None, -6.0, None, None, None, None, 2019-12-07 14:00:00, None, None
None, -5.083, 93.7, None, None, 24.46, 0.0, 172.0, None, None, None, None, -6.0, None, None, None, None, 2019-12-07 15:00:00, None, None
None, -5.128, 93.9, None, None, 31.12, 2.228, 176.8, None, None, None, None, -6.0, None, None, None, None, 2019-12-07 16:00:00, None, None
None, -5.223, 94.0, None, None, 47.47, 0.0, 178.8, None, None, None, None, -6.0, None, None, None, None, 2019-12-07 17:00:00, None, None
None, -5.413, 93.6, None, None, 28.61, 2.202, 180.4, None, None, None, None, -6.0, None, None, None, None, 2019-12-07 18:00:00, None, None
None, -5.719, 93.3, None, None, 25.24, 1.275, 184.3, None, None, None, None, -7.0, None, None, None, None, 2019-12-07 19:00:00, None, None
None, -6.449, 92.8, None, None, 22.12, 0.834, 180.9, None, None, None, None, -7.0, None, None, None, None, 2019-12-07 20:00:00, None, None
None, -7.108, 92.3, None, None, 43.36, 0.571, 170.7, None, None, None, None, -8.0, None, None, None, None, 2019-12-07 21:00:00, None, None
None, -7.4, 91.1, None, None, 28.25, 1.686, 186.4, None, None, None, None, -8.0, None, None, None, None, 2019-12-07 22:00:00, None, None
None, -7.755, 90.1, None, None, 21.61, 2.914, 172.3, None, None, None, None, -9.0, None, None, None, None, 2019-12-07 23:00:00, None, None
None, -8.15, 89.6, None, None, 20.29, 4.257, 164.0, None, None, None, None, -9.0, None, None, None, None, 2019-12-08 00:00:00, None, None
None, -8.52, 90.1, None, None, 19.47, 4.055, 160.0, None, None, None, None, -10.0, None, None, None, None, 2019-12-08 01:00:00, None, None
None, -8.62, 89.9, None, None, 51.16, 1.186, 152.7, None, None, None, None, -10.0, None, None, None, None, 2019-12-08 02:00:00, None, None
None, -8.64, 89.2, None, None, 16.1, 1.877, 332.2, None, None, None, None, -10.0, None, None, None, None, 2019-12-08 03:00:00, None, None
None, -8.32, 90.6, None, None, 23.64, 5.616, 350.3, None, None, None, None, -9.0, None, None, None, None, 2019-12-08 04:00:00, None, None
