AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
1.3, 1.0,0.0, 2.8, 0.0,2019-01-01 14:00:00, 39.0, -0.3,86.0,1
1.4, None,0.0, 3.4, None,2019-01-01 14:15:00, 45.0, None,86.0,1
1.3, None,0.0, 2.8, None,2019-01-01 14:30:00, 55.0, None,88.0,1
1.2, None,0.0, 3.7, None,2019-01-01 14:45:00, 57.0, None,89.0,1
1.0, -1.0,0.0, 4.7, 0.0,2019-01-01 15:00:00, 51.0, -0.2,92.0,1
0.9, None,0.0, 5.8, None,2019-01-01 15:15:00, 52.0, None,93.0,1
0.8, None,0.0, 3.6, None,2019-01-01 15:30:00, 68.0, None,94.0,1
0.8, None,0.0, 1.7, None,2019-01-01 15:45:00, 64.0, None,94.0,1
0.6, 1.0,0.0, 1.5, 0.0,2019-01-01 16:00:00, 346.0, 0.0,95.0,1
0.2, None,0.0, 3.9, None,2019-01-01 16:15:00, 73.0, None,96.0,1
-0.1, None,0.0, 5.7, None,2019-01-01 16:30:00, 235.0, None,97.0,1
0.1, None,0.0, 8.0, None,2019-01-01 16:45:00, 211.0, None,97.0,1
0.4, 0.0,0.0, 5.6, 0.0,2019-01-01 17:00:00, 203.0, 0.4,95.0,1
0.5, None,0.0, 4.6, None,2019-01-01 17:15:00, 219.0, None,95.0,1
0.2, None,0.0, 3.4, None,2019-01-01 17:30:00, 18.0, None,95.0,1
-0.2, None,0.0, 1.1, None,2019-01-01 17:45:00, 115.0, None,96.0,1
-0.3, 0.0,0.0, 3.0, 0.0,2019-01-01 18:00:00, 258.0, 0.5,97.0,1
-0.3, None,0.0, 1.8, None,2019-01-01 18:15:00, 126.0, None,97.0,1
0.3, None,0.0, 3.4, None,2019-01-01 18:30:00, 188.0, None,98.0,1
0.1, None,0.0, 5.6, None,2019-01-01 18:45:00, 240.0, None,97.0,1
0.9, 0.0,0.0, 5.3, 0.0,2019-01-01 19:00:00, 183.0, 0.4,93.0,1
1.3, None,0.0, 6.5, None,2019-01-01 19:15:00, 207.0, None,87.0,1
0.5, None,0.0, 7.9, None,2019-01-01 19:30:00, 242.0, None,93.0,1
0.6, None,0.0, 3.1, None,2019-01-01 19:45:00, 253.0, None,92.0,1
0.3, 0.0,0.0, 1.5, 0.0,2019-01-01 20:00:00, 40.0, 0.3,94.0,1
0.2, None,0.0, 0.5, None,2019-01-01 20:15:00, 297.0, None,95.0,1
0.1, None,0.0, 0.9, None,2019-01-01 20:30:00, 355.0, None,96.0,1
0.0, None,0.0, 2.1, None,2019-01-01 20:45:00, 97.0, None,96.0,1
-0.1, 0.0,0.0, 2.8, 0.0,2019-01-01 21:00:00, 77.0, 0.4,97.0,1
-0.4, None,0.0, 2.5, None,2019-01-01 21:15:00, 113.0, None,97.0,1
-0.5, None,0.0, 4.4, None,2019-01-01 21:30:00, 246.0, None,97.0,1
-0.1, None,0.0, 8.6, None,2019-01-01 21:45:00, 247.0, None,98.0,1
0.1, -1.0,0.0, 5.2, 0.001,2019-01-01 22:00:00, 206.0, 0.4,98.0,1
0.3, None,0.0, 3.4, None,2019-01-01 22:15:00, 255.0, None,97.0,1
0.4, None,0.0, 2.0, None,2019-01-01 22:30:00, 6.0, None,96.0,1
0.1, None,0.0, 1.3, None,2019-01-01 22:45:00, 329.0, None,96.0,1
-0.4, 1.0,0.0, 6.5, 0.0,2019-01-01 23:00:00, 246.0, 0.4,96.0,1
-0.1, None,0.0, 2.8, None,2019-01-01 23:15:00, 160.0, None,97.0,1
-0.1, None,0.0, 2.0, None,2019-01-01 23:30:00, 170.0, None,97.0,1
0.2, None,0.0, 5.5, None,2019-01-01 23:45:00, 197.0, None,97.0,1
0.2, 0.0,0.0, 4.8, 0.0,2019-01-02 00:00:00, 211.0, 0.4,97.0,1
-0.2, None,0.0, 2.4, None,2019-01-02 00:15:00, 44.0, None,97.0,1
-0.5, None,0.0, 1.7, None,2019-01-02 00:30:00, 23.0, None,97.0,1
-0.1, None,0.0, 9.5, None,2019-01-02 00:45:00, 205.0, None,98.0,1
0.0, 0.0,0.0, 8.3, 0.0,2019-01-02 01:00:00, 228.0, 0.5,98.0,1
0.0, None,0.0, 5.2, None,2019-01-02 01:15:00, 196.0, None,98.0,1
-0.3, None,0.0, 5.5, None,2019-01-02 01:30:00, 216.0, None,98.0,1
-0.1, None,0.0, 9.2, None,2019-01-02 01:45:00, 227.0, None,99.0,1
0.0, 0.0,0.0, 9.7, 0.0,2019-01-02 02:00:00, 246.0, 0.4,99.0,1
-0.1, None,0.0, 7.9, None,2019-01-02 02:15:00, 248.0, None,99.0,1
0.0, None,0.0, 5.8, None,2019-01-02 02:30:00, 258.0, None,99.0,1
0.1, None,0.0, 9.9, None,2019-01-02 02:45:00, 250.0, None,99.0,1
0.0, -1.0,0.0, 11.4, 0.0,2019-01-02 03:00:00, 251.0, 0.3,99.0,1
0.2, None,0.0, 10.9, None,2019-01-02 03:15:00, 241.0, None,99.0,1
0.4, None,0.0, 6.5, None,2019-01-02 03:30:00, 227.0, None,99.0,1
0.6, None,0.0, 6.1, None,2019-01-02 03:45:00, 218.0, None,99.0,1
0.8, 1.0,0.0, 3.7, 0.0,2019-01-02 04:00:00, 245.0, 0.3,97.0,1
0.3, None,0.0, 5.8, None,2019-01-02 04:15:00, 241.0, None,97.0,1
0.5, None,0.0, 3.3, None,2019-01-02 04:30:00, 140.0, None,95.0,1
0.3, None,0.0, 2.4, None,2019-01-02 04:45:00, 195.0, None,96.0,1
0.5, 0.0,0.0, 7.2, 0.0,2019-01-02 05:00:00, 87.0, 0.5,96.0,1
0.4, None,0.0, 5.4, None,2019-01-02 05:15:00, 93.0, None,95.0,1
0.5, None,0.0, 4.3, None,2019-01-02 05:30:00, 125.0, None,96.0,1
0.9, None,0.0, 4.9, None,2019-01-02 05:45:00, 114.0, None,93.0,1
0.8, -1.0,0.0, 5.0, 0.0,2019-01-02 06:00:00, 236.0, 0.3,94.0,1
0.7, None,0.0, 4.9, None,2019-01-02 06:15:00, 113.0, None,94.0,1
0.9, None,0.0, 4.9, None,2019-01-02 06:30:00, 113.0, None,88.0,1
0.8, None,0.0, 7.2, None,2019-01-02 06:45:00, 106.0, None,86.0,1
0.8, 1.0,0.0, 6.4, 0.0,2019-01-02 07:00:00, 129.0, 0.4,81.0,1
1.0, None,0.0, 5.7, None,2019-01-02 07:15:00, 140.0, None,76.0,1
1.2, None,0.0, 6.6, None,2019-01-02 07:30:00, 150.0, None,70.0,1
1.0, None,0.0, 6.5, None,2019-01-02 07:45:00, 217.0, None,88.0,1
0.7, 0.0,0.0, 5.4, 0.0,2019-01-02 08:00:00, 226.0, 0.3,83.0,1
0.5, None,0.0, 3.0, None,2019-01-02 08:15:00, 142.0, None,87.0,1
0.3, None,0.0, 4.6, None,2019-01-02 08:30:00, 111.0, None,91.0,1
-0.1, None,0.0, 9.8, None,2019-01-02 08:45:00, 93.0, None,95.0,1
-0.1, 0.0,0.0, 9.6, 0.0,2019-01-02 09:00:00, 111.0, 0.3,97.0,1
-0.1, None,0.0, 9.4, None,2019-01-02 09:15:00, 101.0, None,97.0,1
-0.1, None,0.0, 9.7, None,2019-01-02 09:30:00, 91.0, None,98.0,1
-0.1, None,0.0, 8.7, None,2019-01-02 09:45:00, 109.0, None,98.0,1
-0.1, -1.0,0.0, 10.2, 0.0,2019-01-02 10:00:00, 97.0, 0.3,98.0,1
0.0, None,0.0, 6.3, None,2019-01-02 10:15:00, 78.0, None,99.0,1
0.1, None,0.0, 3.0, None,2019-01-02 10:30:00, 64.0, None,99.0,1
0.1, None,0.0, 3.9, None,2019-01-02 10:45:00, 45.0, None,99.0,1
0.3, 1.0,0.0, 3.5, 0.0,2019-01-02 11:00:00, 103.0, 0.2,99.0,1
0.3, None,0.0, 4.4, None,2019-01-02 11:15:00, 112.0, None,99.0,1
0.3, None,0.0, 3.5, None,2019-01-02 11:30:00, 78.0, None,99.0,1
0.2, None,0.0, 2.9, None,2019-01-02 11:45:00, 45.0, None,99.0,1
0.1, 0.0,0.254, 2.0, 0.0,2019-01-02 12:00:00, 54.0, 0.2,99.0,1
0.3, None,0.0, 3.0, None,2019-01-02 12:15:00, 80.0, None,99.0,1
0.1, None,0.254, 5.7, None,2019-01-02 12:30:00, 80.0, None,99.0,1
0.0, None,0.0, 4.8, None,2019-01-02 12:45:00, 80.0, None,99.0,1
0.0, 0.0,0.0, 5.9, 0.0,2019-01-02 13:00:00, 72.0, 0.2,99.0,1
0.0, None,0.255, 6.0, None,2019-01-02 13:15:00, 89.0, None,99.0,1
0.0, None,0.508, 7.6, None,2019-01-02 13:30:00, 96.0, None,99.0,1
0.0, None,0.254, 6.5, None,2019-01-02 13:45:00, 82.0, None,99.0,1
0.0, 1.0,0.254, 7.2, 0.0,2019-01-02 14:00:00, 85.0, 0.5,99.0,1
-0.1, None,0.254, 7.9, None,2019-01-02 14:15:00, 89.0, None,99.0,1
-0.2, None,0.508, 7.1, None,2019-01-02 14:30:00, 84.0, None,99.0,1
-0.1, None,0.763, 5.8, None,2019-01-02 14:45:00, 88.0, None,99.0,1
-0.1, 3.0,0.762, 7.2, 0.0,2019-01-02 15:00:00, 88.0, 0.4,99.0,1
-0.1, None,0.762, 7.4, None,2019-01-02 15:15:00, 78.0, None,99.0,1
-0.3, None,0.508, 8.7, None,2019-01-02 15:30:00, 86.0, None,99.0,1
-0.3, None,0.763, 8.6, None,2019-01-02 15:45:00, 77.0, None,99.0,1
-0.2, 3.0,1.016, 6.2, 0.0,2019-01-02 16:00:00, 93.0, 0.6,99.0,1
-0.2, None,0.762, 7.4, None,2019-01-02 16:15:00, 81.0, None,100.0,1
-0.4, None,0.254, 9.9, None,2019-01-02 16:30:00, 89.0, None,100.0,1
-0.3, None,0.254, 8.7, None,2019-01-02 16:45:00, 90.0, None,100.0,1
-0.3, 2.0,0.509, 9.4, 0.0,2019-01-02 17:00:00, 88.0, 0.6,100.0,1
-0.4, None,0.508, 7.3, None,2019-01-02 17:15:00, 70.0, None,100.0,1
-0.3, None,0.508, 5.9, None,2019-01-02 17:30:00, 75.0, None,100.0,1
-0.3, None,0.508, 4.1, None,2019-01-02 17:45:00, 56.0, None,100.0,1
0.1, 2.0,0.254, 8.9, 0.0,2019-01-02 18:00:00, 113.0, 0.6,100.0,1
0.1, None,0.763, 2.4, None,2019-01-02 18:15:00, 215.0, None,100.0,1
0.1, None,1.016, 6.0, None,2019-01-02 18:30:00, 97.0, None,100.0,1
0.2, None,0.508, 6.1, None,2019-01-02 18:45:00, 112.0, None,100.0,1
0.2, 3.0,0.508, 3.0, 0.0,2019-01-02 19:00:00, 67.0, 0.7,100.0,1
0.2, None,0.509, 5.2, None,2019-01-02 19:15:00, 115.0, None,100.0,1
0.1, None,0.762, 5.0, None,2019-01-02 19:30:00, 92.0, None,100.0,1
0.1, None,0.508, 5.1, None,2019-01-02 19:45:00, 74.0, None,100.0,1
0.2, 2.0,0.254, 2.3, 0.0,2019-01-02 20:00:00, 78.0, 0.6,100.0,1
0.4, None,0.762, 2.0, None,2019-01-02 20:15:00, 88.0, None,100.0,1
0.3, None,0.763, 5.1, None,2019-01-02 20:30:00, 81.0, None,100.0,1
0.3, None,1.016, 2.2, None,2019-01-02 20:45:00, 288.0, None,100.0,1
0.7, 4.0,1.271, 5.6, 0.0,2019-01-02 21:00:00, 104.0, 0.4,100.0,1
0.8, None,1.016, 3.1, None,2019-01-02 21:15:00, 51.0, None,100.0,1
0.8, None,0.762, 4.1, None,2019-01-02 21:30:00, 69.0, None,100.0,1
0.7, None,0.763, 4.4, None,2019-01-02 21:45:00, 91.0, None,100.0,1
0.9, 4.0,1.016, 4.0, 0.0,2019-01-02 22:00:00, 84.0, 0.5,100.0,1
1.1, None,0.508, 4.4, None,2019-01-02 22:15:00, 62.0, None,100.0,1
1.8, None,1.016, 3.6, None,2019-01-02 22:30:00, 60.0, None,100.0,1
2.1, None,0.763, 6.5, None,2019-01-02 22:45:00, 57.0, None,100.0,1
2.4, 3.0,0.762, 4.8, 0.0,2019-01-02 23:00:00, 67.0, 0.2,100.0,1
3.1, None,1.016, 2.6, None,2019-01-02 23:15:00, 48.0, None,100.0,1
2.8, None,1.017, 3.7, None,2019-01-02 23:30:00, 29.0, None,100.0,1
3.1, None,1.27, 4.4, None,2019-01-02 23:45:00, 99.0, None,100.0,1
3.3, 4.0,1.017, 4.9, 0.0,2019-01-03 00:00:00, 55.0, 0.1,100.0,1
3.7, None,1.016, 4.2, None,2019-01-03 00:15:00, 42.0, None,100.0,1
3.6, None,1.016, 4.7, None,2019-01-03 00:30:00, 32.0, None,100.0,1
4.2, None,0.763, 6.0, None,2019-01-03 00:45:00, 33.0, None,100.0,1
4.7, 3.0,1.016, 7.8, 0.001,2019-01-03 01:00:00, 26.0, 0.2,100.0,1
4.5, None,0.762, 7.9, None,2019-01-03 01:15:00, 37.0, None,100.0,1
5.1, None,1.017, 9.0, None,2019-01-03 01:30:00, 349.0, None,100.0,1
5.4, None,1.016, 7.9, None,2019-01-03 01:45:00, 90.0, None,100.0,1
6.1, 5.0,1.271, 13.0, 0.001,2019-01-03 02:00:00, 229.0, 0.2,100.0,1
6.2, None,1.016, 15.7, None,2019-01-03 02:15:00, 226.0, None,100.0,1
6.3, None,1.016, 12.7, None,2019-01-03 02:30:00, 228.0, None,100.0,1
6.4, None,1.524, 10.9, None,2019-01-03 02:45:00, 230.0, None,100.0,1
6.4, 5.0,1.778, 11.8, 0.001,2019-01-03 03:00:00, 226.0, 0.1,100.0,1
6.5, None,1.523, 12.8, None,2019-01-03 03:15:00, 207.0, None,100.0,1
6.6, None,1.271, 9.9, None,2019-01-03 03:30:00, 220.0, None,99.0,1
6.8, None,1.27, 12.1, None,2019-01-03 03:45:00, 212.0, None,99.0,1
6.9, 6.0,1.271, 13.1, 0.0,2019-01-03 04:00:00, 236.0, 0.4,98.0,1
6.6, None,1.016, 11.3, None,2019-01-03 04:15:00, 255.0, None,99.0,1
6.8, None,1.271, 8.9, None,2019-01-03 04:30:00, 124.0, None,99.0,1
6.9, None,1.27, 11.3, None,2019-01-03 04:45:00, 225.0, None,99.0,1
7.2, 3.0,1.524, 12.7, 0.0,2019-01-03 05:00:00, 216.0, 0.3,99.0,1
7.4, None,1.523, 9.5, None,2019-01-03 05:15:00, 212.0, None,98.0,1
7.4, None,1.271, 10.8, None,2019-01-03 05:30:00, 214.0, None,98.0,1
7.4, None,1.27, 10.6, None,2019-01-03 05:45:00, 213.0, None,98.0,1
7.4, 7.0,1.017, 10.1, 0.001,2019-01-03 06:00:00, 217.0, 0.4,98.0,1
7.4, None,1.016, 9.7, None,2019-01-03 06:15:00, 88.0, None,99.0,1
7.5, None,1.27, 11.1, None,2019-01-03 06:30:00, 275.0, None,99.0,1
7.4, None,1.271, 9.8, None,2019-01-03 06:45:00, 204.0, None,99.0,1
7.5, 6.0,1.27, 11.4, 0.0,2019-01-03 07:00:00, 244.0, 0.3,99.0,1
7.6, None,1.017, 12.6, None,2019-01-03 07:15:00, 219.0, None,98.0,1
7.6, None,1.016, 10.0, None,2019-01-03 07:30:00, 209.0, None,97.0,1
7.6, None,1.271, 12.2, None,2019-01-03 07:45:00, 230.0, None,98.0,1
7.6, 6.0,1.523, 12.6, 0.0,2019-01-03 08:00:00, 224.0, 0.4,98.0,1
7.6, None,1.271, 11.7, None,2019-01-03 08:15:00, 210.0, None,98.0,1
7.7, None,1.27, 10.8, None,2019-01-03 08:30:00, 239.0, None,98.0,1
7.7, None,1.271, 11.6, None,2019-01-03 08:45:00, 218.0, None,98.0,1
7.9, 4.0,1.016, 12.1, 0.0,2019-01-03 09:00:00, 217.0, 0.2,98.0,1
8.0, None,1.524, 13.1, None,2019-01-03 09:15:00, 219.0, None,97.0,1
8.1, None,1.523, 14.0, None,2019-01-03 09:30:00, 225.0, None,97.0,1
8.1, None,1.524, 16.9, None,2019-01-03 09:45:00, 223.0, None,97.0,1
8.1, 5.0,1.016, 17.8, 0.0,2019-01-03 10:00:00, 216.0, 0.2,97.0,1
8.2, None,0.762, 20.2, None,2019-01-03 10:15:00, 236.0, None,97.0,1
8.2, None,0.254, 15.2, None,2019-01-03 10:30:00, 221.0, None,98.0,1
8.3, None,0.763, 16.6, None,2019-01-03 10:45:00, 208.0, None,97.0,1
8.3, 4.0,1.016, 12.5, 0.0,2019-01-03 11:00:00, 208.0, 0.2,97.0,1
8.2, None,1.017, 10.4, None,2019-01-03 11:15:00, 275.0, None,97.0,1
8.1, None,1.523, 14.3, None,2019-01-03 11:30:00, 236.0, None,97.0,1
8.1, None,1.271, 12.8, None,2019-01-03 11:45:00, 315.0, None,97.0,1
8.0, 6.0,1.777, 10.6, 0.0,2019-01-03 12:00:00, 338.0, 0.5,98.0,1
8.0, None,1.524, 10.1, None,2019-01-03 12:15:00, 246.0, None,98.0,1
8.0, None,1.523, 11.9, None,2019-01-03 12:30:00, 214.0, None,98.0,1
8.0, None,1.271, 15.2, None,2019-01-03 12:45:00, 223.0, None,98.0,1
8.0, 7.0,1.778, 17.8, 0.0,2019-01-03 13:00:00, 235.0, 0.3,97.0,1
8.0, None,1.523, 15.0, None,2019-01-03 13:15:00, 237.0, None,97.0,1
7.9, None,1.271, 8.7, None,2019-01-03 13:30:00, 215.0, None,97.0,1
7.8, None,1.27, 9.5, None,2019-01-03 13:45:00, 226.0, None,98.0,1
7.8, 5.0,1.524, 10.9, 0.0,2019-01-03 14:00:00, 216.0, 0.4,97.0,1
7.7, None,1.523, 16.4, None,2019-01-03 14:15:00, 234.0, None,96.0,1
7.3, None,1.271, 22.2, None,2019-01-03 14:30:00, 240.0, None,93.0,1
7.0, None,1.016, 16.1, None,2019-01-03 14:45:00, 230.0, None,93.0,1
6.8, 6.0,1.271, 18.7, 0.0,2019-01-03 15:00:00, 238.0, 0.5,94.0,1
6.5, None,1.523, 17.0, None,2019-01-03 15:15:00, 235.0, None,94.0,1
6.5, None,1.524, 15.5, None,2019-01-03 15:30:00, 228.0, None,94.0,1
6.4, None,1.523, 10.5, None,2019-01-03 15:45:00, 212.0, None,96.0,1
6.3, 6.0,1.018, 12.7, 0.0,2019-01-03 16:00:00, 237.0, 0.5,94.0,1
6.3, None,1.27, 19.0, None,2019-01-03 16:15:00, 227.0, None,94.0,1
6.2, None,1.271, 5.8, None,2019-01-03 16:30:00, 189.0, None,96.0,1
6.2, None,1.523, 10.9, None,2019-01-03 16:45:00, 224.0, None,96.0,1
6.3, 6.0,1.271, 9.6, 0.0,2019-01-03 17:00:00, 249.0, 0.7,95.0,1
6.3, None,1.777, 10.3, None,2019-01-03 17:15:00, 237.0, None,93.0,1
6.1, None,1.778, 13.7, None,2019-01-03 17:30:00, 227.0, None,94.0,1
5.6, None,2.032, 19.0, None,2019-01-03 17:45:00, 237.0, None,93.0,1
5.0, 8.0,1.523, 15.1, 0.0,2019-01-03 18:00:00, 238.0, 0.7,94.0,1
4.7, None,1.271, 10.9, None,2019-01-03 18:15:00, 247.0, None,95.0,1
4.6, None,1.016, 12.6, None,2019-01-03 18:30:00, 240.0, None,94.0,1
4.4, None,1.017, 10.4, None,2019-01-03 18:45:00, 251.0, None,94.0,1
4.1, 5.0,1.016, 7.8, 0.0,2019-01-03 19:00:00, 237.0, 0.7,96.0,1
4.0, None,1.524, 3.8, None,2019-01-03 19:15:00, 187.0, None,95.0,1
3.9, None,2.031, 5.9, None,2019-01-03 19:30:00, 198.0, None,96.0,1
3.8, None,1.524, 4.6, None,2019-01-03 19:45:00, 183.0, None,97.0,1
4.1, 7.0,1.778, 3.7, 0.0,2019-01-03 20:00:00, 135.0, 0.7,97.0,1
4.3, None,1.777, 5.6, None,2019-01-03 20:15:00, 85.0, None,98.0,1
4.5, None,2.54, 5.9, None,2019-01-03 20:30:00, 77.0, None,98.0,1
4.6, None,1.524, 9.4, None,2019-01-03 20:45:00, 65.0, None,99.0,1
4.7, 10.0,1.778, 8.3, 0.0,2019-01-03 21:00:00, 71.0, 0.7,99.0,1
4.7, None,1.27, 7.7, None,2019-01-03 21:15:00, 63.0, None,99.0,1
3.7, None,2.032, 14.6, None,2019-01-03 21:30:00, 304.0, None,99.0,1
1.9, None,2.286, 22.5, None,2019-01-03 21:45:00, 257.0, None,97.0,1
1.9, 7.0,1.27, 16.6, 0.0,2019-01-03 22:00:00, 254.0, 1.0,97.0,1
2.0, None,1.017, 7.3, None,2019-01-03 22:15:00, 265.0, None,98.0,1
2.7, None,0.762, 10.6, None,2019-01-03 22:30:00, 225.0, None,98.0,1
3.1, None,0.762, 9.8, None,2019-01-03 22:45:00, 229.0, None,98.0,1
3.0, 4.0,0.508, 5.2, 0.0,2019-01-03 23:00:00, 268.0, 0.5,97.0,1
3.2, None,0.0, 10.6, None,2019-01-03 23:15:00, 220.0, None,97.0,1
3.2, None,0.0, 10.0, None,2019-01-03 23:30:00, 195.0, None,98.0,1
3.5, None,0.254, 9.5, None,2019-01-03 23:45:00, 215.0, None,98.0,1
3.6, 0.0,0.0, 9.5, 0.0,2019-01-04 00:00:00, 228.0, 0.5,98.0,1
3.6, None,0.509, 7.2, None,2019-01-04 00:15:00, 256.0, None,98.0,1
3.8, None,0.0, 7.9, None,2019-01-04 00:30:00, 20.0, None,98.0,1
3.9, None,0.254, 9.5, None,2019-01-04 00:45:00, 242.0, None,97.0,1
4.1, 1.0,0.0, 13.0, 0.0,2019-01-04 01:00:00, 239.0, 0.6,95.0,1
4.1, None,0.508, 7.4, None,2019-01-04 01:15:00, 313.0, None,96.0,1
4.0, None,0.254, 9.8, None,2019-01-04 01:30:00, 271.0, None,96.0,1
4.0, None,0.508, 6.9, None,2019-01-04 01:45:00, 334.0, None,96.0,1
4.0, 2.0,0.254, 8.6, 0.0,2019-01-04 02:00:00, 316.0, 0.5,97.0,1
4.0, None,0.254, 7.5, None,2019-01-04 02:15:00, 10.0, None,98.0,1
4.0, None,0.0, 7.4, None,2019-01-04 02:30:00, 323.0, None,97.0,1
4.0, None,0.763, 6.7, None,2019-01-04 02:45:00, 341.0, None,96.0,1
3.8, 2.0,1.016, 7.5, 0.0,2019-01-04 03:00:00, 12.0, 0.8,97.0,1
3.7, None,0.762, 10.2, None,2019-01-04 03:15:00, 335.0, None,96.0,1
3.9, None,0.763, 9.3, None,2019-01-04 03:30:00, 336.0, None,97.0,1
4.1, None,0.0, 8.4, None,2019-01-04 03:45:00, 245.0, None,98.0,1
4.0, 2.0,2.285, 8.7, 0.0,2019-01-04 04:00:00, 216.0, 0.6,97.0,1
