pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
None,-17.38,82.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 09:00:00, None,1
None,-16.42,79.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 10:00:00, None,1
None,-14.58,74.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 12:00:00, None,1
None,-14.34,74.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 13:00:00, None,1
None,-14.7,79.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 14:00:00, None,1
None,-14.93,81.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 15:00:00, None,1
None,-15.35,83.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 16:00:00, None,1
None,-16.08,83.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 17:00:00, None,1
None,-16.55,84.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 18:00:00, None,1
None,-16.7,83.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 19:00:00, None,1
None,-16.74,84.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 20:00:00, None,1
None,-17.08,83.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 21:00:00, None,1
None,-17.07,84.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 22:00:00, None,1
None,-17.36,84.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 23:00:00, None,1
None,-17.37,84.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 00:00:00, None,1
None,-17.41,84.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 01:00:00, None,1
None,-17.57,84.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 02:00:00, None,1
None,-17.7,84.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 03:00:00, None,1
None,-17.94,84.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 04:00:00, None,1
None,-18.22,83.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 05:00:00, None,1
None,-18.56,83.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 06:00:00, None,1
None,-18.66,83.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 07:00:00, None,1
None,-18.8,82.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 08:00:00, None,1
None,-18.54,82.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 09:00:00, None,1
None,-18.02,82.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 10:00:00, None,1
None,-16.79,77.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 11:00:00, None,1
None,-15.98,75.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 12:00:00, None,1
None,-15.5,74.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 13:00:00, None,1
None,-15.65,77.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 14:00:00, None,1
None,-15.99,80.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 15:00:00, None,1
None,-16.17,82.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 16:00:00, None,1
None,-16.8,83.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 17:00:00, None,1
None,-16.91,82.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 18:00:00, None,1
None,-16.68,80.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 19:00:00, None,1
None,-16.88,83.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 20:00:00, None,1
None,-16.42,83.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 21:00:00, None,1
None,-15.26,71.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 22:00:00, None,1
None,-15.13,73.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 23:00:00, None,1
None,-14.9,72.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 00:00:00, None,1
None,-14.54,70.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 01:00:00, None,1
None,-14.15,69.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 02:00:00, None,1
None,-13.88,71.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 03:00:00, None,1
None,-13.47,73.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 04:00:00, None,1
None,-13.5,78.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 05:00:00, None,1
None,-13.4,77.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 06:00:00, None,1
None,-12.69,77.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 07:00:00, None,1
None,-11.86,71.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 08:00:00, None,1
None,-11.81,72.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 09:00:00, None,1
None,-12.01,78.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 10:00:00, None,1
None,-11.5,77.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 11:00:00, None,1
None,-11.59,83.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 12:00:00, None,1
None,-11.1,78.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 13:00:00, None,1
None,-11.09,81.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 14:00:00, None,1
None,-10.83,78.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 15:00:00, None,1
None,-10.87,80.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 16:00:00, None,1
None,-10.83,81.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 17:00:00, None,1
None,-10.43,78.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 18:00:00, None,1
None,-10.36,79.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 19:00:00, None,1
None,-10.31,79.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 20:00:00, None,1
None,-10.53,80.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 21:00:00, None,1
None,-11.3,82.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 22:00:00, None,1
None,-11.01,84.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 23:00:00, None,1
None,-10.85,84.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 00:00:00, None,1
None,-12.13,85.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 01:00:00, None,1
None,-11.91,86.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 02:00:00, None,1
None,-10.86,85.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 03:00:00, None,1
None,-10.15,80.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 04:00:00, None,1
None,-9.62,72.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 05:00:00, None,1
None,-9.72,71.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 06:00:00, None,1
None,-9.95,76.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 07:00:00, None,1
None,-9.89,77.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 08:00:00, None,1
None,-9.62,76.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 09:00:00, None,1
None,-9.95,77.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 10:00:00, None,1
None,-9.96,76.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 11:00:00, None,1
None,-9.31,73.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 12:00:00, None,1
None,-8.96,70.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 13:00:00, None,1
None,-8.24,66.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 14:00:00, None,1
None,-8.63,69.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 15:00:00, None,1
None,-9.01,69.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 16:00:00, None,1
None,-8.95,70.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 17:00:00, None,1
None,-8.91,70.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 18:00:00, None,1
None,-9.2,72.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 19:00:00, None,1
None,-9.05,70.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 20:00:00, None,1
None,-9.02,70.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 21:00:00, None,1
None,-9.05,74.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 22:00:00, None,1
None,-8.95,75.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 23:00:00, None,1
None,-8.77,75.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 00:00:00, None,1
None,-8.62,78.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 01:00:00, None,1
None,-8.64,78.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 02:00:00, None,1
None,-8.67,79.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 03:00:00, None,1
None,-8.42,78.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 04:00:00, None,1
None,-8.65,77.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 05:00:00, None,1
None,-9.48,85.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 06:00:00, None,1
None,-8.59,81.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 07:00:00, None,1
None,-7.748,75.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 08:00:00, None,1
None,-6.618,73.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 09:00:00, None,1
None,-6.232,70.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 10:00:00, None,1
None,-5.672,69.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 11:00:00, None,1
None,-5.174,69.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 12:00:00, None,1
None,-4.855,67.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 13:00:00, None,1
None,-4.519,68.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 14:00:00, None,1
None,-4.392,70.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 15:00:00, None,1
None,-4.374,74.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 16:00:00, None,1
None,-4.326,75.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 17:00:00, None,1
None,-4.038,73.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 18:00:00, None,1
None,-3.941,76.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 19:00:00, None,1
None,-4.326,79.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 20:00:00, None,1
None,-4.723,83.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 21:00:00, None,1
None,-4.014,79.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 22:00:00, None,1
None,-3.84,79.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 23:00:00, None,1
None,-3.915,77.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 00:00:00, None,1
None,-3.845,79.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 01:00:00, None,1
None,-3.725,77.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 02:00:00, None,1
None,-3.653,81.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 03:00:00, None,1
None,-3.461,77.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 04:00:00, None,1
None,-3.579,83.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 05:00:00, None,1
None,-3.773,83.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 06:00:00, None,1
None,-3.835,82.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 07:00:00, None,1
None,-3.719,86.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 08:00:00, None,1
None,-2.999,77.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 09:00:00, None,1
None,-2.478,77.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 10:00:00, None,1
None,-2.021,74.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 11:00:00, None,1
None,-1.513,73.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 12:00:00, None,1
None,-1.499,75.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 13:00:00, None,1
None,-0.992,73.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 14:00:00, None,1
None,-1.222,76.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 15:00:00, None,1
None,-1.371,81.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 16:00:00, None,1
None,-1.609,83.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 17:00:00, None,1
None,-1.946,86.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 18:00:00, None,1
None,-2.189,87.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 19:00:00, None,1
None,-2.33,88.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 20:00:00, None,1
None,-2.47,90.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 21:00:00, None,1
None,-2.379,90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 22:00:00, None,1
None,-2.486,90.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 23:00:00, None,1
