pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -5.359,62.1, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-01 10:00:00, None, None, 45.26,1
None, None, -4.646,67.39, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-01 11:00:00, None, None, 45.01,1
None, None, -3.991,65.36, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-01 12:00:00, None, None, 45.34,1
None, None, -2.746,63.22, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-01 13:00:00, None, None, 44.89,1
None, None, -3.147,74.9, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-01 14:00:00, None, None, 45.23,1
None, None, -3.248,85.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None,2016-01-01 15:00:00, None, None, 45.18,1
None, None, -3.669,88.3, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None,2016-01-01 16:00:00, None, None, 45.14,1
None, None, -3.899,88.3, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None,2016-01-01 17:00:00, None, None, 45.13,1
None, None, -3.561,84.0, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-01 18:00:00, None, None, 45.18,1
None, None, -2.507,65.7, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-01 19:00:00, None, None, 45.52,1
None, None, -3.182,63.15, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-01 20:00:00, None, None, 45.44,1
None, None, -3.562,59.94, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-01 21:00:00, None, None, 45.33,1
None, None, -3.755,59.53, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-01 22:00:00, None, None, 45.43,1
None, None, -4.136,58.93, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-01 23:00:00, None, None, 45.25,1
None, None, -4.279,60.2, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-02 00:00:00, None, None, 45.2,1
None, None, -4.279,58.86, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-02 01:00:00, None, None, 45.1,1
None, None, -4.04,57.93, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-02 02:00:00, None, None, 45.05,1
None, None, -4.423,59.07, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-02 03:00:00, None, None, 45.15,1
None, None, -4.327,57.59, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 04:00:00, None, None, 45.03,1
None, None, -4.231,56.86, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 05:00:00, None, None, 44.96,1
None, None, -5.094,61.21, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 06:00:00, None, None, 45.04,1
None, None, -4.902,60.94, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 07:00:00, None, None, 45.04,1
None, None, -5.19,61.95, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 08:00:00, None, None, 44.9,1
None, None, -5.764,59.33, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-02 09:00:00, None, None, 44.75,1
None, None, -4.375,55.78, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 10:00:00, None, None, 45.02,1
None, None, -2.554,59.4, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-02 11:00:00, None, None, 45.22,1
None, None, -1.045,65.94, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-02 13:00:00, None, None, 44.25,1
None, None, -2.339,78.5, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None,2016-01-02 14:00:00, None, None, 44.71,1
None, None, -2.817,84.8, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None,2016-01-02 15:00:00, None, None, 44.68,1
None, None, -3.201,83.9, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None,2016-01-02 16:00:00, None, None, 44.7,1
None, None, -3.621,80.7, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-02 17:00:00, None, None, 45.18,1
None, None, -3.801,74.5, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-02 18:00:00, None, None, 44.43,1
None, None, -4.902,73.9, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-02 19:00:00, None, None, 44.3,1
None, None, -5.381,69.31, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-02 20:00:00, None, None, 44.52,1
None, None, -6.004,63.35, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-02 21:00:00, None, None, 44.43,1
None, None, -6.19,60.48, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-02 22:00:00, None, None, 44.49,1
None, None, -6.614,61.09, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-02 23:00:00, None, None, 44.54,1
None, None, -6.461,61.56, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 00:00:00, None, None, 44.5,1
None, None, -7.52,69.0, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 01:00:00, None, None, 44.27,1
None, None, -7.9,71.2, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 02:00:00, None, None, 44.15,1
None, None, -7.9,64.65, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-03 03:00:00, None, None, 44.42,1
None, None, -9.1,73.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 04:00:00, None, None, 44.07,1
None, None, -8.51,69.68, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-03 05:00:00, None, None, 43.88,1
None, None, -8.32,61.38, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None,2016-01-03 06:00:00, None, None, 44.28,1
None, None, -8.93,64.93, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None,2016-01-03 07:00:00, None, None, 44.12,1
None, None, -9.27,66.14, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None,2016-01-03 08:00:00, None, None, 43.84,1
None, None, -9.22,59.64, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None,2016-01-03 09:00:00, None, None, 44.24,1
None, None, -8.93,58.44, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None,2016-01-03 10:00:00, None, None, 44.29,1
None, None, -6.735,58.23, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-03 11:00:00, None, None, 44.14,1
None, None, -6.796,60.36, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 12:00:00, None, None, 44.18,1
None, None, -5.646,55.47, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 13:00:00, None, None, 44.01,1
None, None, -7.09,64.37, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 14:00:00, None, None, 44.18,1
None, None, -7.56,75.6, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-03 15:00:00, None, None, 44.06,1
None, None, -8.19,79.7, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-03 16:00:00, None, None, 44.11,1
None, None, -8.86,82.4, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-03 17:00:00, None, None, 44.03,1
None, None, -9.38,84.1, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-03 18:00:00, None, None, 44.02,1
None, None, -10.13,84.6, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 19:00:00, None, None, 43.93,1
None, None, -10.32,83.8, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 20:00:00, None, None, 43.96,1
None, None, -9.51,77.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-03 21:00:00, None, None, 43.94,1
None, None, -9.27,70.9, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-03 22:00:00, None, None, 43.82,1
None, None, -9.46,73.0, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-03 23:00:00, None, None, 43.73,1
None, None, -9.51,67.82, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None,2016-01-04 00:00:00, None, None, 44.11,1
None, None, -9.41,69.36, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-04 01:00:00, None, None, 43.86,1
None, None, -9.51,71.3, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-04 02:00:00, None, None, 43.9,1
None, None, -9.22,72.8, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-04 03:00:00, None, None, 44.13,1
None, None, -9.08,70.2, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-04 04:00:00, None, None, 43.88,1
None, None, -10.51,82.2, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None,2016-01-04 05:00:00, None, None, 43.85,1
None, None, -10.23,84.2, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-04 06:00:00, None, None, 43.87,1
None, None, -9.12,78.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-04 07:00:00, None, None, 43.94,1
None, None, -9.03,81.8, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-04 08:00:00, None, None, 44.11,1
None, None, -8.21,79.4, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-04 09:00:00, None, None, 44.18,1
None, None, -7.83,79.5, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-04 10:00:00, None, None, 44.1,1
None, None, -6.603,81.9, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-04 11:00:00, None, None, 44.38,1
None, None, -5.313,69.4, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-04 12:00:00, None, None, 44.14,1
None, None, -4.71,69.58, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-04 13:00:00, None, None, 44.36,1
None, None, -4.519,67.97, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-04 14:00:00, None, None, 44.17,1
None, None, -4.375,72.7, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-04 15:00:00, None, None, 44.34,1
None, None, -4.711,75.9, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-04 16:00:00, None, None, 44.34,1
None, None, -4.758,81.6, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-04 17:00:00, None, None, 44.27,1
None, None, -5.094,83.8, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-04 18:00:00, None, None, 44.35,1
None, None, -5.285,85.3, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-04 19:00:00, None, None, 44.25,1
None, None, -5.477,81.5, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-04 20:00:00, None, None, 44.08,1
None, None, -5.427,75.1, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-04 21:00:00, None, None, 44.27,1
None, None, -6.094,72.9, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-04 22:00:00, None, None, 44.24,1
None, None, -6.807,72.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-04 23:00:00, None, None, 44.18,1
None, None, -6.941,72.5, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 00:00:00, None, None, 44.2,1
None, None, -7.04,76.4, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 01:00:00, None, None, 44.14,1
None, None, -6.892,78.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 02:00:00, None, None, 44.03,1
None, None, -7.23,80.4, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 03:00:00, None, None, 43.63,1
None, None, -8.43,88.0, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 04:00:00, None, None, 43.96,1
None, None, -9.05,89.2, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 05:00:00, None, None, 44.5,1
None, None, -8.28,89.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 06:00:00, None, None, 44.33,1
None, None, -8.47,89.8, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 07:00:00, None, None, 44.48,1
None, None, -8.76,90.1, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 08:00:00, None, None, 44.49,1
None, None, -9.19,89.5, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 09:00:00, None, None, 44.84,1
None, None, -9.33,89.6, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 10:00:00, None, None, 45.73,1
None, None, -8.85,89.7, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 11:00:00, None, None, 46.05,1
None, None, -8.67,87.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 12:00:00, None, None, 46.06,1
None, None, -6.988,77.7, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 13:00:00, None, None, 45.87,1
None, None, -8.1,81.2, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-05 14:00:00, None, None, 45.92,1
None, None, -8.81,84.7, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 15:00:00, None, None, 45.95,1
None, None, -9.67,86.6, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 16:00:00, None, None, 45.9,1
None, None, -9.27,81.8, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-05 17:00:00, None, None, 45.48,1
None, None, -9.51,79.3, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-05 18:00:00, None, None, 45.73,1
None, None, -9.6,80.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-05 19:00:00, None, None, 45.82,1
None, None, -9.99,85.0, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-05 20:00:00, None, None, 45.78,1
None, None, -9.55,85.6, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 21:00:00, None, None, 45.77,1
None, None, -9.17,85.8, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 22:00:00, None, None, 45.83,1
None, None, -8.98,85.5, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-05 23:00:00, None, None, 45.77,1
None, None, -9.32,86.1, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-06 00:00:00, None, None, 45.68,1
None, None, -9.6,86.0, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-06 01:00:00, None, None, 45.64,1
None, None, -10.03,86.0, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 02:00:00, None, None, 45.65,1
None, None, -10.37,86.3, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 03:00:00, None, None, 45.49,1
None, None, -10.23,87.0, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 04:00:00, None, None, 45.62,1
None, None, -9.75,86.4, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-06 05:00:00, None, None, 45.54,1
None, None, -9.7,85.9, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-06 06:00:00, None, None, 45.53,1
None, None, -9.55,85.6, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-06 07:00:00, None, None, 45.57,1
None, None, -10.03,85.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 08:00:00, None, None, 45.45,1
None, None, -9.99,86.6, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 09:00:00, None, None, 45.43,1
None, None, -9.41,82.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 10:00:00, None, None, 45.41,1
None, None, -9.36,77.8, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 11:00:00, None, None, 45.38,1
None, None, -8.98,78.9, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-06 12:00:00, None, None, 45.38,1
None, None, -8.03,75.3, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-06 13:00:00, None, None, 45.29,1
None, None, -7.23,75.4, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-06 14:00:00, None, None, 45.35,1
None, None, -7.95,81.9, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-06 15:00:00, None, None, 45.38,1
None, None, -8.43,83.9, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-06 16:00:00, None, None, 45.37,1
None, None, -8.38,86.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-06 17:00:00, None, None, 45.35,1
None, None, -7.94,85.9, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-06 18:00:00, None, None, 45.48,1
None, None, -7.56,86.5, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-06 19:00:00, None, None, 45.46,1
None, None, -7.37,86.1, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-06 20:00:00, None, None, 45.49,1
None, None, -7.47,86.4, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-06 21:00:00, None, None, 45.42,1
None, None, -7.42,87.0, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-06 22:00:00, None, None, 45.51,1
None, None, -6.844,84.7, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-06 23:00:00, None, None, 45.61,1
None, None, -6.748,79.7, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-07 00:00:00, None, None, 45.5,1
None, None, -6.653,79.1, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-07 01:00:00, None, None, 45.51,1
None, None, -6.796,79.7, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-07 02:00:00, None, None, 45.48,1
None, None, -7.37,80.3, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-07 03:00:00, None, None, 45.39,1
None, None, -7.47,78.6, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-07 04:00:00, None, None, 45.42,1
None, None, -6.988,79.2, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-07 05:00:00, None, None, 45.4,1
None, None, -6.796,82.4, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None,2016-01-07 06:00:00, None, None, 45.38,1
None, None, -6.653,85.4, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-07 07:00:00, None, None, 45.33,1
None, None, -6.461,86.1, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-07 08:00:00, None, None, 45.36,1
None, None, -6.077,83.3, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-07 09:00:00, None, None, 45.42,1
None, None, -5.55,81.5, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-07 10:00:00, None, None, 45.45,1
None, None, -4.653,78.9, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-07 11:00:00, None, None, 45.43,1
None, None, -3.992,77.2, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-07 12:00:00, None, None, 45.35,1
None, None, -4.048,77.3, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-07 13:00:00, None, None, 45.27,1
None, None, -4.198,79.5, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-07 14:00:00, None, None, 45.36,1
None, None, -4.009,81.1, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-07 15:00:00, None, None, 45.39,1
None, None, -4.244,83.6, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-07 16:00:00, None, None, 45.38,1
None, None, -4.482,85.2, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-07 17:00:00, None, None, 45.36,1
None, None, -4.664,86.3, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-07 18:00:00, None, None, 45.33,1
None, None, -4.806,86.5, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None,2016-01-07 19:00:00, None, None, 45.3,1
None, None, -5.046,86.3, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-07 20:00:00, None, None, 45.26,1
None, None, -5.237,85.8, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None,2016-01-07 21:00:00, None, None, 45.33,1
None, None, -5.142,80.3, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-07 22:00:00, None, None, 45.28,1
None, None, -5.621,79.8, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-07 23:00:00, None, None, 45.27,1
