pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -5.554, 73.75, -5.5, 74.0, -9.0, -5.6, -6.8, -9.0, -0.1, 0.0,2022-01-01 20:00:00, 75.0, 75.13,1
None, -4.607, 71.77, -4.6, 72.0, -9.0, -4.6, -6.8, -9.0, 0.0, 0.0,2022-01-01 21:00:00, 75.0, 75.22,1
None, -5.019, 69.28, -4.5, 69.0, -9.0, -5.0, -6.8, -9.0, 0.0, 0.0,2022-01-01 22:00:00, 75.0, 75.0,1
None, -4.957, 68.58, -4.5, 69.0, -9.0, -5.0, -6.8, -9.0, -0.1, 0.0,2022-01-01 23:00:00, 75.0, 74.98,1
None, -5.599, 75.4, -4.5, 75.0, -9.0, -5.6, -6.8, -9.0, -0.2, 0.0,2022-01-02 00:00:00, 75.0, 74.58,1
None, -5.641, 77.53, -4.5, 78.0, -9.0, -5.6, -6.8, -9.0, -0.1, 0.0,2022-01-02 01:00:00, 75.0, 74.74,1
None, -5.066, 77.04, -4.5, 77.0, -8.0, -5.1, -6.8, -8.0, 0.1, 0.0,2022-01-02 02:00:00, 74.0, 74.39,1
None, -5.11, 76.21, -4.5, 76.0, -8.0, -5.1, -6.8, -8.0, 0.0, 0.0,2022-01-02 03:00:00, 74.0, 74.4,1
None, -5.444, 81.9, -4.5, 82.0, -8.0, -5.4, -6.8, -8.0, -0.1, 0.0,2022-01-02 04:00:00, 74.0, 74.12,1
None, -7.409, 87.6, -4.5, 88.0, -9.0, -7.4, -7.5, -9.0, -0.3, 0.0,2022-01-02 05:00:00, 74.0, 73.99,1
None, -7.474, 84.2, -4.5, 84.0, -10.0, -7.5, -8.5, -10.0, -0.1, 0.0,2022-01-02 06:00:00, 74.0, 73.86,1
None, -6.107, 78.68, -5.6, 79.0, -9.0, -6.1, -7.8, -9.0, 0.2, 0.0,2022-01-02 07:00:00, 74.0, 73.89,1
None, -7.98, 88.9, -5.6, 89.0, -9.0, -8.0, -8.2, -9.0, -0.2, 0.0,2022-01-02 08:00:00, 74.0, 73.65,1
None, -8.56, 89.1, -5.6, 89.0, -10.0, -8.6, -8.9, -10.0, -0.1, 0.0,2022-01-02 09:00:00, 74.0, 73.68,1
None, -7.899, 88.7, -5.6, 89.0, -9.0, -7.9, -8.9, -9.0, 0.0, 0.0,2022-01-02 10:00:00, 73.0, 73.49,1
None, -6.646, 85.5, -5.6, 86.0, -8.0, -6.6, -8.9, -8.0, 0.2, 0.0,2022-01-02 11:00:00, 73.0, 73.3,1
None, -6.083, 86.9, -5.6, 87.0, -8.0, -6.1, -8.9, -8.0, 0.1, 0.0,2022-01-02 12:00:00, 73.0, 73.22,1
None, -5.407, 87.2, -5.3, 87.0, -7.0, -5.4, -8.9, -7.0, 0.2, 0.0,2022-01-02 13:00:00, 73.0, 73.31,1
None, -5.159, 88.1, -4.8, 88.0, -7.0, -5.2, -8.9, -7.0, 0.0, 0.0,2022-01-02 14:00:00, 73.0, 73.22,1
None, -5.46, 90.6, -4.8, 91.0, -7.0, -5.5, -8.9, -7.0, 0.0, 0.0,2022-01-02 15:00:00, 73.0, 73.33,1
None, -5.84, 90.2, -4.8, 90.0, -7.0, -5.8, -8.9, -7.0, -0.1, 0.0,2022-01-02 16:00:00, 73.0, 73.24,1
None, -6.443, 91.2, -4.8, 91.0, -7.0, -6.4, -8.9, -7.0, -0.1, 0.0,2022-01-02 17:00:00, 73.0, 73.06,1
None, -5.577, 88.9, -4.8, 89.0, -7.0, -5.6, -8.9, -7.0, 0.1, 0.0,2022-01-02 18:00:00, 73.0, 72.98,1
None, -5.814, 88.2, -4.9, 88.0, -7.0, -5.8, -6.4, -7.0, 0.0, 0.0,2022-01-02 19:00:00, 73.0, 72.77,1
None, -6.509, 92.9, -4.9, 93.0, -7.0, -6.5, -6.7, -7.0, 0.0, 0.0,2022-01-02 20:00:00, 73.0, 72.92,1
None, -5.64, 87.1, -4.7, 87.0, -7.0, -5.6, -6.7, -7.0, 0.1, 0.0,2022-01-02 21:00:00, 73.0, 72.73,1
None, -5.034, 86.9, -4.7, 87.0, -7.0, -5.0, -6.7, -7.0, -0.1, 0.0,2022-01-02 22:00:00, 73.0, 72.58,1
None, -5.218, 86.7, -3.8, 87.0, -7.0, -5.2, -6.7, -7.0, 0.1, 0.0,2022-01-02 23:00:00, 72.0, 72.49,1
None, -6.044, 92.0, -3.8, 92.0, -7.0, -6.0, -6.7, -7.0, -0.1, 0.0,2022-01-03 00:00:00, 73.0, 72.58,1
None, -4.309, 81.9, -3.8, 82.0, -7.0, -4.3, -6.7, -7.0, 0.1, 0.0,2022-01-03 01:00:00, 73.0, 72.56,1
None, -5.818, 89.8, -3.8, 90.0, -7.0, -5.8, -6.7, -7.0, -0.1, 0.0,2022-01-03 02:00:00, 72.0, 72.32,1
None, -5.755, 91.0, -3.8, 91.0, -7.0, -5.8, -6.7, -7.0, 0.0, 0.0,2022-01-03 03:00:00, 72.0, 72.32,1
None, -6.386, 92.5, -3.8, 93.0, -7.0, -6.4, -6.7, -7.0, -0.1, 0.0,2022-01-03 04:00:00, 72.0, 72.41,1
None, -6.719, 89.1, -3.8, 89.0, -8.0, -6.7, -6.8, -8.0, 0.0, 0.0,2022-01-03 05:00:00, 72.0, 72.27,1
None, -8.84, 90.3, -3.8, 90.0, -10.0, -8.8, -8.8, -10.0, -0.1, 0.0,2022-01-03 06:00:00, 72.0, 72.21,1
None, -9.55, 90.0, -8.7, 90.0, -11.0, -9.6, -9.5, -11.0, 0.6, 0.0,2022-01-03 07:00:00, 72.0, 72.31,1
None, -12.31, 88.1, -8.7, 88.0, -14.0, -12.3, -12.4, -14.0, -0.1, 1.0,2022-01-03 08:00:00, 73.0, 72.64,1
None, -12.51, 87.7, -8.7, 88.0, -14.0, -12.5, -12.7, -14.0, 0.3, 1.0,2022-01-03 09:00:00, 74.0, 73.56,1
None, -13.32, 86.7, -8.7, 87.0, -15.0, -13.3, -13.6, -15.0, 0.0, -2.0,2022-01-03 10:00:00, 71.0, 71.18,1
None, -13.8, 84.8, -8.7, 85.0, -16.0, -13.8, -13.9, -16.0, 0.0, 2.0,2022-01-03 11:00:00, 73.0, 72.51,1
None, None, None, -8.7, 83.0, -18.0, -15.9, -15.9, None, -0.3, 1.0,2022-01-03 12:00:00, 73.0, None,1
None, -16.46, 81.8, -8.7, 82.0, -19.0, -16.5, -16.5, -19.0, 0.1, 2.0,2022-01-03 13:00:00, 74.0, 74.49,1
None, -16.26, 82.4, -8.7, 82.0, -18.0, -16.3, -16.5, -18.0, 0.2, 1.0,2022-01-03 14:00:00, 75.0, 75.47,1
None, -16.79, 81.4, -8.7, 81.0, -19.0, -16.8, -16.9, -19.0, 0.1, 0.0,2022-01-03 15:00:00, 76.0, 75.57,1
None, -17.92, 80.9, -8.7, 81.0, -20.0, -17.9, -17.9, -20.0, -0.1, 1.0,2022-01-03 16:00:00, 76.0, 76.2,1
None, -18.42, 82.7, -8.7, 83.0, -20.0, -18.4, -18.6, -20.0, 0.1, 0.0,2022-01-03 17:00:00, 76.0, 76.44,1
None, -18.95, 81.7, -8.7, 82.0, -21.0, -19.0, -19.0, -21.0, 0.5, 1.0,2022-01-03 18:00:00, 77.0, 77.14,1
None, -19.42, 81.8, -18.9, 82.0, -21.0, -19.4, -19.6, -21.0, 0.6, 2.0,2022-01-03 19:00:00, 78.0, 78.36,1
None, -20.37, 81.0, -18.9, 81.0, -23.0, -20.4, -20.6, -23.0, 0.2, 1.0,2022-01-03 20:00:00, 79.0, 78.63,1
None, -20.37, 80.3, -18.9, 80.0, -22.0, -20.4, -20.6, -22.0, 0.3, 1.0,2022-01-03 21:00:00, 79.0, 79.3,1
None, -20.72, 80.4, -18.9, 80.0, -23.0, -20.7, -20.8, -23.0, 0.3, 0.0,2022-01-03 22:00:00, 79.0, 79.29,1
None, -21.13, 80.5, -18.9, 81.0, -23.0, -21.1, -21.2, -23.0, 0.1, 0.0,2022-01-03 23:00:00, 79.0, 79.38,1
None, -21.94, 77.6, -18.9, 78.0, -24.0, -21.9, -22.0, -24.0, 0.3, 1.0,2022-01-04 00:00:00, 80.0, 79.63,1
None, -22.54, 77.46, -18.9, 77.0, -25.0, -22.5, -22.7, -25.0, 0.1, -2.0,2022-01-04 01:00:00, 78.0, 77.76,1
None, -22.84, 77.26, -18.9, 77.0, -25.0, -22.8, -22.9, -25.0, 0.1, 3.0,2022-01-04 02:00:00, 81.0, 80.5,1
None, None, None, -18.9, 80.0, -25.0, -22.3, -22.9, None, 0.1, 0.0,2022-01-04 03:00:00, 80.0, None,1
None, -22.91, 76.99, -18.9, 77.0, -25.0, -22.9, -22.9, -25.0, 0.0, 0.0,2022-01-04 04:00:00, 80.0, 79.84,1
None, -22.73, 79.54, -18.9, 80.0, -25.0, -22.7, -23.1, -25.0, -0.1, 0.0,2022-01-04 05:00:00, 80.0, 79.73,1
None, -23.19, 79.01, -18.9, 79.0, -26.0, -23.2, -23.3, -26.0, 0.0, 0.0,2022-01-04 06:00:00, 80.0, 79.58,1
None, -23.18, 79.44, -23.1, 79.0, -25.0, -23.2, -23.3, -25.0, 0.0, 0.0,2022-01-04 07:00:00, 79.0, 79.37,1
None, -23.21, 78.9, -23.0, 79.0, -26.0, -23.2, -23.3, -26.0, 0.0, 0.0,2022-01-04 08:00:00, 79.0, 79.21,1
None, -23.24, 78.05, -23.0, 78.0, -26.0, -23.2, -23.4, -26.0, 0.0, 0.0,2022-01-04 09:00:00, 79.0, 79.03,1
None, -24.0, 77.87, -23.0, 78.0, -26.0, -24.0, -24.0, -26.0, 0.0, 0.0,2022-01-04 10:00:00, 79.0, 78.67,1
None, -23.49, 78.35, -23.0, 78.0, -26.0, -23.5, -24.0, -26.0, 0.1, 0.0,2022-01-04 11:00:00, 79.0, 78.79,1
None, -22.51, 78.0, -22.5, 78.0, -25.0, -22.5, -24.0, -25.0, 0.2, 0.0,2022-01-04 12:00:00, 79.0, 78.88,1
None, -21.72, 76.86, -21.7, 77.0, -24.0, -21.7, -24.0, -24.0, 0.2, 1.0,2022-01-04 13:00:00, 80.0, 79.52,1
None, -21.37, 78.63, -21.5, 79.0, -24.0, -21.4, -24.0, -24.0, 0.0, 1.0,2022-01-04 14:00:00, 80.0, 79.88,1
None, -22.09, 78.76, -21.4, 79.0, -24.0, -22.1, -24.0, -24.0, 0.1, 0.0,2022-01-04 15:00:00, 80.0, 79.99,1
None, -22.45, 79.62, -21.4, 80.0, -25.0, -22.5, -24.0, -25.0, -0.2, 0.0,2022-01-04 16:00:00, 80.0, 79.86,1
None, -22.83, 79.79, -21.4, 80.0, -25.0, -22.8, -24.0, -25.0, -0.1, 0.0,2022-01-04 17:00:00, 80.0, 79.78,1
None, -23.13, 78.76, -21.4, 79.0, -26.0, -23.1, -24.0, -26.0, 0.0, 0.0,2022-01-04 18:00:00, 80.0, 79.74,1
None, -23.59, 77.77, -23.2, 78.0, -26.0, -23.6, -23.6, -26.0, 0.2, 0.0,2022-01-04 19:00:00, 80.0, 79.88,1
None, -24.22, 76.85, -23.2, 77.0, -27.0, -24.2, -24.3, -27.0, -0.1, 0.0,2022-01-04 20:00:00, 80.0, 79.9,1
None, -24.51, 76.98, -23.2, 77.0, -27.0, -24.5, -24.6, -27.0, 0.0, 0.0,2022-01-04 21:00:00, 80.0, 79.8,1
None, -24.54, 76.18, -23.2, 76.0, -27.0, -24.5, -24.7, -27.0, 0.0, 0.0,2022-01-04 22:00:00, 80.0, 79.78,1
None, -24.67, 76.66, -23.2, 77.0, -27.0, -24.7, -24.8, -27.0, 0.1, 0.0,2022-01-04 23:00:00, 80.0, 79.66,1
None, -24.87, 76.38, -23.2, 76.0, -28.0, -24.9, -25.0, -28.0, 0.0, None,2022-01-05 00:00:00, None, 79.68,1
None, -24.87, 76.88, -23.2, 77.0, -28.0, -24.9, -25.0, -28.0, 0.0, 0.0,2022-01-05 01:00:00, 80.0, 79.51,1
None, -24.67, 77.71, -23.2, 78.0, -27.0, -24.7, -25.0, -27.0, 0.1, 0.0,2022-01-05 02:00:00, 79.0, 79.31,1
None, -25.03, 77.91, -23.2, 78.0, -28.0, -25.0, -25.1, -28.0, -0.1, 0.0,2022-01-05 03:00:00, 79.0, 79.3,1
None, -25.33, 76.25, -23.2, 76.0, -28.0, -25.3, -25.5, -28.0, 0.0, 0.0,2022-01-05 04:00:00, 79.0, 79.16,1
None, -25.48, 76.86, -23.2, 77.0, -28.0, -25.5, -25.6, -28.0, 0.0, 0.0,2022-01-05 05:00:00, 79.0, 79.21,1
None, -25.44, 77.6, -23.2, 78.0, -28.0, -25.4, -25.6, -28.0, 0.0, 0.0,2022-01-05 06:00:00, 79.0, 79.12,1
None, -25.71, 77.51, -25.4, 78.0, -28.0, -25.7, -25.8, -28.0, 0.0, 0.0,2022-01-05 07:00:00, 79.0, 79.08,1
None, -25.79, 77.4, -25.4, 77.0, -28.0, -25.8, -26.0, -28.0, 0.1, 0.0,2022-01-05 08:00:00, 79.0, 79.02,1
None, -25.54, 76.7, -25.4, 77.0, -28.0, -25.5, -26.0, -28.0, 0.0, 0.0,2022-01-05 09:00:00, 79.0, 78.84,1
None, -25.05, 75.76, -25.0, 76.0, -28.0, -25.1, -26.0, -28.0, 0.2, 0.0,2022-01-05 10:00:00, 79.0, 78.74,1
None, -24.41, 73.83, -24.3, 74.0, -27.0, -24.4, -26.0, -27.0, 0.3, 0.0,2022-01-05 11:00:00, 79.0, 78.62,1
None, -23.78, 75.26, -23.7, 75.0, -27.0, -23.8, -26.0, -27.0, 0.3, 0.0,2022-01-05 12:00:00, 78.0, 78.23,1
None, -24.73, 76.88, -23.7, 77.0, -27.0, -24.7, -26.0, -27.0, -0.2, 0.0,2022-01-05 13:00:00, 78.0, 78.21,1
None, None, None, -23.7, 78.0, -27.0, -24.9, -26.0, None, -0.1, 0.0,2022-01-05 14:00:00, 78.0, None,1
None, -25.11, 78.66, None, None, None, None, None, -27.0, None, None,2022-01-05 15:00:00, None, 77.97,1
None, -26.37, 76.71, -23.7, 77.0, -29.0, -26.4, -26.4, -29.0, -0.2, 0.0,2022-01-05 16:00:00, 78.0, 77.85,1
None, -27.89, 77.01, -23.7, 77.0, -31.0, -27.9, -28.0, -31.0, -0.3, 0.0,2022-01-05 17:00:00, 78.0, 77.7,1
None, -28.9, 77.27, -23.7, 77.0, -31.0, -28.9, -28.9, -31.0, -0.1, 0.0,2022-01-05 18:00:00, 78.0, 77.85,1
None, -29.44, 76.34, -28.8, 76.0, -32.0, -29.4, -29.5, -32.0, 0.0, 0.0,2022-01-05 19:00:00, 78.0, 77.71,1
None, -29.76, 75.75, -28.8, 76.0, -33.0, -29.8, -29.7, -33.0, None, None,2022-01-05 20:00:00, None, 77.67,1
None, -30.24, 75.15, -28.8, 75.0, -33.0, -30.2, -30.4, -33.0, 0.1, 0.0,2022-01-05 21:00:00, 78.0, 77.75,1
None, -30.16, 75.06, -28.8, 75.0, -33.0, -30.2, -30.4, -33.0, 0.1, 0.0,2022-01-05 22:00:00, 78.0, 77.63,1
None, -29.22, 77.81, -28.8, 78.0, -32.0, -29.2, -30.4, -32.0, 0.1, 0.0,2022-01-05 23:00:00, 78.0, 77.74,1
None, -27.55, 79.21, -27.6, 79.0, -30.0, -27.6, -30.4, -30.0, 0.2, 0.0,2022-01-06 00:00:00, 78.0, 77.68,1
None, -26.36, 78.51, -26.4, 79.0, -29.0, -26.4, -30.4, -29.0, 0.3, 0.0,2022-01-06 01:00:00, 78.0, 77.53,1
None, -26.09, 78.35, -26.0, 78.0, -28.0, -26.1, -30.4, -28.0, 0.2, 0.0,2022-01-06 02:00:00, 77.0, 77.45,1
None, -25.57, 78.24, -25.5, 78.0, -28.0, -25.6, -30.4, -28.0, 0.1, 0.0,2022-01-06 03:00:00, 77.0, 77.32,1
None, -25.41, 78.31, -25.4, 78.0, -28.0, -25.4, -30.4, -28.0, 0.1, 0.0,2022-01-06 04:00:00, 77.0, 77.14,1
None, -24.9, 77.91, -24.7, 78.0, -27.0, -24.9, -30.4, -27.0, 0.2, 0.0,2022-01-06 05:00:00, 77.0, 77.18,1
None, -24.49, 78.72, -24.5, 79.0, -27.0, -24.5, -30.4, -27.0, 0.2, 0.0,2022-01-06 06:00:00, 77.0, 77.32,1
None, -24.03, 78.83, -24.0, 79.0, -26.0, -24.0, -24.6, -26.0, 0.3, 0.0,2022-01-06 07:00:00, 77.0, 77.46,1
None, -23.46, 79.06, -23.4, 79.0, -26.0, -23.5, -24.6, -26.0, 0.4, 0.0,2022-01-06 08:00:00, 77.0, 77.48,1
None, -22.63, 80.6, -22.7, 81.0, -25.0, -22.6, -24.6, -25.0, 0.3, 0.0,2022-01-06 09:00:00, 78.0, 77.55,1
None, None, None, -21.6, 80.0, -24.0, -21.7, -24.6, None, 0.5, 0.0,2022-01-06 10:00:00, 78.0, None,1
None, -20.48, 81.2, -20.5, 81.0, -23.0, -20.5, -24.6, -23.0, 0.7, 1.0,2022-01-06 11:00:00, 79.0, 78.5,1
None, -19.51, 80.3, -19.5, 80.0, -22.0, -19.5, -24.6, -22.0, 0.7, 0.0,2022-01-06 12:00:00, 78.0, 78.02,1
None, -18.6, 80.2, -18.7, 80.0, -21.0, -18.6, -24.6, -21.0, 0.5, 2.0,2022-01-06 13:00:00, 79.0, 79.26,1
None, -17.79, 79.33, -17.7, 79.0, -20.0, -17.8, -24.6, -20.0, 0.2, 0.0,2022-01-06 14:00:00, 79.0, 79.39,1
None, -18.12, 80.3, -17.7, 80.0, -20.0, -18.1, -24.6, -20.0, 0.0, 1.0,2022-01-06 15:00:00, 80.0, 79.65,1
None, -18.58, 80.7, -17.7, 81.0, -21.0, -18.6, -24.6, -21.0, 0.2, 1.0,2022-01-06 16:00:00, 80.0, 80.0,1
None, -19.09, 82.2, -17.7, 82.0, -21.0, -19.1, -24.6, -21.0, 0.1, 1.0,2022-01-06 17:00:00, 80.0, 80.3,1
None, -19.18, 81.6, -17.7, 82.0, -21.0, -19.2, -24.6, -21.0, 0.3, 0.0,2022-01-06 18:00:00, 80.0, 80.3,1
None, -19.23, 82.4, -19.1, 82.0, -21.0, -19.2, -19.5, -21.0, 0.2, 0.0,2022-01-06 19:00:00, 80.0, 80.4,1
5.7, -18.99, 82.2, -18.9, 82.0, -21.0, -19.0, -19.5, -21.0, 0.3, 1.0,2022-01-06 20:00:00, 81.0, 80.7,1
6.1, -18.73, 82.3, -18.6, 82.0, -21.0, -18.7, -19.5, -21.0, 0.4, 0.0,2022-01-06 21:00:00, 81.0, 80.8,1
6.4, -18.84, 82.5, -18.5, 83.0, -21.0, -18.8, -19.5, -21.0, 0.3, 0.0,2022-01-06 22:00:00, 81.0, 81.0,1
6.7, -18.5, 83.1, -18.4, 83.0, -20.0, -18.5, -19.5, -20.0, 0.3, 0.0,2022-01-06 23:00:00, 81.0, 80.9,1
6.8, -18.39, 82.8, -18.2, 83.0, -20.0, -18.4, -19.5, -20.0, 0.3, 1.0,2022-01-07 00:00:00, 81.0, 81.2,1
6.8, -18.45, 82.8, -18.2, 83.0, -21.0, -18.5, -19.5, -21.0, 0.3, 1.0,2022-01-07 01:00:00, 82.0, 81.6,1
6.9, -17.8, 83.7, -17.8, 84.0, -20.0, -17.8, -19.5, -20.0, 0.3, 0.0,2022-01-07 02:00:00, 82.0, 81.5,1
7.2, -17.63, 83.2, -17.4, 83.0, -20.0, -17.6, -19.5, -20.0, 0.3, 0.0,2022-01-07 03:00:00, 82.0, 81.5,1
7.6, -17.23, 83.8, -17.0, 84.0, -19.0, -17.2, -19.5, -19.0, 0.4, 2.0,2022-01-07 04:00:00, 83.0, 82.7,1
7.4, -18.44, 83.1, -16.9, 83.0, -20.0, -18.4, -19.5, -20.0, 0.0, 0.0,2022-01-07 05:00:00, 83.0, 82.7,1
8.1, -17.88, 84.2, -16.9, 84.0, -20.0, -17.9, -19.5, -20.0, 0.9, 1.0,2022-01-07 06:00:00, 83.0, 83.4,1
8.7, -18.44, 80.2, -17.4, 80.0, -20.0, -18.4, -18.3, -20.0, 0.9, 1.0,2022-01-07 07:00:00, 84.0, 84.3,1
8.3, -19.49, 79.97, -17.4, 80.0, -22.0, -19.5, -19.6, -22.0, 0.0, 1.0,2022-01-07 08:00:00, 85.0, 85.2,1
None, -19.71, 80.6, -17.4, 81.0, -22.0, -19.7, -20.1, -22.0, None, None,2022-01-07 09:00:00, None, 85.2,1
None, -19.17, 79.76, -17.4, 80.0, -22.0, -19.2, -20.1, -22.0, 0.1, 0.0,2022-01-07 10:00:00, 85.0, 84.9,1
None, -19.07, 77.83, -17.4, 78.0, -22.0, -19.1, -20.1, -22.0, 0.2, 0.0,2022-01-07 11:00:00, 85.0, 84.5,1
None, -19.58, 77.46, -17.4, 77.0, -22.0, -19.6, -20.1, -22.0, 0.0, 0.0,2022-01-07 12:00:00, 84.0, 84.3,1
None, -19.88, 77.32, -17.4, 77.0, -23.0, -19.9, -20.1, -23.0, None, None,2022-01-07 13:00:00, None, 84.1,1
None, -20.22, 76.95, -17.4, 77.0, -23.0, -20.2, -20.3, -23.0, 0.0, 0.0,2022-01-07 14:00:00, 84.0, 84.1,1
None, -20.51, 77.76, -17.4, 78.0, -23.0, -20.5, -20.6, -23.0, -0.1, None,2022-01-07 15:00:00, None, 83.2,1
None, -20.87, 78.3, -17.4, 78.0, -23.0, -20.9, -21.0, -23.0, -0.1, 0.0,2022-01-07 16:00:00, 83.0, 82.7,1
None, -21.0, 78.86, -17.4, 79.0, -24.0, -21.0, -21.1, -24.0, 0.0, 0.0,2022-01-07 17:00:00, 83.0, 82.5,1
None, -21.31, 78.44, -17.4, 78.0, -24.0, -21.3, -21.4, -24.0, -0.1, 1.0,2022-01-07 18:00:00, 83.0, 82.8,1
None, -22.51, 79.41, -21.3, 79.0, -25.0, -22.5, -22.4, -25.0, None, None,2022-01-07 19:00:00, None, 84.0,1
None, -22.53, 80.5, -21.3, 81.0, -25.0, -22.5, -22.8, -25.0, -0.1, 0.0,2022-01-07 20:00:00, 84.0, 84.0,1
None, -22.46, 80.5, -21.3, 81.0, -24.0, -22.5, -22.8, -24.0, 0.0, 0.0,2022-01-07 21:00:00, 84.0, 84.1,1
None, -22.29, 80.4, -21.3, 80.0, -24.0, -22.3, -22.8, -24.0, 0.1, 0.0,2022-01-07 22:00:00, 84.0, 84.0,1
None, -22.21, 80.3, -21.3, 80.0, -24.0, -22.2, -22.8, -24.0, 0.0, 0.0,2022-01-07 23:00:00, 84.0, 83.8,1
