max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
-2.5, -6999.0, 12.9, 6.1, -6999.0,-3.0, -3.5, 0.0, 29.0,0.0,2021-01-02 12:00:00,251.0, -6999.0,1
-2.5, -6999.0, 13.1, 6.2, -6999.0,-2.8, -3.5, 0.0, 22.0,0.0,2021-01-02 13:00:00,252.0, -6999.0,1
-2.5, -6999.0, 11.2, 5.0, -6999.0,-3.0, -3.5, 0.0, 27.0,-1.0,2021-01-02 14:00:00,250.0, -6999.0,1
-2.5, -6999.0, 10.2, 5.3, -6999.0,-3.1, -3.5, 0.0, 32.0,0.0,2021-01-02 15:00:00,250.0, -6999.0,1
-2.5, -6999.0, 11.4, 5.9, -6999.0,-3.2, -3.5, 0.0, 29.0,0.0,2021-01-02 16:00:00,250.0, -6999.0,1
-2.5, -6999.0, 10.1, 4.4, -6999.0,-3.1, -3.5, 0.0, 35.0,2.0,2021-01-02 17:00:00,252.0, -6999.0,1
-2.5, -6999.0, 13.8, 4.6, -6999.0,-3.2, -3.5, 0.0, 24.0,-1.0,2021-01-02 18:00:00,251.0, -6999.0,1
-2.9, -6999.0, 9.5, 4.4, -6999.0,-3.0, -3.2, 0.0, 17.0,2.0,2021-01-02 19:00:00,253.0, -6999.0,1
-2.8, -6999.0, 11.4, 5.1, -6999.0,-3.0, -3.2, 0.0, 13.0,1.0,2021-01-02 20:00:00,254.0, -6999.0,1
-2.8, -6999.0, 10.0, 5.3, -6999.0,-3.0, -3.2, 0.0, 14.0,4.0,2021-01-02 21:00:00,258.0, -6999.0,1
-2.8, -6999.0, 10.9, 5.7, -6999.0,-3.0, -3.2, 0.0, 20.0,2.0,2021-01-02 22:00:00,260.0, -6999.0,1
-2.8, -6999.0, 10.8, 5.2, -6999.0,-3.0, -3.2, 0.0, 23.0,1.0,2021-01-02 23:00:00,261.0, -6999.0,1
-2.8, -6999.0, 11.0, 5.1, -6999.0,-3.0, -3.2, 0.0, 24.0,0.0,2021-01-03 00:00:00,261.0, -6999.0,1
-2.8, -6999.0, 10.4, 4.2, -6999.0,-3.0, -3.2, 0.0, 29.0,3.0,2021-01-03 01:00:00,264.0, -6999.0,1
-2.8, -6999.0, 11.7, 5.5, -6999.0,-3.2, -3.2, 0.0, 44.0,1.0,2021-01-03 02:00:00,265.0, -6999.0,1
-2.8, -6999.0, 10.2, 5.4, -6999.0,-3.2, -3.4, 0.0, 42.0,0.0,2021-01-03 03:00:00,265.0, -6999.0,1
-2.8, -6999.0, 7.1, 3.3, -6999.0,-3.3, -3.4, 0.0, 43.0,3.0,2021-01-03 04:00:00,267.0, -6999.0,1
-2.8, -6999.0, 5.9, 2.2, -6999.0,-3.3, -3.4, 0.0, 47.0,0.0,2021-01-03 05:00:00,267.0, -6999.0,1
-2.8, -6999.0, 5.7, 2.0, -6999.0,-3.2, -3.4, 0.0, 36.0,-1.0,2021-01-03 06:00:00,267.0, -6999.0,1
-3.1, -6999.0, 4.7, 0.7, -6999.0,-3.2, -3.3, 0.0, 6.0,0.0,2021-01-03 07:00:00,266.0, -6999.0,1
-3.1, -6999.0, 4.0, 1.0, -6999.0,-3.2, -3.3, 0.0, 270.0,4.0,2021-01-03 08:00:00,271.0, -6999.0,1
-3.1, -6999.0, 2.4, 0.6, -6999.0,-3.3, -3.3, 0.0, 283.0,1.0,2021-01-03 09:00:00,272.0, -6999.0,1
-3.0, -6999.0, 3.8, 1.5, -6999.0,-3.1, -3.4, 0.0, 25.0,0.0,2021-01-03 10:00:00,272.0, -6999.0,1
-2.7, -6999.0, 3.8, 1.1, -6999.0,-2.7, -3.4, 0.0, 36.0,2.0,2021-01-03 11:00:00,274.0, -6999.0,1
-2.5, -6999.0, 0.7, 0.2, -6999.0,-2.8, -3.4, 0.0, 63.0,1.0,2021-01-03 12:00:00,274.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.3, -6999.0,-2.6, -3.4, 0.0, 43.0,-2.0,2021-01-03 13:00:00,273.0, -6999.0,1
-2.4, -6999.0, 0.6, 0.3, -6999.0,-2.6, -3.4, 0.0, 37.0,3.0,2021-01-03 14:00:00,276.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.3, -6999.0,-2.5, -3.4, 0.0, 46.0,4.0,2021-01-03 15:00:00,280.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.3, -6999.0,-2.7, -3.4, 0.0, 65.0,-3.0,2021-01-03 16:00:00,277.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.4, -6999.0,-2.8, -3.4, 0.0, 63.0,0.0,2021-01-03 17:00:00,277.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.1, -6999.0,-2.7, -3.4, 0.0, 48.0,1.0,2021-01-03 18:00:00,278.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.2, -6999.0,-2.8, -2.8, 0.0, 77.0,2.0,2021-01-03 19:00:00,280.0, -6999.0,1
-2.4, -6999.0, 1.2, 0.2, -6999.0,-3.5, -3.5, 0.0, 227.0,-2.0,2021-01-03 20:00:00,278.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.2, -6999.0,-4.5, -4.6, 0.0, 305.0,-1.0,2021-01-03 21:00:00,277.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.2, -6999.0,-5.5, -5.5, 0.0, 314.0,-1.0,2021-01-03 22:00:00,276.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.2, -6999.0,-5.2, -5.5, 0.0, 302.0,-1.0,2021-01-03 23:00:00,275.0, -6999.0,1
-2.4, -6999.0, 0.6, 0.3, -6999.0,-4.9, -5.5, 0.0, 22.0,-1.0,2021-01-04 00:00:00,274.0, -6999.0,1
-2.4, -6999.0, 0.6, 0.3, -6999.0,-4.3, -5.5, 0.0, 46.0,-1.0,2021-01-04 01:00:00,273.0, -6999.0,1
-2.4, -6999.0, 0.6, 0.3, -6999.0,-4.4, -5.5, 0.0, 35.0,-1.0,2021-01-04 02:00:00,273.0, -6999.0,1
-2.4, -6999.0, 0.6, 0.3, -6999.0,-4.5, -5.5, 0.0, 65.0,-1.0,2021-01-04 03:00:00,272.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.3, -6999.0,-4.8, -5.5, 0.0, 42.0,0.0,2021-01-04 04:00:00,272.0, -6999.0,1
-2.4, -6999.0, 0.7, 0.3, -6999.0,-5.0, -5.5, 0.0, 44.0,-1.0,2021-01-04 05:00:00,271.0, -6999.0,1
-2.4, -6999.0, 0.6, 0.3, -6999.0,-4.8, -5.5, 0.0, 36.0,-1.0,2021-01-04 06:00:00,270.0, -6999.0,1
-4.7, -6999.0, 0.6, 0.3, -6999.0,-5.1, -5.1, 0.0, 44.0,-1.0,2021-01-04 07:00:00,270.0, -6999.0,1
-4.7, -6999.0, 0.6, 0.3, -6999.0,-5.0, -5.2, 0.0, 44.0,-1.0,2021-01-04 08:00:00,269.0, -6999.0,1
-4.7, -6999.0, 0.7, 0.3, -6999.0,-5.0, -5.2, 0.0, 47.0,0.0,2021-01-04 09:00:00,268.0, -6999.0,1
-4.7, -6999.0, 0.7, 0.3, -6999.0,-5.0, -5.2, 0.0, 82.0,0.0,2021-01-04 10:00:00,268.0, -6999.0,1
-4.7, -6999.0, 0.7, 0.3, -6999.0,-5.1, -5.2, 0.0, 110.0,0.0,2021-01-04 11:00:00,268.0, -6999.0,1
-4.7, -6999.0, 1.0, 0.3, -6999.0,-5.0, -5.2, 0.0, 124.0,0.0,2021-01-04 12:00:00,268.0, -6999.0,1
-4.7, -6999.0, 0.9, 0.3, -6999.0,-5.2, -5.3, 0.0, 80.0,-1.0,2021-01-04 13:00:00,267.0, -6999.0,1
-4.7, -6999.0, 0.8, 0.3, -6999.0,-5.3, -5.3, 0.0, 75.0,0.0,2021-01-04 14:00:00,267.0, -6999.0,1
-4.7, -6999.0, 0.7, 0.3, -6999.0,-5.1, -5.3, 0.0, 75.0,0.0,2021-01-04 15:00:00,266.0, -6999.0,1
-4.7, -6999.0, 1.1, 0.3, -6999.0,-5.1, -5.3, 0.0, 72.0,2.0,2021-01-04 16:00:00,269.0, -6999.0,1
-4.7, -6999.0, 0.9, 0.3, -6999.0,-5.2, -5.3, 0.0, 75.0,1.0,2021-01-04 17:00:00,270.0, -6999.0,1
-4.7, -6999.0, 0.6, 0.3, -6999.0,-5.0, -5.3, 0.0, 28.0,2.0,2021-01-04 18:00:00,272.0, -6999.0,1
-4.8, -6999.0, 0.8, 0.3, -6999.0,-5.3, -5.3, 0.0, 37.0,3.0,2021-01-04 19:00:00,275.0, -6999.0,1
-4.8, -6999.0, 1.0, 0.3, -6999.0,-5.0, -5.3, 0.0, 23.0,5.0,2021-01-04 20:00:00,280.0, -6999.0,1
-4.8, -6999.0, 0.6, 0.3, -6999.0,-5.0, -5.3, 0.0, 39.0,2.0,2021-01-04 21:00:00,283.0, -6999.0,1
-4.7, -6999.0, 0.7, 0.3, -6999.0,-4.8, -5.3, 0.0, 35.0,0.0,2021-01-04 22:00:00,282.0, -6999.0,1
-4.6, -6999.0, 0.8, 0.3, -6999.0,-4.6, -5.3, 0.0, 46.0,2.0,2021-01-04 23:00:00,284.0, -6999.0,1
-4.5, -6999.0, 1.0, 0.3, -6999.0,-4.6, -5.3, 0.0, 44.0,1.0,2021-01-05 00:00:00,286.0, -6999.0,1
-4.5, -6999.0, 0.7, 0.3, -6999.0,-4.5, -5.3, 0.0, 40.0,0.0,2021-01-05 01:00:00,285.0, -6999.0,1
-4.4, -6999.0, 0.7, 0.3, -6999.0,-4.4, -5.3, 0.0, 39.0,-1.0,2021-01-05 02:00:00,285.0, -6999.0,1
-4.3, -6999.0, 0.7, 0.3, -6999.0,-4.3, -5.3, 0.0, 41.0,0.0,2021-01-05 03:00:00,284.0, -6999.0,1
-4.2, -6999.0, 0.6, 0.3, -6999.0,-4.3, -5.3, 0.0, 51.0,-1.0,2021-01-05 04:00:00,283.0, -6999.0,1
-4.2, -6999.0, 0.6, 0.3, -6999.0,-4.2, -5.3, 0.0, 40.0,-2.0,2021-01-05 05:00:00,281.0, -6999.0,1
-4.0, -6999.0, 0.6, 0.3, -6999.0,-4.0, -5.3, 0.0, 56.0,0.0,2021-01-05 06:00:00,281.0, -6999.0,1
-4.0, -6999.0, 0.7, 0.3, -6999.0,-4.2, -4.3, 0.0, 45.0,2.0,2021-01-05 07:00:00,283.0, -6999.0,1
-4.0, -6999.0, 3.4, 0.8, -6999.0,-4.5, -4.6, 0.0, 46.0,1.0,2021-01-05 08:00:00,284.0, -6999.0,1
-4.0, -6999.0, 5.9, 3.0, -6999.0,-4.7, -4.9, 0.0, 49.0,1.0,2021-01-05 09:00:00,285.0, -6999.0,1
-4.0, -6999.0, 4.9, 2.1, -6999.0,-4.7, -4.9, 0.0, 63.0,4.0,2021-01-05 10:00:00,289.0, -6999.0,1
-4.0, -6999.0, 4.0, 2.2, -6999.0,-4.7, -4.9, 0.0, 66.0,4.0,2021-01-05 11:00:00,293.0, -6999.0,1
-4.0, -6999.0, 4.9, 2.0, -6999.0,-4.6, -4.9, 0.0, 65.0,3.0,2021-01-05 12:00:00,296.0, -6999.0,1
-4.0, -6999.0, 3.9, 1.9, -6999.0,-4.5, -4.9, 0.0, 75.0,2.0,2021-01-05 13:00:00,299.0, -6999.0,1
-4.0, -6999.0, 3.3, 1.4, -6999.0,-4.4, -4.9, 0.0, 72.0,4.0,2021-01-05 14:00:00,303.0, -6999.0,1
-4.0, -6999.0, 3.2, 1.5, -6999.0,-4.3, -4.9, 0.0, 74.0,1.0,2021-01-05 15:00:00,304.0, -6999.0,1
-4.0, -6999.0, 3.1, 1.4, -6999.0,-4.3, -4.9, 0.0, 82.0,2.0,2021-01-05 16:00:00,307.0, -6999.0,1
-4.0, -6999.0, 4.0, 1.7, -6999.0,-4.2, -4.9, 0.0, 82.0,2.0,2021-01-05 17:00:00,308.0, -6999.0,1
-4.0, -6999.0, 4.6, 1.6, -6999.0,-4.0, -4.9, 0.0, 64.0,1.0,2021-01-05 18:00:00,310.0, -6999.0,1
-3.9, -6999.0, 3.7, 1.7, -6999.0,-4.0, -4.1, 0.0, 64.0,-3.0,2021-01-05 19:00:00,307.0, -6999.0,1
-3.8, -6999.0, 2.9, 1.6, -6999.0,-3.9, -4.1, 0.0, 64.0,2.0,2021-01-05 20:00:00,309.0, -6999.0,1
-3.7, -6999.0, 3.3, 1.8, -6999.0,-3.8, -4.1, 0.0, 58.0,-1.0,2021-01-05 21:00:00,308.0, -6999.0,1
-3.6, -6999.0, 3.1, 1.3, -6999.0,-3.7, -4.1, 0.0, 42.0,0.0,2021-01-05 22:00:00,308.0, -6999.0,1
-3.6, -6999.0, 0.7, 0.3, -6999.0,-3.9, -4.1, 0.0, 92.0,0.0,2021-01-05 23:00:00,308.0, -6999.0,1
-3.6, -6999.0, 0.7, 0.3, -6999.0,-3.9, -4.1, 0.0, 81.0,-1.0,2021-01-06 00:00:00,307.0, -6999.0,1
-3.6, -6999.0, 0.7, 0.1, -6999.0,-3.8, -4.1, 0.0, 288.0,-1.0,2021-01-06 01:00:00,306.0, -6999.0,1
-3.6, -6999.0, 0.7, 0.1, -6999.0,-4.0, -4.3, 0.0, 23.0,-1.0,2021-01-06 02:00:00,305.0, -6999.0,1
-3.6, -6999.0, 2.6, 0.2, -6999.0,-4.2, -4.3, 0.0, 301.0,-1.0,2021-01-06 03:00:00,304.0, -6999.0,1
-3.6, -6999.0, 4.1, 0.9, -6999.0,-3.9, -4.4, 0.0, 289.0,-1.0,2021-01-06 04:00:00,303.0, -6999.0,1
-3.6, -6999.0, 5.4, 1.9, -6999.0,-3.8, -4.4, 0.0, 261.0,-1.0,2021-01-06 05:00:00,302.0, -6999.0,1
-3.6, -6999.0, 4.7, 2.0, -6999.0,-3.7, -4.4, 0.0, 252.0,-1.0,2021-01-06 06:00:00,302.0, -6999.0,1
-3.6, -6999.0, 3.7, 1.5, -6999.0,-4.0, -4.0, 0.0, 230.0,-1.0,2021-01-06 07:00:00,301.0, -6999.0,1
-3.6, -6999.0, 2.5, 1.2, -6999.0,-3.9, -4.1, 0.0, 240.0,-1.0,2021-01-06 08:00:00,300.0, -6999.0,1
-3.6, -6999.0, 2.0, 0.1, -6999.0,-4.1, -4.2, 0.0, 268.0,0.0,2021-01-06 09:00:00,300.0, -6999.0,1
-3.6, -6999.0, 0.7, 0.3, -6999.0,-3.9, -4.2, 0.0, 42.0,-1.0,2021-01-06 10:00:00,299.0, -6999.0,1
-3.6, -6999.0, 0.6, 0.3, -6999.0,-3.8, -4.2, 0.0, 42.0,5.0,2021-01-06 11:00:00,303.0, -6999.0,1
-3.4, -6999.0, 0.6, 0.3, -6999.0,-3.4, -4.2, 0.0, 51.0,1.0,2021-01-06 12:00:00,304.0, -6999.0,1
-3.1, -6999.0, 0.6, 0.3, -6999.0,-3.1, -4.2, 0.0, 55.0,0.0,2021-01-06 13:00:00,303.0, -6999.0,1
-2.9, -6999.0, 0.7, 0.2, -6999.0,-3.4, -4.2, 0.0, 94.0,-4.0,2021-01-06 14:00:00,300.0, -6999.0,1
-2.9, -6999.0, 0.7, 0.0, -6999.0,-4.1, -4.2, 0.0, 205.0,2.0,2021-01-06 15:00:00,302.0, -6999.0,1
-2.9, -6999.0, 0.7, 0.1, -6999.0,-4.9, -5.0, 0.0, 252.0,-1.0,2021-01-06 16:00:00,301.0, -6999.0,1
-2.9, -6999.0, 0.7, 0.3, -6999.0,-4.3, -5.2, 0.0, 53.0,0.0,2021-01-06 17:00:00,302.0, -6999.0,1
-2.9, -6999.0, 0.7, 0.3, -6999.0,-5.0, -5.2, 0.0, 49.0,-1.0,2021-01-06 18:00:00,301.0, -6999.0,1
-4.5, -6999.0, 0.7, 0.3, -6999.0,-4.5, -5.0, 0.0, 37.0,-1.0,2021-01-06 19:00:00,300.0, -6999.0,1
-3.9, -6999.0, 0.6, 0.3, -6999.0,-4.0, -5.0, 0.0, 42.0,0.0,2021-01-06 20:00:00,300.0, -6999.0,1
-3.9, -6999.0, 0.7, 0.3, -6999.0,-4.0, -5.0, 0.0, 47.0,0.0,2021-01-06 21:00:00,300.0, -6999.0,1
-3.9, -6999.0, 0.7, 0.3, -6999.0,-4.1, -5.0, 0.0, 71.0,-5.0,2021-01-06 22:00:00,296.0, -6999.0,1
-3.9, -6999.0, 0.7, 0.3, -6999.0,-4.1, -5.0, 0.0, 44.0,5.0,2021-01-06 23:00:00,301.0, -6999.0,1
-3.9, -6999.0, 0.6, 0.3, -6999.0,-4.0, -5.0, 0.0, 42.0,-1.0,2021-01-07 00:00:00,300.0, -6999.0,1
-3.8, -6999.0, 0.7, 0.3, -6999.0,-3.8, -5.0, 0.0, 39.0,-2.0,2021-01-07 01:00:00,298.0, -6999.0,1
-3.8, -6999.0, 0.7, 0.3, -6999.0,-3.9, -5.0, 0.0, 44.0,0.0,2021-01-07 02:00:00,299.0, -6999.0,1
-3.7, -6999.0, 0.6, 0.3, -6999.0,-3.7, -5.0, 0.0, 37.0,1.0,2021-01-07 03:00:00,300.0, -6999.0,1
-3.6, -6999.0, 0.6, 0.3, -6999.0,-3.7, -5.0, 0.0, 41.0,-2.0,2021-01-07 04:00:00,298.0, -6999.0,1
-3.6, -6999.0, 0.6, 0.3, -6999.0,-3.9, -5.0, 0.0, 44.0,1.0,2021-01-07 05:00:00,299.0, -6999.0,1
-3.6, -6999.0, 0.6, 0.3, -6999.0,-3.6, -5.0, 0.0, 32.0,-1.0,2021-01-07 06:00:00,298.0, -6999.0,1
-3.5, -6999.0, 0.6, 0.3, -6999.0,-3.7, -3.7, 0.0, 27.0,-1.0,2021-01-07 07:00:00,297.0, -6999.0,1
-3.5, -6999.0, 0.7, 0.3, -6999.0,-3.6, -3.8, 0.0, 26.0,0.0,2021-01-07 08:00:00,297.0, -6999.0,1
-3.4, -6999.0, 0.6, 0.3, -6999.0,-3.5, -3.8, 0.0, 44.0,1.0,2021-01-07 09:00:00,298.0, -6999.0,1
-3.4, -6999.0, 0.7, 0.3, -6999.0,-3.5, -3.8, 0.0, 70.0,0.0,2021-01-07 10:00:00,299.0, -6999.0,1
-3.3, -6999.0, 0.6, 0.3, -6999.0,-3.4, -3.8, 0.0, 47.0,4.0,2021-01-07 11:00:00,302.0, -6999.0,1
-3.3, -6999.0, 0.6, 0.3, -6999.0,-3.6, -3.8, 0.0, 27.0,2.0,2021-01-07 12:00:00,304.0, -6999.0,1
-3.0, -6999.0, 0.7, 0.3, -6999.0,-3.3, -3.8, 0.0, 26.0,0.0,2021-01-07 13:00:00,304.0, -6999.0,1
-3.0, -6999.0, 0.7, 0.3, -6999.0,-3.3, -3.8, 0.0, 32.0,2.0,2021-01-07 14:00:00,306.0, -6999.0,1
-3.0, -6999.0, 0.6, 0.3, -6999.0,-3.3, -3.8, 0.0, 32.0,0.0,2021-01-07 15:00:00,306.0, -6999.0,1
-3.0, -6999.0, 0.7, 0.3, -6999.0,-3.0, -3.8, 0.0, 26.0,0.0,2021-01-07 16:00:00,306.0, -6999.0,1
-3.0, -6999.0, 0.6, 0.3, -6999.0,-3.0, -3.8, 0.0, 61.0,0.0,2021-01-07 17:00:00,306.0, -6999.0,1
-3.0, -6999.0, 0.7, 0.3, -6999.0,-3.0, -3.8, 0.0, 43.0,-1.0,2021-01-07 18:00:00,305.0, -6999.0,1
-2.9, -6999.0, 0.6, 0.3, -6999.0,-3.0, -3.0, 0.0, 47.0,-1.0,2021-01-07 19:00:00,304.0, -6999.0,1
-2.8, -6999.0, 0.7, 0.3, -6999.0,-2.8, -3.0, 0.0, 64.0,0.0,2021-01-07 20:00:00,304.0, -6999.0,1
-2.6, -6999.0, 0.7, 0.3, -6999.0,-2.7, -3.0, 0.0, 72.0,0.0,2021-01-07 21:00:00,304.0, -6999.0,1
-2.6, -6999.0, 0.7, 0.3, -6999.0,-2.6, -3.0, 0.0, 74.0,-1.0,2021-01-07 22:00:00,303.0, -6999.0,1
-2.5, -6999.0, 0.7, 0.3, -6999.0,-2.6, -3.0, 0.0, 71.0,-1.0,2021-01-07 23:00:00,302.0, -6999.0,1
