pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -0.416, 1.4, -6999.0, -6999.0, -6999.0, -6999.0, -0.4, -0.4, 0.5, -6999.0, 0.0,2021-01-03 04:00:00, 28.0, 28.34, -6999.0,1
None, -0.918, 1.4, -6999.0, -6999.0, -6999.0, -6999.0, -0.9, -0.9, 0.0, -6999.0, 0.0,2021-01-03 05:00:00, 28.0, 28.12, -6999.0,1
None, -0.852, 1.4, -6999.0, -6999.0, -6999.0, -6999.0, -0.9, -0.9, 0.0, -6999.0, -1.0,2021-01-03 06:00:00, 27.0, 27.03, -6999.0,1
None, -0.975, -0.8, -6999.0, -6999.0, -6999.0, -6999.0, -1.0, -1.0, 0.2, -6999.0, 1.0,2021-01-03 07:00:00, 28.0, 28.26, -6999.0,1
None, -1.525, -0.8, -6999.0, -6999.0, -6999.0, -6999.0, -1.5, -1.5, -0.1, -6999.0, 0.0,2021-01-03 08:00:00, 28.0, 28.16, -6999.0,1
None, -1.677, -0.8, -6999.0, -6999.0, -6999.0, -6999.0, -1.7, -1.8, 0.0, -6999.0, -1.0,2021-01-03 09:00:00, 28.0, 27.56, -6999.0,1
None, -1.24, -0.8, -6999.0, -6999.0, -6999.0, -6999.0, -1.2, -1.8, 0.0, -6999.0, 0.0,2021-01-03 10:00:00, 27.0, 27.45, -6999.0,1
None, -0.368, -0.4, -6999.0, -6999.0, -6999.0, -6999.0, -0.4, -1.8, 0.0, -6999.0, 0.0,2021-01-03 11:00:00, 28.0, 27.62, -6999.0,1
None, 1.081, 1.6, -6999.0, -6999.0, -6999.0, -6999.0, 1.1, -1.8, 0.0, -6999.0, 0.0,2021-01-03 12:00:00, 28.0, 27.68, -6999.0,1
None, 0.62, 2.2, -6999.0, -6999.0, -6999.0, -6999.0, 0.6, -1.8, 0.1, -6999.0, 0.0,2021-01-03 13:00:00, 28.0, 27.81, -6999.0,1
None, 0.091, 2.2, -6999.0, -6999.0, -6999.0, -6999.0, 0.1, -1.8, 0.0, -6999.0, 0.0,2021-01-03 14:00:00, 28.0, 27.86, -6999.0,1
None, -0.246, 2.2, -6999.0, -6999.0, -6999.0, -6999.0, -0.2, -1.8, 0.0, -6999.0, 0.0,2021-01-03 15:00:00, 28.0, 27.99, -6999.0,1
None, -1.488, 2.2, -6999.0, -6999.0, -6999.0, -6999.0, -1.5, -1.8, 0.0, -6999.0, 0.0,2021-01-03 16:00:00, 28.0, 27.91, -6999.0,1
None, -1.639, 2.2, -6999.0, -6999.0, -6999.0, -6999.0, -1.6, -1.8, -0.1, -6999.0, 0.0,2021-01-03 17:00:00, 28.0, 28.15, -6999.0,1
None, -1.63, 2.2, -6999.0, -6999.0, -6999.0, -6999.0, -1.6, -2.0, -0.2, -6999.0, 0.0,2021-01-03 18:00:00, 28.0, 27.98, -6999.0,1
None, -1.649, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -1.6, -1.9, 0.2, -6999.0, 0.0,2021-01-03 19:00:00, 28.0, 27.93, -6999.0,1
None, -1.829, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -1.8, -2.3, 0.0, -6999.0, 0.0,2021-01-03 20:00:00, 28.0, 27.96, -6999.0,1
None, -2.323, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -2.3, 0.0, -6999.0, 0.0,2021-01-03 21:00:00, 28.0, 27.87, -6999.0,1
None, -2.447, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -2.4, -2.6, 0.0, -6999.0, 0.0,2021-01-03 22:00:00, 28.0, 27.77, -6999.0,1
None, -3.114, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -3.1, -3.2, 0.0, -6999.0, 0.0,2021-01-03 23:00:00, 28.0, 27.73, -6999.0,1
None, -3.008, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -3.0, -3.4, 0.0, -6999.0, 0.0,2021-01-04 00:00:00, 28.0, 27.8, -6999.0,1
None, -3.897, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -3.9, -3.9, 0.0, -6999.0, 0.0,2021-01-04 01:00:00, 28.0, 27.8, -6999.0,1
None, -3.266, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -3.3, -3.9, 0.0, -6999.0, 0.0,2021-01-04 02:00:00, 28.0, 27.59, -6999.0,1
None, -3.629, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -3.6, -3.9, 0.0, -6999.0, 0.0,2021-01-04 03:00:00, 28.0, 27.78, -6999.0,1
None, -3.773, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -3.8, -3.9, -0.2, -6999.0, 0.0,2021-01-04 04:00:00, 28.0, 27.67, -6999.0,1
None, -4.319, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -4.3, -4.4, 0.0, -6999.0, 0.0,2021-01-04 05:00:00, 28.0, 27.66, -6999.0,1
None, -4.559, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -4.6, -4.6, -0.2, -6999.0, 0.0,2021-01-04 06:00:00, 28.0, 27.62, -6999.0,1
None, -4.319, -4.2, -6999.0, -6999.0, -6999.0, -6999.0, -4.3, -4.7, 0.0, -6999.0, 0.0,2021-01-04 07:00:00, 28.0, 27.64, -6999.0,1
None, -4.012, -4.0, -6999.0, -6999.0, -6999.0, -6999.0, -4.0, -4.7, -0.2, -6999.0, 0.0,2021-01-04 08:00:00, 28.0, 27.65, -6999.0,1
None, -4.108, -4.0, -6999.0, -6999.0, -6999.0, -6999.0, -4.1, -4.7, 0.1, -6999.0, 0.0,2021-01-04 09:00:00, 28.0, 27.62, -6999.0,1
None, -3.342, -3.3, -6999.0, -6999.0, -6999.0, -6999.0, -3.3, -4.7, -0.4, -6999.0, 0.0,2021-01-04 10:00:00, 28.0, 27.59, -6999.0,1
None, -3.104, -3.1, -6999.0, -6999.0, -6999.0, -6999.0, -3.1, -4.7, 0.0, -6999.0, 0.0,2021-01-04 11:00:00, 27.0, 27.49, -6999.0,1
None, -2.047, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.0, -4.7, -0.1, -6999.0, 0.0,2021-01-04 12:00:00, 28.0, 27.54, -6999.0,1
None, -1.316, -1.3, -6999.0, -6999.0, -6999.0, -6999.0, -1.3, -4.7, 0.3, -6999.0, 0.0,2021-01-04 13:00:00, 28.0, 27.51, -6999.0,1
None, -2.009, -1.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.0, -4.7, 0.5, -6999.0, 0.0,2021-01-04 14:00:00, 28.0, 27.63, -6999.0,1
None, -2.304, -1.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -4.7, 0.2, -6999.0, 1.0,2021-01-04 15:00:00, 29.0, 28.59, -6999.0,1
None, -2.152, -1.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -4.7, 0.2, -6999.0, -1.0,2021-01-04 16:00:00, 28.0, 27.99, -6999.0,1
None, -2.133, -1.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.1, -4.7, 0.1, -6999.0, 0.0,2021-01-04 17:00:00, 28.0, 28.29, -6999.0,1
None, -2.152, -1.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -4.7, 0.2, -6999.0, 0.0,2021-01-04 18:00:00, 28.0, 28.34, -6999.0,1
None, -2.18, -2.2, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.3, 0.4, -6999.0, 0.0,2021-01-04 19:00:00, 28.0, 28.41, -6999.0,1
None, -2.19, -2.1, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.3, 0.4, -6999.0, 0.0,2021-01-04 20:00:00, 28.0, 28.12, -6999.0,1
None, -2.152, -2.1, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.3, 0.0, -6999.0, 0.0,2021-01-04 21:00:00, 29.0, 28.54, -6999.0,1
None, -2.171, -2.1, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.3, 0.1, -6999.0, 0.0,2021-01-04 22:00:00, 29.0, 28.74, -6999.0,1
None, -2.009, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.0, -2.3, 0.0, -6999.0, 0.0,2021-01-04 23:00:00, 29.0, 28.76, -6999.0,1
None, -2.38, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.4, -2.5, 0.0, -6999.0, 0.0,2021-01-05 00:00:00, 29.0, 28.74, -6999.0,1
None, -2.038, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.0, -2.5, 0.0, -6999.0, 0.0,2021-01-05 01:00:00, 29.0, 28.67, -6999.0,1
None, -1.914, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -1.9, -2.5, 0.0, -6999.0, 0.0,2021-01-05 02:00:00, 29.0, 28.67, -6999.0,1
None, -2.057, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -2.1, -2.5, 0.0, -6999.0, 0.0,2021-01-05 03:00:00, 28.0, 28.22, -6999.0,1
None, -2.285, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -2.5, 0.0, -6999.0, 0.0,2021-01-05 04:00:00, 28.0, 28.08, -6999.0,1
None, -2.771, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -2.8, -2.9, 0.0, -6999.0, 0.0,2021-01-05 05:00:00, 28.0, 28.19, -6999.0,1
None, -2.494, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -2.5, -2.9, 0.0, -6999.0, 0.0,2021-01-05 06:00:00, 28.0, 28.39, -6999.0,1
None, -2.933, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -2.9, -3.2, -0.1, -6999.0, 0.0,2021-01-05 07:00:00, 28.0, 28.41, -6999.0,1
None, -3.572, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -3.6, -3.9, 0.0, -6999.0, 0.0,2021-01-05 08:00:00, 28.0, 28.38, -6999.0,1
None, -4.358, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -4.4, -4.4, -0.1, -6999.0, 0.0,2021-01-05 09:00:00, 28.0, 28.23, -6999.0,1
None, -4.012, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -4.0, -4.4, 0.0, -6999.0, 0.0,2021-01-05 10:00:00, 29.0, 28.54, -6999.0,1
None, -3.869, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -3.9, -4.4, 0.0, -6999.0, 0.0,2021-01-05 11:00:00, 29.0, 28.67, -6999.0,1
None, -2.847, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -2.8, -4.4, 0.1, -6999.0, 0.0,2021-01-05 12:00:00, 29.0, 28.61, -6999.0,1
None, -2.847, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -2.8, -4.4, 0.0, -6999.0, 0.0,2021-01-05 13:00:00, 29.0, 28.69, -6999.0,1
None, -2.837, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.8, -4.4, 0.0, -6999.0, 0.0,2021-01-05 14:00:00, 29.0, 28.7, -6999.0,1
None, -2.533, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.5, -4.4, 0.0, -6999.0, 0.0,2021-01-05 15:00:00, 29.0, 28.69, -6999.0,1
None, -2.066, -2.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.1, -4.4, 0.0, -6999.0, 0.0,2021-01-05 16:00:00, 29.0, 28.69, -6999.0,1
None, -2.609, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.6, -4.4, -0.6, -6999.0, 0.0,2021-01-05 17:00:00, 29.0, 28.53, -6999.0,1
None, -2.304, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -4.4, 0.0, -6999.0, 0.0,2021-01-05 18:00:00, 29.0, 28.59, -6999.0,1
None, -1.933, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -1.9, -2.6, 0.4, -6999.0, 0.0,2021-01-05 19:00:00, 29.0, 28.62, -6999.0,1
None, -0.026, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, 0.0, -2.6, -0.3, -6999.0, 0.0,2021-01-05 20:00:00, 29.0, 28.72, -6999.0,1
None, -0.501, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.5, -2.6, -0.7, -6999.0, 0.0,2021-01-05 21:00:00, 29.0, 28.62, -6999.0,1
None, -1.506, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.5, -2.6, 0.6, -6999.0, 0.0,2021-01-05 22:00:00, 29.0, 28.56, -6999.0,1
None, -1.269, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.3, -2.6, 0.0, -6999.0, 0.0,2021-01-05 23:00:00, 29.0, 28.57, -6999.0,1
None, -1.108, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.1, -2.6, 0.2, -6999.0, 0.0,2021-01-06 00:00:00, 29.0, 28.53, -6999.0,1
None, -1.212, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.2, -2.6, -0.4, -6999.0, 0.0,2021-01-06 01:00:00, 28.0, 28.29, -6999.0,1
None, -0.605, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.6, -2.6, -0.3, -6999.0, 0.0,2021-01-06 02:00:00, 28.0, 28.13, -6999.0,1
None, -0.823, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.8, -2.6, 0.4, -6999.0, 0.0,2021-01-06 03:00:00, 28.0, 28.07, -6999.0,1
None, -0.671, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.7, -2.6, -0.5, -6999.0, 0.0,2021-01-06 04:00:00, 28.0, 28.0, -6999.0,1
None, -0.511, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.5, -2.6, 0.0, -6999.0, 0.0,2021-01-06 05:00:00, 28.0, 27.89, -6999.0,1
None, -0.33, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.3, -2.6, 0.2, -6999.0, 0.0,2021-01-06 06:00:00, 28.0, 27.9, -6999.0,1
None, -0.473, 0.8, -6999.0, -6999.0, -6999.0, -6999.0, -0.5, -0.5, 0.3, -6999.0, 0.0,2021-01-06 07:00:00, 28.0, 27.7, -6999.0,1
None, 0.286, 0.8, -6999.0, -6999.0, -6999.0, -6999.0, 0.3, -0.5, 0.1, -6999.0, 0.0,2021-01-06 08:00:00, 27.0, 27.41, -6999.0,1
None, -0.236, 0.8, -6999.0, -6999.0, -6999.0, -6999.0, -0.2, -0.6, 0.2, -6999.0, 0.0,2021-01-06 09:00:00, 27.0, 27.44, -6999.0,1
None, 0.076, 0.8, -6999.0, -6999.0, -6999.0, -6999.0, 0.1, -0.6, 0.4, -6999.0, 1.0,2021-01-06 10:00:00, 28.0, 28.03, -6999.0,1
None, -0.237, 0.8, -6999.0, -6999.0, -6999.0, -6999.0, -0.2, -0.6, 0.0, -6999.0, 0.0,2021-01-06 11:00:00, 28.0, 27.97, -6999.0,1
None, 0.795, 0.9, -6999.0, -6999.0, -6999.0, -6999.0, 0.8, -0.6, 0.0, -6999.0, 0.0,2021-01-06 12:00:00, 28.0, 28.0, -6999.0,1
None, 1.588, 3.4, -6999.0, -6999.0, -6999.0, -6999.0, 1.6, -0.6, -0.1, -6999.0, -1.0,2021-01-06 13:00:00, 27.0, 26.85, -6999.0,1
None, 0.957, 3.4, -6999.0, -6999.0, -6999.0, -6999.0, 1.0, -0.6, 0.0, -6999.0, 0.0,2021-01-06 14:00:00, 27.0, 27.11, -6999.0,1
None, 0.394, 3.4, -6999.0, -6999.0, -6999.0, -6999.0, 0.4, -0.6, 0.0, -6999.0, 0.0,2021-01-06 15:00:00, 27.0, 27.26, -6999.0,1
None, -0.493, 3.4, -6999.0, -6999.0, -6999.0, -6999.0, -0.5, -0.6, 0.0, -6999.0, 0.0,2021-01-06 16:00:00, 27.0, 27.47, -6999.0,1
None, -1.023, 3.4, -6999.0, -6999.0, -6999.0, -6999.0, -1.0, -1.1, 0.0, -6999.0, 0.0,2021-01-06 17:00:00, 27.0, 27.41, -6999.0,1
None, -1.544, 3.4, -6999.0, -6999.0, -6999.0, -6999.0, -1.5, -1.6, -0.1, -6999.0, 0.0,2021-01-06 18:00:00, 27.0, 27.38, -6999.0,1
None, -1.981, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.0, -2.0, 0.0, -6999.0, 0.0,2021-01-06 19:00:00, 27.0, 27.4, -6999.0,1
None, -2.608, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.6, -2.8, 0.0, -6999.0, 0.0,2021-01-06 20:00:00, 27.0, 27.36, -6999.0,1
None, -2.685, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.7, -2.8, 0.0, -6999.0, 0.0,2021-01-06 21:00:00, 27.0, 27.37, -6999.0,1
None, -2.627, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.6, -3.5, -0.1, -6999.0, 0.0,2021-01-06 22:00:00, 27.0, 27.35, -6999.0,1
None, -2.665, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.7, -3.5, 0.0, -6999.0, 0.0,2021-01-06 23:00:00, 27.0, 27.49, -6999.0,1
None, -2.256, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -3.5, 0.0, -6999.0, 0.0,2021-01-07 00:00:00, 27.0, 27.48, -6999.0,1
None, -2.732, -1.4, -6999.0, -6999.0, -6999.0, -6999.0, -2.7, -3.5, 0.0, -6999.0, 0.0,2021-01-07 01:00:00, 27.0, 27.11, -6999.0,1
