CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -1.02, 98.9, None, None, None, 20.2, 25.51, 6.0, 6.768, 227.9, -1.0, 6.8, -1.0, -1.0, None, 228.0, 0.1, 99.0, None,2021-01-01 20:00:00, 228.0, 227.8,1
None, -1.413, 98.9, None, None, None, 21.0, 32.31, 2.0, 5.796, 229.9, -2.0, 5.8, -1.4, -1.4, None, 230.0, 0.1, 99.0, None,2021-01-01 21:00:00, 229.0, 229.4,1
None, -1.455, 98.9, None, None, None, 30.1, 28.17, 0.0, 6.188, 231.9, -2.0, 6.2, -1.5, -1.5, None, 232.0, 0.1, 99.0, None,2021-01-01 22:00:00, 229.0, 229.3,1
None, -1.553, 98.7, None, None, None, 16.4, 26.94, 1.0, 6.856, 227.7, -2.0, 6.9, -1.6, -1.6, None, 228.0, 0.1, 99.0, None,2021-01-01 23:00:00, 230.0, 229.7,1
None, -1.697, 98.5, None, None, None, 22.7, 22.56, 0.0, 8.47, 222.9, -2.0, 8.5, -1.7, -1.7, None, 223.0, 0.1, 99.0, None,2021-01-02 00:00:00, 230.0, 229.7,1
None, -1.715, 98.2, None, None, None, 27.2, 19.14, 1.0, 10.35, 221.4, -2.0, 10.4, -1.7, -1.7, None, 221.0, 0.1, 98.0, None,2021-01-02 01:00:00, 230.0, 230.2,1
None, -1.657, 98.1, None, None, None, 39.1, 21.68, 0.0, 10.46, 221.4, -2.0, 10.5, -1.7, -1.7, None, 221.0, 0.1, 98.0, None,2021-01-02 02:00:00, 230.0, 230.4,1
None, -1.623, 98.1, None, None, None, 28.7, 23.26, 0.0, 10.52, 221.0, -2.0, 10.5, -1.6, -1.7, None, 221.0, 0.1, 98.0, None,2021-01-02 03:00:00, 230.0, 229.9,1
None, -1.813, 98.0, None, None, None, 29.4, 20.6, 0.0, 9.59, 223.2, -2.0, 9.6, -1.8, -1.8, None, 223.0, 0.1, 98.0, None,2021-01-02 04:00:00, 230.0, 230.0,1
None, -1.797, 97.9, None, None, None, 27.2, 19.7, 0.0, 10.62, 218.5, -2.0, 10.6, -1.8, -1.8, None, 219.0, 0.1, 98.0, None,2021-01-02 05:00:00, 230.0, 230.0,1
None, -1.796, 97.9, None, None, None, 18.8, 16.74, 0.0, 8.5, 221.0, -2.0, 8.5, -1.8, -1.8, None, 221.0, 0.1, 98.0, None,2021-01-02 06:00:00, 230.0, 229.7,1
None, -1.812, 97.9, None, None, None, 20.0, 19.72, 1.0, 8.14, 221.5, -2.0, 8.1, -1.8, -1.9, None, 222.0, -1.7, 98.0, None,2021-01-02 07:00:00, 230.0, 230.3,1
None, -1.847, 97.9, None, None, None, 27.0, 18.67, 1.0, 8.65, 222.1, -2.0, 8.7, -1.8, -1.9, None, 222.0, -1.7, 98.0, None,2021-01-02 08:00:00, 231.0, 230.6,1
None, -1.833, 97.9, None, None, None, 28.9, 21.59, -1.0, 9.62, 216.4, -2.0, 9.6, -1.8, -1.9, None, 216.0, -1.7, 98.0, None,2021-01-02 09:00:00, 230.0, 229.9,1
None, -1.705, 97.9, None, None, None, 23.3, 25.36, 1.0, 8.52, 220.9, -2.0, 8.5, -1.7, -1.9, None, 221.0, -1.7, 98.0, None,2021-01-02 10:00:00, 230.0, 230.4,1
None, -1.452, 98.0, None, None, None, 33.9, 23.01, 0.0, 9.71, 219.1, -2.0, 9.7, -1.5, -1.9, None, 219.0, -1.4, 98.0, None,2021-01-02 11:00:00, 230.0, 230.3,1
None, -1.572, 97.9, None, None, None, 24.3, 30.88, 2.0, 8.28, 227.2, -2.0, 8.3, -1.6, -1.9, None, 227.0, -1.4, 98.0, None,2021-01-02 12:00:00, 232.0, 232.1,1
None, -1.702, 97.9, None, None, None, 27.0, 44.79, 5.0, 7.19, 231.5, -2.0, 7.2, -1.7, -1.9, None, 232.0, -1.4, 98.0, None,2021-01-02 13:00:00, 237.0, 236.7,1
None, -1.759, 97.9, None, None, None, 33.3, 34.42, 4.0, 7.92, 228.1, -2.0, 7.9, -1.8, -1.9, None, 228.0, -1.4, 98.0, None,2021-01-02 14:00:00, 241.0, 240.6,1
None, -1.899, 97.8, None, None, None, 27.0, 63.69, 11.0, 5.231, 245.8, -2.0, 5.2, -1.9, -1.9, None, 246.0, -1.4, 98.0, None,2021-01-02 15:00:00, 251.0, 251.3,1
None, -1.861, 97.8, None, None, None, 21.7, 70.25, 6.0, 4.576, 310.0, -2.0, 4.6, -1.9, -1.9, None, 310.0, -1.4, 98.0, None,2021-01-02 16:00:00, 257.0, 257.3,1
None, -1.757, 97.9, None, None, None, 18.6, 68.73, 10.0, 4.912, 264.0, -2.0, 4.9, -1.8, -1.9, None, 264.0, -1.4, 98.0, None,2021-01-02 17:00:00, 267.0, 266.6,1
None, -1.8, 97.9, None, None, None, 21.7, 42.31, 7.0, 5.939, 235.4, -2.0, 5.9, -1.8, -1.9, None, 235.0, -1.4, 98.0, None,2021-01-02 18:00:00, 273.0, 272.7,1
None, -1.836, 97.9, None, None, None, 19.6, 24.68, 10.0, 7.898, 225.2, -2.0, 7.9, -1.8, -1.8, None, 225.0, -1.8, 98.0, None,2021-01-02 19:00:00, 282.0, 282.0,1
None, -2.476, 97.7, None, None, None, 19.8, 21.23, 6.0, 7.564, 222.9, -3.0, 7.6, -2.5, -2.5, None, 223.0, -1.8, 98.0, None,2021-01-02 20:00:00, 287.0, 287.2,1
None, -3.075, 97.3, None, None, None, 19.0, 19.85, 3.0, 7.02, 225.0, -3.0, 7.0, -3.1, -3.1, None, 225.0, -1.8, 97.0, None,2021-01-02 21:00:00, 289.0, 289.2,1
None, -3.642, 97.0, None, None, None, 19.4, 19.78, 1.0, 5.801, 227.0, -4.0, 5.8, -3.6, -3.6, None, 227.0, -1.8, 97.0, None,2021-01-02 22:00:00, 290.0, 289.9,1
None, -4.306, 96.6, None, None, None, 13.1, 24.78, 2.0, 4.226, 228.0, -5.0, 4.2, -4.3, -4.3, None, 228.0, -1.8, 97.0, None,2021-01-02 23:00:00, 291.0, 291.0,1
None, -4.725, 96.3, None, None, None, 14.5, 21.51, 1.0, 5.154, 219.7, -5.0, 5.2, -4.7, -4.7, None, 220.0, -1.8, 96.0, None,2021-01-03 00:00:00, 291.0, 291.4,1
None, -4.858, 96.1, None, None, None, 11.4, 24.74, -1.0, 3.853, 224.9, -5.0, 3.9, -4.9, -4.9, None, 225.0, -1.8, 96.0, None,2021-01-03 01:00:00, 290.0, 290.2,1
None, -4.82, 96.2, None, None, None, 7.5, 21.59, 1.0, 2.658, 236.1, -5.0, 2.7, -4.8, -4.9, None, 236.0, -1.8, 96.0, None,2021-01-03 02:00:00, 291.0, 290.7,1
None, -4.799, 96.1, None, None, None, 10.4, 20.36, -1.0, 3.261, 234.3, -5.0, 3.3, -4.8, -4.9, None, 234.0, -1.8, 96.0, None,2021-01-03 03:00:00, 290.0, 289.5,1
None, -5.076, 95.9, None, None, None, 8.2, 38.32, 0.0, 0.744, 200.8, -6.0, 0.7, -5.1, -5.1, None, 201.0, -1.8, 96.0, None,2021-01-03 04:00:00, 289.0, 289.2,1
None, -5.174, 95.8, None, None, None, 10.2, 25.66, -1.0, 2.207, 227.2, -6.0, 2.2, -5.2, -5.2, None, 227.0, -1.8, 96.0, None,2021-01-03 05:00:00, 288.0, 288.2,1
None, -5.466, 95.7, None, None, None, 12.8, 21.62, -1.0, 5.288, 229.8, -6.0, 5.3, -5.5, -5.5, None, 230.0, -1.8, 96.0, None,2021-01-03 06:00:00, 288.0, 287.5,1
None, -5.587, 95.6, None, None, None, 13.3, 22.08, 0.0, 5.44, 228.7, -6.0, 5.4, -5.6, -5.6, None, 229.0, -5.5, 96.0, None,2021-01-03 07:00:00, 287.0, 287.2,1
None, -5.413, 95.7, None, None, None, 15.7, 20.4, -1.0, 5.579, 228.4, -6.0, 5.6, -5.4, -5.6, None, 228.0, -5.4, 96.0, None,2021-01-03 08:00:00, 286.0, 286.2,1
None, -5.218, 95.9, None, None, None, 13.8, 17.49, 0.0, 5.962, 228.6, -6.0, 6.0, -5.2, -5.6, None, 229.0, -5.2, 96.0, None,2021-01-03 09:00:00, 286.0, 286.2,1
None, -4.372, 96.3, None, None, None, 15.2, 17.56, -1.0, 6.185, 222.4, -5.0, 6.2, -4.4, -5.6, None, 222.0, -4.4, 96.0, None,2021-01-03 10:00:00, 285.0, 285.0,1
None, -3.631, 96.5, None, None, None, 17.4, 22.76, -4.0, 5.954, 221.7, -4.0, 6.0, -3.6, -5.6, None, 222.0, -3.7, 97.0, None,2021-01-03 11:00:00, 282.0, 281.5,1
None, -3.756, 96.5, None, None, None, 18.1, 22.56, 6.0, 6.549, 223.1, -4.0, 6.5, -3.8, -5.6, None, 223.0, -3.5, 97.0, None,2021-01-03 12:00:00, 287.0, 286.8,1
None, -3.532, 96.6, None, None, None, 15.6, 23.9, 5.0, 4.488, 230.2, -4.0, 4.5, -3.5, -5.6, None, 230.0, -3.5, 97.0, None,2021-01-03 13:00:00, 291.0, 291.2,1
None, -3.132, 96.9, None, None, None, 26.5, 24.14, 1.0, 5.441, 227.4, -4.0, 5.4, -3.1, -5.6, None, 227.0, -3.1, 97.0, None,2021-01-03 14:00:00, 292.0, 291.9,1
None, -3.487, 96.7, None, None, None, 11.4, 26.14, 0.0, 4.371, 234.6, -4.0, 4.4, -3.5, -5.6, None, 235.0, -3.1, 97.0, None,2021-01-03 15:00:00, 292.0, 292.1,1
None, -3.618, 96.7, None, None, None, 16.7, 27.61, 2.0, 5.054, 229.9, -4.0, 5.1, -3.6, -5.6, None, 230.0, -3.1, 97.0, None,2021-01-03 16:00:00, 294.0, 293.8,1
None, -4.02, 96.5, None, None, None, 12.5, 28.28, -1.0, 4.509, 233.4, -4.0, 4.5, -4.0, -5.6, None, 233.0, -3.1, 97.0, None,2021-01-03 17:00:00, 293.0, 293.2,1
None, -3.803, 96.7, None, None, None, 15.4, 27.05, -1.0, 5.138, 233.8, -4.0, 5.1, -3.8, -5.6, None, 234.0, -3.1, 97.0, None,2021-01-03 18:00:00, 293.0, 292.7,1
None, -3.62, 96.7, None, None, None, 23.5, 31.65, -1.0, 5.56, 230.9, -4.0, 5.6, -3.6, -3.8, None, 231.0, -3.6, 97.0, None,2021-01-03 19:00:00, 292.0, 291.8,1
None, -3.669, 96.7, None, None, None, 14.6, 32.51, 0.0, 4.48, 232.6, -4.0, 4.5, -3.7, -3.8, None, 233.0, -3.6, 97.0, None,2021-01-03 20:00:00, 292.0, 291.6,1
None, -3.837, 96.6, None, None, None, 11.2, 27.41, -1.0, 3.874, 231.9, -4.0, 3.9, -3.8, -3.8, None, 232.0, -3.6, 97.0, None,2021-01-03 21:00:00, 290.0, 290.3,1
None, -4.91, 96.0, None, None, None, 13.4, 37.03, -1.0, 2.23, 234.7, -5.0, 2.2, -4.9, -4.9, None, 235.0, -3.6, 96.0, None,2021-01-03 22:00:00, 290.0, 289.5,1
None, -5.888, 95.6, None, None, None, 6.8, 74.51, 0.0, 2.459, 201.3, -6.0, 2.5, -5.9, -5.9, None, 201.0, -3.6, 96.0, None,2021-01-03 23:00:00, 289.0, 289.3,1
None, -4.807, 96.1, None, None, None, 23.9, 16.22, 0.0, 10.28, 54.12, -5.0, 10.3, -4.8, -5.9, None, 54.0, -3.6, 96.0, None,2021-01-04 00:00:00, 289.0, 288.8,1
None, -4.748, 96.0, None, None, None, 23.9, 16.64, 0.0, 13.44, 52.15, -5.0, 13.4, -4.7, -5.9, None, 52.0, -3.6, 96.0, None,2021-01-04 01:00:00, 289.0, 288.5,1
None, -4.833, 95.9, None, None, None, 30.6, 18.5, -1.0, 12.59, 49.19, -5.0, 12.6, -4.8, -5.9, None, 49.0, -3.6, 96.0, None,2021-01-04 02:00:00, 288.0, 287.9,1
None, -4.834, 96.2, None, None, None, 42.8, 22.27, -1.0, 22.45, 43.61, -5.0, 22.5, -4.8, -5.9, None, 44.0, -3.6, 96.0, None,2021-01-04 03:00:00, 287.0, 286.8,1
None, -4.591, 96.3, None, None, None, 44.2, 21.77, 1.0, 27.27, 41.85, -5.0, 27.3, -4.6, -5.9, None, 42.0, -3.6, 96.0, None,2021-01-04 04:00:00, 287.0, 287.4,1
None, -4.153, 96.5, None, None, None, 41.4, 17.42, -1.0, 23.64, 51.46, -5.0, 23.6, -4.2, -5.9, None, 51.0, -3.6, 97.0, None,2021-01-04 05:00:00, 286.0, 286.4,1
None, -3.467, 96.9, None, None, None, 35.4, 18.65, -2.0, 19.06, 55.21, -4.0, 19.1, -3.5, -5.9, None, 55.0, -3.5, 97.0, None,2021-01-04 06:00:00, 285.0, 284.6,1
None, -2.521, 97.3, None, None, None, 30.2, 16.99, 3.0, 16.54, 53.97, -3.0, 16.5, -2.5, -3.5, None, 54.0, -2.5, 97.0, None,2021-01-04 07:00:00, 287.0, 287.0,1
None, -2.062, 97.5, None, None, None, 29.7, 17.65, -1.0, 14.85, 53.74, -2.0, 14.9, -2.1, -3.5, None, 54.0, -2.1, 98.0, None,2021-01-04 08:00:00, 286.0, 286.2,1
None, -2.286, 97.4, None, None, None, 27.9, 18.05, 0.0, 15.04, 52.71, -3.0, 15.0, -2.3, -3.5, None, 53.0, -2.0, 97.0, None,2021-01-04 09:00:00, 286.0, 285.8,1
None, -1.831, 97.6, None, None, None, 26.3, 17.36, -1.0, 13.49, 53.99, -2.0, 13.5, -1.8, -3.5, None, 54.0, -1.8, 98.0, None,2021-01-04 10:00:00, 285.0, 284.7,1
None, -1.612, 97.7, None, None, None, 21.7, 16.77, 1.0, 11.94, 53.82, -2.0, 11.9, -1.6, -3.5, None, 54.0, -1.6, 98.0, None,2021-01-04 11:00:00, 286.0, 285.5,1
None, -1.538, 97.7, None, None, None, 21.8, 14.64, 0.0, 10.77, 52.68, -2.0, 10.8, -1.5, -3.5, None, 53.0, -1.5, 98.0, None,2021-01-04 12:00:00, 285.0, 285.4,1
None, -1.323, 97.7, None, None, None, 17.4, 12.4, 0.0, 10.39, 50.67, -2.0, 10.4, -1.3, -3.5, None, 51.0, -1.3, 98.0, None,2021-01-04 13:00:00, 285.0, 284.9,1
None, -0.447, 97.9, None, None, None, 11.9, 73.73, 0.0, 4.15, 293.1, -1.0, 4.2, -0.4, -3.5, None, 293.0, -0.4, 98.0, None,2021-01-04 14:00:00, 285.0, 285.1,1
None, -2.098, 97.7, None, None, None, 14.0, 23.27, 1.0, 5.11, 229.4, -2.0, 5.1, -2.1, -3.5, None, 229.0, -0.4, 98.0, None,2021-01-04 15:00:00, 286.0, 285.7,1
None, -3.228, 97.0, None, None, None, 14.2, 21.92, 2.0, 5.116, 229.9, -4.0, 5.1, -3.2, -3.5, None, 230.0, -0.4, 97.0, None,2021-01-04 16:00:00, 287.0, 287.1,1
None, -3.594, 96.8, None, None, None, 15.4, 35.06, 0.0, 3.203, 237.6, -4.0, 3.2, -3.6, -3.6, None, 238.0, -0.4, 97.0, None,2021-01-04 17:00:00, 287.0, 286.9,1
None, -3.782, 96.7, None, None, None, 13.2, 22.14, 0.0, 4.697, 230.9, -4.0, 4.7, -3.8, -3.8, None, 231.0, -0.4, 97.0, None,2021-01-04 18:00:00, 287.0, 286.7,1
None, -4.009, 96.7, None, None, None, 9.0, 41.0, 0.0, 3.172, 243.5, -4.0, 3.2, -4.0, -4.0, None, 244.0, -3.8, 97.0, None,2021-01-04 19:00:00, 286.0, 286.3,1
None, -3.667, 96.8, None, None, None, 14.9, 27.27, 0.0, 3.777, 236.0, -4.0, 3.8, -3.7, -4.0, None, 236.0, -3.7, 97.0, None,2021-01-04 20:00:00, 286.0, 286.0,1
None, -3.946, 96.6, None, None, None, 14.8, 22.91, 0.0, 3.933, 232.7, -4.0, 3.9, -3.9, -4.0, None, 233.0, -3.7, 97.0, None,2021-01-04 21:00:00, 286.0, 285.6,1
None, -4.153, 96.4, None, None, None, 8.0, 23.53, 0.0, 3.047, 238.7, -5.0, 3.0, -4.2, -4.1, None, 239.0, -3.7, 96.0, None,2021-01-04 22:00:00, 285.0, 285.1,1
None, -4.401, 96.3, None, None, None, 5.2, 35.61, -1.0, 1.128, 267.1, -5.0, 1.1, -4.4, -4.4, None, 267.0, -3.7, 96.0, None,2021-01-04 23:00:00, 284.0, 284.2,1
None, -4.852, 96.0, None, None, None, 10.4, 27.26, -1.0, 2.815, 241.9, -5.0, 2.8, -4.9, -4.8, None, 242.0, -3.7, 96.0, None,2021-01-05 00:00:00, 284.0, 283.6,1
None, -5.177, 96.1, None, None, None, 13.2, 33.15, 0.0, 2.842, 242.4, -6.0, 2.8, -5.2, -5.3, None, 242.0, -3.7, 96.0, None,2021-01-05 01:00:00, 284.0, 283.5,1
None, -4.724, 96.2, None, None, None, 10.0, 26.59, 1.0, 2.811, 240.3, -5.0, 2.8, -4.7, -5.3, None, 240.0, -3.7, 96.0, None,2021-01-05 02:00:00, 284.0, 283.8,1
None, -4.494, 96.2, None, None, None, 9.4, 30.79, 2.0, 1.283, 217.6, -5.0, 1.3, -4.5, -5.3, None, 218.0, -3.7, 96.0, None,2021-01-05 03:00:00, 285.0, 284.8,1
None, -4.931, 95.8, None, None, None, 22.0, 17.54, 0.0, 6.95, 225.8, -5.0, 7.0, -4.9, -5.3, None, 226.0, -3.7, 96.0, None,2021-01-05 04:00:00, 284.0, 284.3,1
None, -5.763, 95.3, None, None, None, 12.5, 18.82, 0.0, 5.845, 225.9, -6.0, 5.8, -5.8, -5.7, None, 226.0, -3.7, 95.0, None,2021-01-05 05:00:00, 284.0, 284.2,1
None, -6.158, 95.5, None, None, None, 13.7, 21.79, 0.0, 4.12, 233.6, -7.0, 4.1, -6.2, -6.3, None, 234.0, -3.7, 96.0, None,2021-01-05 06:00:00, 284.0, 284.0,1
None, -5.856, 95.6, None, None, None, 12.4, 21.29, -1.0, 4.02, 232.8, -6.0, 4.0, -5.9, -6.2, None, 233.0, -5.9, 96.0, None,2021-01-05 07:00:00, 283.0, 283.3,1
None, -5.759, 95.6, None, None, None, 9.2, 23.71, -1.0, 3.238, 230.7, -6.0, 3.2, -5.8, -6.2, None, 231.0, -5.8, 96.0, None,2021-01-05 08:00:00, 283.0, 282.7,1
None, -5.494, 95.7, None, None, None, 8.8, 57.56, -1.0, 2.603, 292.6, -6.0, 2.6, -5.5, -6.2, None, 293.0, -5.5, 96.0, None,2021-01-05 09:00:00, 282.0, 282.0,1
None, -4.803, 96.0, None, None, None, 11.2, 56.02, 0.0, 3.095, 245.5, -5.0, 3.1, -4.8, -6.2, None, 246.0, -4.8, 96.0, None,2021-01-05 10:00:00, 282.0, 281.8,1
None, -3.995, 96.4, None, None, None, 14.1, 28.07, -1.0, 3.956, 228.9, -4.0, 4.0, -4.0, -6.2, None, 229.0, -4.0, 96.0, None,2021-01-05 11:00:00, 281.0, 281.2,1
None, -2.76, 96.8, None, None, None, 11.8, 27.17, -1.0, 3.169, 230.1, -3.0, 3.2, -2.8, -6.2, None, 230.0, -2.8, 97.0, None,2021-01-05 12:00:00, 280.0, 280.4,1
None, -2.828, 96.7, None, None, None, 11.5, 33.31, 0.0, 2.664, 241.0, -3.0, 2.7, -2.8, -6.2, None, 241.0, -2.6, 97.0, None,2021-01-05 13:00:00, 280.0, 280.3,1
None, -3.746, 96.1, None, None, None, 13.1, 59.45, 1.0, 3.319, 268.9, -4.0, 3.3, -3.7, -6.2, None, 269.0, -2.6, 96.0, None,2021-01-05 14:00:00, 281.0, 280.8,1
None, -4.081, 96.3, None, None, None, 21.3, 59.56, 0.0, 5.656, 7.203, -5.0, 5.7, -4.1, -6.2, None, 7.0, -2.6, 96.0, None,2021-01-05 15:00:00, 281.0, 281.0,1
None, -3.825, 96.8, None, None, None, 19.2, 16.46, 2.0, 10.35, 46.0, -4.0, 10.4, -3.8, -6.2, None, 46.0, -2.6, 97.0, None,2021-01-05 16:00:00, 282.0, 282.0,1
None, -3.181, 97.1, None, None, None, 15.7, 49.58, 2.0, 5.806, 5.377, -4.0, 5.8, -3.2, -6.2, None, 5.0, -2.6, 97.0, None,2021-01-05 17:00:00, 283.0, 283.1,1
None, -2.567, 97.3, None, None, None, 15.5, 52.9, 2.0, 4.625, 337.8, -3.0, 4.6, -2.6, -6.2, None, 338.0, -2.6, 97.0, None,2021-01-05 18:00:00, 285.0, 284.7,1
None, -1.965, 97.5, None, None, None, 14.5, 42.02, 3.0, 5.331, 346.3, -2.0, 5.3, -2.0, -2.6, None, 346.0, -2.0, 98.0, None,2021-01-05 19:00:00, 287.0, 286.9,1
None, -1.504, 97.7, None, None, None, 14.8, 48.13, 2.0, 5.001, 345.2, -2.0, 5.0, -1.5, -2.6, None, 345.0, -1.5, 98.0, None,2021-01-05 20:00:00, 288.0, 288.3,1
None, -1.142, 97.8, None, None, None, 22.4, 39.83, -1.0, 7.625, 15.89, -1.0, 7.6, -1.1, -2.6, None, 16.0, -1.1, 98.0, None,2021-01-05 21:00:00, 288.0, 287.5,1
None, -1.183, 97.9, None, None, None, 22.1, 55.75, 3.0, 3.975, 248.0, -1.0, 4.0, -1.2, -2.6, None, 248.0, -1.1, 98.0, None,2021-01-05 22:00:00, 290.0, 289.8,1
None, -1.358, 97.9, None, None, None, 13.9, 60.98, 2.0, 4.515, 279.8, -2.0, 4.5, -1.4, -2.6, None, 280.0, -1.1, 98.0, None,2021-01-05 23:00:00, 292.0, 291.7,1
None, -1.469, 97.9, None, None, None, 20.2, 34.67, 5.0, 6.056, 235.6, -2.0, 6.1, -1.5, -2.6, None, 236.0, -1.1, 98.0, None,2021-01-06 00:00:00, 296.0, 295.9,1
None, -1.612, 97.8, None, None, None, 19.5, 33.31, 4.0, 6.009, 232.9, -2.0, 6.0, -1.6, -2.6, None, 233.0, -1.1, 98.0, None,2021-01-06 01:00:00, 299.0, 299.1,1
None, -1.838, 97.8, None, None, None, 21.0, 35.81, 2.0, 5.864, 238.6, -2.0, 5.9, -1.8, -2.6, None, 239.0, -1.1, 98.0, None,2021-01-06 02:00:00, 301.0, 300.6,1
None, -1.978, 97.7, None, None, None, 14.5, 20.87, 2.0, 6.032, 222.4, -2.0, 6.0, -2.0, -2.6, None, 222.0, -1.1, 98.0, None,2021-01-06 03:00:00, 302.0, 302.1,1
