pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
3.5, -1.7, -1.693, 99.9, 0.0, 0.0, -1.6, 100.0, -4.1,2021-01-01 15:00:00, -6999.0, -2.0,1
3.5, -1.4, -1.438, 99.9, 0.0, 0.0, -1.4, 100.0, -4.1,2021-01-01 16:00:00, -6999.0, -1.0,1
3.5, -1.3, -1.276, 99.9, 0.0, 0.0, -1.1, 100.0, -4.1,2021-01-01 17:00:00, -6999.0, -1.0,1
3.5, -1.4, -1.384, 99.9, 0.0, 0.0, -1.1, 100.0, -4.1,2021-01-01 18:00:00, -6999.0, -1.0,1
3.7, -1.4, -1.449, 99.9, 0.2, 0.0, -1.3, 100.0, -1.5,2021-01-01 19:00:00, -6999.0, -1.0,1
3.7, -1.8, -1.831, 99.9, 0.1, 0.0, -1.3, 100.0, -1.8,2021-01-01 20:00:00, -6999.0, -2.0,1
4.7, -1.9, -1.9, 99.9, 1.0, 1.0, -1.3, 100.0, -2.0,2021-01-01 21:00:00, -6999.0, -2.0,1
6.2, -2.2, -2.155, 99.9, 1.5, 1.0, -1.3, 100.0, -2.2,2021-01-01 22:00:00, -6999.0, -2.0,1
6.2, -2.1, -2.055, 99.9, 0.0, 0.0, -1.3, 100.0, -2.2,2021-01-01 23:00:00, -6999.0, -2.0,1
6.2, -2.2, -2.184, 99.9, 0.0, 0.0, -1.3, 100.0, -2.2,2021-01-02 00:00:00, -6999.0, -2.0,1
6.2, -2.2, -2.245, 99.9, 0.0, 0.0, -1.3, 100.0, -2.3,2021-01-02 01:00:00, -6999.0, -2.0,1
5.7, -2.2, -2.209, 99.9, 0.0, 0.0, -1.3, 100.0, -2.3,2021-01-02 02:00:00, -6999.0, -2.0,1
5.0, -2.1, -2.117, 99.9, 0.0, 0.0, -1.3, 100.0, -2.3,2021-01-02 03:00:00, -6999.0, -2.0,1
4.3, -2.1, -2.055, 99.9, 0.0, 0.0, -1.3, 100.0, -2.3,2021-01-02 04:00:00, -6999.0, -2.0,1
4.3, -2.2, -2.218, 99.9, 0.0, 0.0, -1.3, 100.0, -2.3,2021-01-02 05:00:00, -6999.0, -2.0,1
4.3, -2.3, -2.325, 99.9, 0.0, 0.0, -1.3, 100.0, -2.4,2021-01-02 06:00:00, -6999.0, -2.0,1
4.3, -2.3, -2.266, 99.9, 0.0, 0.0, -2.1, 100.0, -2.4,2021-01-02 07:00:00, -6999.0, -2.0,1
4.1, -2.4, -2.354, 99.9, 0.0, 0.0, -2.1, 100.0, -2.4,2021-01-02 08:00:00, -6999.0, -3.0,1
3.8, -2.2, -2.172, 99.9, 0.0, 0.0, -2.1, 100.0, -2.4,2021-01-02 09:00:00, -6999.0, -2.0,1
3.4, -1.9, -1.934, 99.9, 0.0, 0.0, -1.9, 100.0, -2.4,2021-01-02 10:00:00, -6999.0, -2.0,1
3.1, -1.8, -1.808, 99.9, 0.0, 0.0, -1.7, 100.0, -2.4,2021-01-02 11:00:00, -6999.0, -2.0,1
2.7, -1.5, -1.542, 99.9, 0.0, 0.0, -1.5, 100.0, -2.4,2021-01-02 12:00:00, -6999.0, -2.0,1
2.7, -1.2, -1.236, 99.9, 0.0, 0.0, -1.1, 100.0, -2.4,2021-01-02 13:00:00, -6999.0, -1.0,1
2.7, -1.2, -1.216, 99.9, 0.0, 0.0, -1.1, 100.0, -2.4,2021-01-02 14:00:00, -6999.0, -1.0,1
2.7, -1.1, -1.101, 99.9, 0.0, 0.0, -1.0, 100.0, -2.4,2021-01-02 15:00:00, -6999.0, -1.0,1
2.7, -1.1, -1.057, 99.9, 0.0, 0.0, -1.0, 100.0, -2.4,2021-01-02 16:00:00, -6999.0, -1.0,1
2.7, -1.0, -0.958, 99.9, 0.0, 0.0, -0.9, 100.0, -2.4,2021-01-02 17:00:00, -6999.0, -1.0,1
2.7, -0.8, -0.815, 99.9, 0.0, 0.0, -0.8, 100.0, -2.4,2021-01-02 18:00:00, -6999.0, -1.0,1
2.5, -0.7, -0.731, 99.9, 0.0, 0.0, -0.8, 100.0, -1.0,2021-01-02 19:00:00, -6999.0, 0.0,1
2.5, -0.7, -0.663, 99.9, 0.0, 0.0, -0.6, 100.0, -1.0,2021-01-02 20:00:00, -6999.0, 0.0,1
1.8, -0.8, -0.771, 99.9, 0.3, 0.0, -0.6, 100.0, -1.0,2021-01-02 21:00:00, -6999.0, -1.0,1
1.2, -0.9, -0.866, 99.9, 0.9, 1.0, -0.6, 100.0, -1.0,2021-01-02 22:00:00, -6999.0, -1.0,1
1.7, -0.6, -0.572, 99.9, 0.5, 1.0, -0.4, 100.0, -1.0,2021-01-02 23:00:00, -6999.0, -1.0,1
2.1, -1.4, -1.447, 87.8, 0.4, 0.0, -0.4, 88.0, -1.4,2021-01-03 00:00:00, -6999.0, -3.0,1
2.1, -1.2, -1.157, 74.73, 0.0, 0.0, -0.4, 75.0, -1.5,2021-01-03 01:00:00, -6999.0, -5.0,1
2.1, -1.5, -1.497, 79.42, 0.0, 0.0, -0.4, 79.0, -1.9,2021-01-03 02:00:00, -6999.0, -4.0,1
2.1, -2.2, -2.225, 82.3, 0.0, 0.0, -0.4, 82.0, -2.2,2021-01-03 03:00:00, -6999.0, -4.0,1
2.1, -2.8, -2.833, 82.5, 0.0, 0.0, -0.4, 83.0, -3.3,2021-01-03 04:00:00, -6999.0, -5.0,1
2.1, -2.6, -2.599, 77.81, 0.0, 0.0, -0.4, 78.0, -3.4,2021-01-03 05:00:00, -6999.0, -5.0,1
2.1, -2.6, -2.575, 81.0, 0.0, 0.0, -0.4, 81.0, -3.4,2021-01-03 06:00:00, -6999.0, -5.0,1
2.1, -2.8, -2.782, 80.8, 0.0, 0.0, -2.4, 81.0, -2.7,2021-01-03 07:00:00, -6999.0, -5.0,1
2.1, -2.8, -2.786, 76.68, 0.0, 0.0, -2.4, 77.0, -2.8,2021-01-03 08:00:00, -6999.0, -6.0,1
2.1, -2.7, -2.714, 75.49, 0.0, 0.0, -2.4, 75.0, -3.0,2021-01-03 09:00:00, -6999.0, -6.0,1
2.1, -2.3, -2.289, 73.63, 0.0, 0.0, -2.1, 74.0, -3.0,2021-01-03 10:00:00, -6999.0, -6.0,1
2.1, -2.0, -2.032, 75.29, 0.0, 0.0, -2.0, 75.0, -3.0,2021-01-03 11:00:00, -6999.0, -5.0,1
2.1, -0.8, -0.834, 72.1, 0.0, 0.0, -0.2, 72.0, -3.0,2021-01-03 12:00:00, -6999.0, -5.0,1
2.1, -0.5, -0.46, 74.31, 0.0, 0.0, 1.2, 74.0, -3.0,2021-01-03 13:00:00, -6999.0, -4.0,1
2.1, 0.3, 0.327, 68.17, 0.0, 0.0, 1.2, 68.0, -3.0,2021-01-03 14:00:00, -6999.0, -5.0,1
2.1, -0.6, -0.56, 76.79, 0.0, 0.0, 1.2, 77.0, -3.0,2021-01-03 15:00:00, -6999.0, -4.0,1
2.1, -1.8, -1.77, 88.6, 0.1, 0.0, 1.2, 89.0, -3.0,2021-01-03 16:00:00, -6999.0, -3.0,1
2.4, -2.2, -2.202, 91.9, 0.3, 0.0, 1.2, 92.0, -3.0,2021-01-03 17:00:00, -6999.0, -3.0,1
2.4, -2.2, -2.193, 89.7, 0.0, 0.0, 1.2, 90.0, -3.0,2021-01-03 18:00:00, -6999.0, -3.0,1
2.4, -2.1, -2.098, 89.4, 0.0, 0.0, -1.5, 89.0, -2.2,2021-01-03 19:00:00, -6999.0, -4.0,1
2.4, -2.4, -2.404, 88.6, 0.0, 0.0, -1.5, 89.0, -2.5,2021-01-03 20:00:00, -6999.0, -4.0,1
2.1, -2.7, -2.694, 98.6, 0.0, 0.0, -1.5, 99.0, -2.9,2021-01-03 21:00:00, -6999.0, -3.0,1
1.2, -2.7, -2.69, 99.2, 0.0, 0.0, -1.5, 99.0, -2.9,2021-01-03 22:00:00, -6999.0, -3.0,1
0.7, -2.8, -2.782, 99.9, 0.0, 0.0, -1.5, 100.0, -2.9,2021-01-03 23:00:00, -6999.0, -3.0,1
0.3, -3.1, -3.12, 99.9, 0.0, 0.0, -1.5, 100.0, -3.6,2021-01-04 00:00:00, -6999.0, -3.0,1
0.3, -3.0, -3.04, 97.7, 0.0, 0.0, -1.5, 98.0, -3.7,2021-01-04 01:00:00, -6999.0, -3.0,1
0.3, -2.5, -2.511, 91.5, 0.0, 0.0, -1.5, 92.0, -3.7,2021-01-04 02:00:00, -6999.0, -4.0,1
0.3, -2.9, -2.861, 99.9, 0.1, 0.0, -1.5, 100.0, -3.7,2021-01-04 03:00:00, -6999.0, -3.0,1
1.1, -3.4, -3.398, 99.9, 0.8, 1.0, -1.5, 100.0, -3.7,2021-01-04 04:00:00, -6999.0, -3.0,1
2.5, -3.2, -3.175, 99.9, 1.4, 2.0, -1.5, 100.0, -3.7,2021-01-04 05:00:00, -6999.0, -3.0,1
3.8, -3.1, -3.124, 99.9, 1.3, 1.0, -1.5, 100.0, -3.7,2021-01-04 06:00:00, -6999.0, -3.0,1
5.2, -3.1, -3.128, 99.9, 1.4, 1.0, -2.9, 100.0, -3.2,2021-01-04 07:00:00, -6999.0, -3.0,1
5.4, -2.9, -2.913, 99.9, 0.2, 0.0, -2.8, 100.0, -3.2,2021-01-04 08:00:00, -6999.0, -3.0,1
5.6, -2.8, -2.841, 99.9, 0.2, 0.0, -2.8, 100.0, -3.2,2021-01-04 09:00:00, -6999.0, -3.0,1
5.6, -1.8, -1.776, 99.9, 0.0, 0.0, -1.8, 100.0, -3.2,2021-01-04 10:00:00, -6999.0, -2.0,1
5.9, -1.6, -1.602, 99.9, 0.3, 0.0, -1.6, 100.0, -3.2,2021-01-04 11:00:00, -6999.0, -2.0,1
6.4, -1.8, -1.804, 99.9, 0.5, 1.0, -1.4, 100.0, -3.2,2021-01-04 12:00:00, -6999.0, -2.0,1
7.0, -1.9, -1.92, 99.9, 0.6, 1.0, -1.4, 100.0, -3.2,2021-01-04 13:00:00, -6999.0, -2.0,1
7.5, -2.0, -1.988, 99.9, 0.5, 1.0, -1.4, 100.0, -3.2,2021-01-04 14:00:00, -6999.0, -2.0,1
7.7, -1.5, -1.463, 99.9, 0.2, 0.0, -1.3, 100.0, -3.2,2021-01-04 15:00:00, -6999.0, -2.0,1
8.0, -2.1, -2.1, 99.9, 0.3, 0.0, -1.3, 100.0, -3.2,2021-01-04 16:00:00, -6999.0, -2.0,1
8.2, -0.6, -0.576, 99.9, 0.5, 1.0, -0.7, 100.0, -3.2,2021-01-04 17:00:00, -6999.0, 0.0,1
8.2, -0.7, -0.728, 85.3, 0.0, 0.0, -0.2, 85.0, -3.2,2021-01-04 18:00:00, -6999.0, -2.0,1
8.2, -0.9, -0.86, 77.78, 0.0, 0.0, -0.6, 78.0, -0.9,2021-01-04 19:00:00, -6999.0, -4.0,1
8.2, -1.2, -1.229, 79.04, 0.0, 0.0, -0.6, 79.0, -2.0,2021-01-04 20:00:00, -6999.0, -4.0,1
8.2, -1.4, -1.386, 77.78, 0.0, 0.0, -0.6, 78.0, -2.0,2021-01-04 21:00:00, -6999.0, -5.0,1
8.2, -1.6, -1.616, 80.1, 0.0, 0.0, -0.6, 80.0, -2.2,2021-01-04 22:00:00, -6999.0, -4.0,1
8.2, -1.7, -1.736, 80.4, 0.0, 0.0, -0.6, 80.0, -2.2,2021-01-04 23:00:00, -6999.0, -4.0,1
8.2, -2.8, -2.813, 85.5, 0.0, 0.0, -0.6, 86.0, -3.4,2021-01-05 00:00:00, -6999.0, -5.0,1
8.2, -4.2, -4.205, 85.4, 0.0, 0.0, -0.6, 85.0, -4.2,2021-01-05 01:00:00, -6999.0, -6.0,1
8.2, -3.5, -3.497, 83.5, 0.0, 0.0, -0.6, 84.0, -4.4,2021-01-05 02:00:00, -6999.0, -6.0,1
8.2, -2.9, -2.857, 79.29, 0.0, 0.0, -0.6, 79.0, -4.5,2021-01-05 03:00:00, -6999.0, -6.0,1
7.4, -3.5, -3.465, 84.5, 0.0, 0.0, -0.6, 85.0, -4.7,2021-01-05 04:00:00, -6999.0, -5.0,1
6.0, -4.6, -4.646, 88.1, 0.0, 0.0, -0.6, 88.0, -4.7,2021-01-05 05:00:00, -6999.0, -6.0,1
4.7, -5.3, -5.295, 88.2, 0.0, 0.0, -0.6, 88.0, -6.1,2021-01-05 06:00:00, -6999.0, -7.0,1
3.3, -6.2, -6.173, 91.7, 0.0, 0.0, -5.1, 92.0, -7.2,2021-01-05 07:00:00, -6999.0, -7.0,1
3.1, -5.8, -5.834, 87.5, 0.0, 0.0, -4.8, 88.0, -7.2,2021-01-05 08:00:00, -6999.0, -7.0,1
2.9, -5.5, -5.539, 92.2, 0.0, 0.0, -4.8, 92.0, -7.2,2021-01-05 09:00:00, -6999.0, -6.0,1
2.9, -4.9, -4.913, 99.8, 0.0, 0.0, -4.8, 100.0, -7.2,2021-01-05 10:00:00, -6999.0, -5.0,1
2.6, -4.5, -4.464, 99.8, 0.0, 0.0, -4.3, 100.0, -7.2,2021-01-05 11:00:00, -6999.0, -4.0,1
2.1, -4.1, -4.102, 99.9, 0.0, 0.0, -4.0, 100.0, -7.2,2021-01-05 12:00:00, -6999.0, -4.0,1
1.5, -3.6, -3.56, 99.9, 0.0, 0.0, -3.5, 100.0, -7.2,2021-01-05 13:00:00, -6999.0, -4.0,1
1.0, -3.3, -3.3, 99.9, 0.0, 0.0, -3.3, 100.0, -7.2,2021-01-05 14:00:00, -6999.0, -3.0,1
1.2, -3.4, -3.443, 99.9, 0.4, 1.0, -3.2, 100.0, -7.2,2021-01-05 15:00:00, -6999.0, -4.0,1
0.9, -3.2, -3.157, 99.9, 0.1, 0.0, -3.1, 100.0, -7.2,2021-01-05 16:00:00, -6999.0, -3.0,1
0.6, -3.0, -2.965, 99.9, 0.2, 0.0, -2.9, 100.0, -7.2,2021-01-05 17:00:00, -6999.0, -3.0,1
0.8, -2.5, -2.531, 97.7, 0.2, 0.0, -2.5, 98.0, -7.2,2021-01-05 18:00:00, -6999.0, -3.0,1
0.8, -2.5, -2.487, 99.9, 0.1, 0.0, -2.3, 100.0, -2.6,2021-01-05 19:00:00, -6999.0, -2.0,1
1.6, -2.5, -2.511, 99.9, 0.8, 1.0, -2.3, 100.0, -2.7,2021-01-05 20:00:00, -6999.0, -3.0,1
2.0, -2.8, -2.778, 99.9, 0.4, 0.0, -2.3, 100.0, -2.8,2021-01-05 21:00:00, -6999.0, -3.0,1
2.0, -2.3, -2.277, 95.7, 0.0, 0.0, -2.3, 96.0, -2.8,2021-01-05 22:00:00, -6999.0, -3.0,1
2.2, -2.1, -2.07, 96.9, 0.2, 0.0, -2.1, 97.0, -2.8,2021-01-05 23:00:00, -6999.0, -3.0,1
2.8, -2.1, -2.118, 99.9, 0.6, 1.0, -2.0, 100.0, -2.8,2021-01-06 00:00:00, -6999.0, -2.0,1
3.5, -2.0, -1.971, 99.9, 0.7, 1.0, -1.9, 100.0, -2.8,2021-01-06 01:00:00, -6999.0, -2.0,1
3.9, -2.0, -1.973, 99.9, 0.4, 0.0, -1.9, 100.0, -2.8,2021-01-06 02:00:00, -6999.0, -2.0,1
3.9, -1.9, -1.935, 99.9, 0.0, 0.0, -1.9, 100.0, -2.8,2021-01-06 03:00:00, -6999.0, -2.0,1
3.9, -1.6, -1.584, 99.9, 0.0, 0.0, -1.6, 100.0, -2.8,2021-01-06 04:00:00, -6999.0, -2.0,1
3.9, -1.8, -1.837, 100.0, 0.1, 0.0, -1.6, 100.0, -2.8,2021-01-06 05:00:00, -6999.0, -2.0,1
3.9, -1.9, -1.942, 99.9, 0.0, 0.0, -1.6, 100.0, -2.8,2021-01-06 06:00:00, -6999.0, -2.0,1
3.9, -1.9, -1.924, 99.9, 0.0, 0.0, -1.9, 100.0, -2.0,2021-01-06 07:00:00, -6999.0, -2.0,1
3.9, -1.9, -1.899, 99.9, 0.0, 0.0, -1.8, 100.0, -2.0,2021-01-06 08:00:00, -6999.0, -2.0,1
3.9, -1.5, -1.511, 99.9, 0.0, 0.0, -1.5, 100.0, -2.0,2021-01-06 09:00:00, -6999.0, -2.0,1
3.9, -1.3, -1.308, 99.9, 0.0, 0.0, -1.3, 100.0, -2.0,2021-01-06 10:00:00, -6999.0, -1.0,1
3.9, -1.0, -1.049, 99.9, 0.0, 0.0, -1.0, 100.0, -2.0,2021-01-06 11:00:00, -6999.0, -1.0,1
3.9, -0.9, -0.885, 99.9, 0.0, 0.0, -0.8, 100.0, -2.0,2021-01-06 12:00:00, -6999.0, -1.0,1
3.9, -0.3, -0.346, 97.2, 0.0, 0.0, -0.2, 97.0, -2.0,2021-01-06 13:00:00, -6999.0, -1.0,1
3.9, -0.7, -0.659, 100.0, 0.0, 0.0, 0.3, 100.0, -2.0,2021-01-06 14:00:00, -6999.0, -1.0,1
3.5, -1.2, -1.162, 99.9, 0.0, 0.0, 0.3, 100.0, -2.0,2021-01-06 15:00:00, -6999.0, -1.0,1
3.5, -1.5, -1.507, 99.9, 0.0, 0.0, 0.3, 100.0, -2.0,2021-01-06 16:00:00, -6999.0, -2.0,1
3.3, -2.2, -2.218, 99.9, 0.0, 0.0, 0.3, 100.0, -2.3,2021-01-06 17:00:00, -6999.0, -2.0,1
3.1, -3.3, -3.302, 99.9, 0.0, 0.0, 0.3, 100.0, -3.8,2021-01-06 18:00:00, -6999.0, -4.0,1
3.1, -2.4, -2.42, 99.9, 0.0, 0.0, -2.6, 100.0, -3.7,2021-01-06 19:00:00, -6999.0, -2.0,1
2.3, -1.7, -1.72, 99.9, 0.0, 0.0, -1.7, 100.0, -3.7,2021-01-06 20:00:00, -6999.0, -2.0,1
1.9, -1.4, -1.383, 99.9, 0.0, 0.0, -1.4, 100.0, -3.7,2021-01-06 21:00:00, -6999.0, -2.0,1
1.9, -1.3, -1.265, 99.9, 0.0, 0.0, -0.8, 100.0, -3.7,2021-01-06 22:00:00, -6999.0, -1.0,1
1.7, -1.6, -1.566, 99.9, 0.0, 0.0, -0.8, 100.0, -3.7,2021-01-06 23:00:00, -6999.0, -2.0,1
1.1, -2.3, -2.294, 99.9, 0.0, 0.0, -0.8, 100.0, -3.7,2021-01-07 00:00:00, -6999.0, -2.0,1
0.4, -3.7, -3.661, 99.9, 0.0, 0.0, -0.8, 100.0, -3.7,2021-01-07 01:00:00, -6999.0, -4.0,1
0.0, -4.8, -4.814, 99.9, 0.0, 0.0, -0.8, 100.0, -5.2,2021-01-07 02:00:00, -6999.0, -5.0,1
0.0, -4.6, -4.611, 98.7, 0.0, 0.0, -0.8, 99.0, -5.2,2021-01-07 03:00:00, -6999.0, -5.0,1
0.0, -4.0, -4.046, 99.9, 0.0, 0.0, -0.8, 100.0, -5.2,2021-01-07 04:00:00, -6999.0, -4.0,1
0.0, -3.2, -3.203, 99.9, 0.0, 0.0, -0.8, 100.0, -5.2,2021-01-07 05:00:00, -6999.0, -3.0,1
0.0, -2.7, -2.714, 99.9, 0.0, 0.0, -0.8, 100.0, -5.2,2021-01-07 06:00:00, -6999.0, -3.0,1
0.0, -3.0, -3.012, 99.9, 0.0, 0.0, -2.6, 100.0, -3.1,2021-01-07 07:00:00, -6999.0, -3.0,1
0.0, -3.3, -3.334, 99.9, 0.0, 0.0, -2.6, 100.0, -3.4,2021-01-07 08:00:00, -6999.0, -3.0,1
0.0, -3.2, -3.175, 99.9, 0.0, 0.0, -2.6, 100.0, -3.4,2021-01-07 09:00:00, -6999.0, -3.0,1
0.0, -3.1, -3.117, 99.9, 0.0, 0.0, -2.6, 100.0, -3.4,2021-01-07 10:00:00, -6999.0, -3.0,1
0.0, -3.0, -3.037, 98.2, 0.0, 0.0, -2.6, 98.0, -3.5,2021-01-07 11:00:00, -6999.0, -3.0,1
0.0, -2.7, -2.656, 92.1, 0.0, 0.0, -2.4, 92.0, -3.5,2021-01-07 12:00:00, -6999.0, -4.0,1
0.0, -2.5, -2.544, 95.0, 0.0, 0.0, -2.2, 95.0, -3.5,2021-01-07 13:00:00, -6999.0, -3.0,1
0.0, -2.4, -2.381, 99.9, 0.0, 0.0, -2.2, 100.0, -3.5,2021-01-07 14:00:00, -6999.0, -2.0,1
0.0, -2.7, -2.676, 99.9, 0.0, 0.0, -2.2, 100.0, -3.5,2021-01-07 15:00:00, -6999.0, -2.0,1
0.0, -2.6, -2.624, 99.9, 0.0, 0.0, -2.2, 100.0, -3.5,2021-01-07 16:00:00, -6999.0, -3.0,1
0.0, -3.1, -3.106, 99.9, 0.0, 0.0, -2.2, 100.0, -3.5,2021-01-07 17:00:00, -6999.0, -3.0,1
0.0, -3.3, -3.263, 99.9, 0.0, 0.0, -2.2, 100.0, -3.5,2021-01-07 18:00:00, -6999.0, -3.0,1
0.0, -3.2, -3.183, 99.9, 0.0, 0.0, -3.2, 100.0, -3.4,2021-01-07 19:00:00, -6999.0, -4.0,1
0.0, -3.1, -3.072, 100.0, 0.0, 0.0, -3.0, 100.0, -3.4,2021-01-07 20:00:00, -6999.0, -3.0,1
0.0, -3.2, -3.239, 99.8, 0.0, 0.0, -3.0, 100.0, -3.4,2021-01-07 21:00:00, -6999.0, -3.0,1
0.0, -3.2, -3.211, 99.9, 0.0, 0.0, -3.0, 100.0, -3.4,2021-01-07 22:00:00, -6999.0, -3.0,1
0.0, -3.1, -3.132, 99.9, 0.0, 0.0, -3.0, 100.0, -3.4,2021-01-07 23:00:00, -6999.0, -3.0,1
