pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 0.352, None, None,2021-01-03 00:00:00, 0.4, None, -6999.0, 0.4, -0.1, None, None, -6999.0, None, None, None, 105.1,1
None, None, 0.345, None, None,2021-01-03 01:00:00, 0.4, None, -6999.0, 0.3, -0.1, 0.6, 1.0, -6999.0, None, None, 106.0, 105.8,1
None, None, 0.325, None, None,2021-01-03 02:00:00, 0.5, None, -6999.0, 0.3, -0.1, None, None, -6999.0, None, None, None, 105.8,1
None, None, 0.328, None, None,2021-01-03 03:00:00, 0.5, None, -6999.0, 0.3, -0.1, 0.3, 1.0, -6999.0, None, None, 106.0, 106.2,1
None, None, 0.282, None, None,2021-01-03 04:00:00, 0.5, None, -6999.0, 0.3, -0.1, 0.1, -1.0, -6999.0, None, None, 105.0, 104.7,1
None, None, 0.12, None, None,2021-01-03 05:00:00, 0.5, None, -6999.0, 0.1, -0.1, 0.3, 2.0, -6999.0, None, None, 107.0, 106.6,1
None, None, 0.007, None, None,2021-01-03 06:00:00, 0.5, None, -6999.0, 0.0, -0.1, 0.4, 1.0, -6999.0, None, None, 107.0, 106.9,1
None, None, 0.043, None, None,2021-01-03 07:00:00, 0.1, None, -6999.0, 0.0, 0.0, 0.6, 2.0, -6999.0, None, None, 108.0, 108.2,1
None, None, 0.067, None, None,2021-01-03 08:00:00, 0.1, None, -6999.0, 0.1, 0.0, 1.4, 2.0, -6999.0, None, None, 109.0, 109.4,1
None, None, 0.024, None, None,2021-01-03 09:00:00, 0.1, None, -6999.0, 0.0, 0.0, 0.5, 2.0, -6999.0, None, None, 111.0, 110.5,1
None, None, 0.107, None, None,2021-01-03 10:00:00, 0.1, None, -6999.0, 0.1, 0.0, 0.8, 3.0, -6999.0, None, None, 113.0, 112.9,1
None, None, 0.381, None, None,2021-01-03 11:00:00, 0.4, None, -6999.0, 0.4, 0.0, 1.1, -2.0, -6999.0, None, None, 111.0, 111.2,1
None, None, 0.271, None, None,2021-01-03 12:00:00, 0.5, None, -6999.0, 0.3, 0.0, 0.6, 1.0, -6999.0, None, None, 112.0, 112.0,1
None, None, 0.258, None, None,2021-01-03 13:00:00, 0.5, None, -6999.0, 0.3, 0.0, 0.5, -2.0, -6999.0, None, None, 111.0, 110.5,1
None, None, 0.43, None, None,2021-01-03 14:00:00, 0.5, None, -6999.0, 0.4, 0.0, 0.6, 2.0, -6999.0, None, None, 112.0, 111.9,1
None, None, 0.278, None, None,2021-01-03 15:00:00, 0.6, None, -6999.0, 0.3, 0.0, 0.4, -1.0, -6999.0, None, None, 111.0, 111.2,1
None, None, 0.226, None, None,2021-01-03 16:00:00, 0.6, None, -6999.0, 0.2, 0.0, 0.6, -2.0, -6999.0, None, None, 109.0, 109.3,1
None, None, 0.248, None, None,2021-01-03 17:00:00, 0.6, None, -6999.0, 0.2, 0.0, 0.7, 0.0, -6999.0, None, None, 109.0, 109.4,1
None, None, 0.179, None, None,2021-01-03 18:00:00, 0.6, None, -6999.0, 0.2, 0.0, 0.5, 2.0, -6999.0, None, None, 111.0, 110.7,1
None, None, 0.147, None, None,2021-01-03 19:00:00, 0.2, None, -6999.0, 0.1, 0.1, 0.7, -1.0, -6999.0, None, None, 110.0, 110.2,1
None, None, -0.217, None, None,2021-01-03 20:00:00, 0.2, None, -6999.0, -0.2, -0.2, 0.4, -1.0, -6999.0, None, None, 109.0, 108.7,1
None, None, -0.257, None, None,2021-01-03 21:00:00, 0.2, None, -6999.0, -0.3, -0.3, 0.0, 2.0, -6999.0, None, None, 110.0, 109.9,1
None, None, -0.311, None, None,2021-01-03 22:00:00, 0.2, None, -6999.0, -0.3, -0.3, 0.0, 0.0, -6999.0, None, None, 110.0, 109.5,1
None, None, -0.293, None, None,2021-01-03 23:00:00, 0.2, None, -6999.0, -0.3, -0.3, 0.0, -1.0, -6999.0, None, None, 109.0, 108.7,1
None, None, -1.012, None, None,2021-01-04 00:00:00, 0.2, None, -6999.0, -1.0, -1.0, 0.0, 2.0, -6999.0, None, None, 110.0, 109.8,1
None, None, -1.565, None, None,2021-01-04 01:00:00, 0.2, None, -6999.0, -1.6, -1.7, 0.2, 0.0, -6999.0, None, None, 110.0, 109.7,1
10.6, None, -1.22, None, None,2021-01-04 02:00:00, 0.2, None, -6999.0, -1.2, -1.7, 0.0, 0.0, -6999.0, None, None, 110.0, None,1
10.3, None, -1.411, None, None,2021-01-04 03:00:00, 0.2, None, -6999.0, -1.4, -2.2, 0.0, -4.0, -6999.0, None, None, 106.0, 105.9,1
10.3, None, -1.853, None, None,2021-01-04 04:00:00, 0.2, None, -6999.0, -1.9, -2.2, 0.0, 2.0, -6999.0, None, None, 107.0, 107.4,1
10.0, None, -3.0, None, None,2021-01-04 05:00:00, 0.2, None, -6999.0, -3.0, -3.0, 0.0, 2.0, -6999.0, None, None, 109.0, 109.2,1
9.6, None, -4.082, None, None,2021-01-04 06:00:00, 0.2, None, -6999.0, -4.1, -4.1, 0.1, -1.0, -6999.0, None, None, 109.0, 108.6,1
9.0, None, -4.345, None, None,2021-01-04 07:00:00, -3.9, None, -6999.0, -4.3, -4.3, 0.0, 0.0, -6999.0, None, None, 108.0, 108.2,1
7.6, None, -4.553, None, None,2021-01-04 08:00:00, -3.9, None, -6999.0, -4.6, -4.6, 0.1, 0.0, -6999.0, None, None, 108.0, 107.7,1
7.1, None, -4.51, None, None,2021-01-04 09:00:00, -3.9, None, -6999.0, -4.5, -4.9, 0.1, 0.0, -6999.0, None, None, 108.0, 107.6,1
6.3, None, -3.81, None, None,2021-01-04 10:00:00, -3.8, None, -6999.0, -3.8, -4.9, 0.0, 0.0, -6999.0, None, None, 108.0, 107.6,1
5.5, None, -3.185, None, None,2021-01-04 11:00:00, -3.1, None, -6999.0, -3.2, -4.9, 0.3, 2.0, -6999.0, None, None, 109.0, 108.7,1
5.1, None, -2.379, None, None,2021-01-04 12:00:00, -2.4, None, -6999.0, -2.4, -4.9, 0.2, -1.0, -6999.0, None, None, 108.0, 108.2,1
None, None, -1.713, None, None,2021-01-04 13:00:00, -1.7, None, -6999.0, -1.7, -4.9, -0.1, -1.0, -6999.0, None, None, 107.0, 107.4,1
None, None, -1.243, None, None,2021-01-04 14:00:00, -1.2, None, -6999.0, -1.2, -4.9, -0.1, 1.0, -6999.0, None, None, 108.0, 108.2,1
None, None, -1.952, None, None,2021-01-04 15:00:00, -1.2, None, -6999.0, -2.0, -4.9, None, None, -6999.0, None, None, None, 108.0,1
None, None, -1.82, None, None,2021-01-04 16:00:00, -1.2, None, -6999.0, -1.8, -4.9, 0.1, 0.0, -6999.0, None, None, 108.0, 108.1,1
None, None, -1.815, None, None,2021-01-04 17:00:00, -1.2, None, -6999.0, -1.8, -4.9, 0.2, 1.0, -6999.0, None, None, 109.0, 108.6,1
None, None, -1.6, None, None,2021-01-04 18:00:00, -1.2, None, -6999.0, -1.6, -4.9, 0.2, 0.0, -6999.0, None, None, 109.0, 108.6,1
None, None, -1.445, None, None,2021-01-04 19:00:00, -1.4, None, -6999.0, -1.4, -1.6, 0.2, 1.0, -6999.0, None, None, 110.0, 109.5,1
None, None, -1.746, None, None,2021-01-04 20:00:00, -1.4, None, -6999.0, -1.7, -1.7, 0.5, 1.0, -6999.0, None, None, 110.0, 110.3,1
None, None, -1.797, None, None,2021-01-04 21:00:00, -1.4, None, -6999.0, -1.8, -1.8, 0.6, 1.0, -6999.0, None, None, 111.0, 111.1,1
None, None, -1.441, None, None,2021-01-04 22:00:00, -1.4, None, -6999.0, -1.4, -1.8, 0.1, 1.0, -6999.0, None, None, 111.0, 111.4,1
None, None, -1.047, None, None,2021-01-04 23:00:00, -1.0, None, -6999.0, -1.0, -1.8, 0.2, 0.0, -6999.0, None, None, 111.0, 111.1,1
None, None, -0.96, None, None,2021-01-05 00:00:00, -0.9, None, -6999.0, -1.0, -1.8, 0.0, 0.0, -6999.0, None, None, 111.0, 110.9,1
None, None, -1.051, None, None,2021-01-05 01:00:00, -0.8, None, -6999.0, -1.1, -1.8, 0.1, 0.0, -6999.0, None, None, 111.0, 110.7,1
None, None, -0.787, None, None,2021-01-05 02:00:00, -0.8, None, -6999.0, -0.8, -1.8, -0.1, 0.0, -6999.0, None, None, 110.0, 110.4,1
None, None, -0.67, None, None,2021-01-05 03:00:00, -0.6, None, -6999.0, -0.7, -1.8, 0.4, 0.0, -6999.0, None, None, 111.0, 110.6,1
None, None, -0.507, None, None,2021-01-05 04:00:00, -0.5, None, -6999.0, -0.5, -1.8, None, None, -6999.0, None, None, None, 111.4,1
None, None, -0.53, None, None,2021-01-05 05:00:00, -0.5, None, -6999.0, -0.5, -1.8, 0.1, -1.0, -6999.0, None, None, 111.0, 110.8,1
None, None, -0.422, None, None,2021-01-05 06:00:00, -0.3, None, -6999.0, -0.4, -1.8, 0.0, 1.0, -6999.0, None, None, 111.0, 111.3,1
None, None, -0.774, None, None,2021-01-05 07:00:00, -0.3, None, -6999.0, -0.8, -0.8, 0.5, 0.0, -6999.0, None, None, 111.0, 111.1,1
None, None, -0.834, None, None,2021-01-05 08:00:00, -0.3, None, -6999.0, -0.8, -0.9, 0.2, 0.0, -6999.0, None, None, 111.0, 110.7,1
None, None, -1.152, None, None,2021-01-05 09:00:00, -0.3, None, -6999.0, -1.2, -1.2, 0.2, 1.0, -6999.0, None, None, 112.0, 111.5,1
None, None, -1.458, None, None,2021-01-05 10:00:00, -0.3, None, -6999.0, -1.5, -1.4, 0.6, 0.0, -6999.0, None, None, 111.0, 111.4,1
None, None, -1.493, None, None,2021-01-05 11:00:00, -0.3, None, -6999.0, -1.5, -1.5, 0.8, 2.0, -6999.0, None, None, 113.0, 112.9,1
None, None, -1.425, None, None,2021-01-05 12:00:00, -0.3, None, -6999.0, -1.4, -1.5, 1.1, 2.0, -6999.0, None, None, 115.0, 114.5,1
None, None, -1.292, None, None,2021-01-05 13:00:00, -0.3, None, -6999.0, -1.3, -1.5, 1.2, 1.0, -6999.0, None, None, 115.0, 115.2,1
None, None, -1.24, None, None,2021-01-05 14:00:00, -0.3, None, -6999.0, -1.2, -1.5, 1.0, 4.0, -6999.0, None, None, 119.0, 118.5,1
None, None, -1.219, None, None,2021-01-05 15:00:00, -0.3, None, -6999.0, -1.2, -1.5, 1.1, 1.0, -6999.0, None, None, 119.0, 118.9,1
None, None, -1.24, None, None,2021-01-05 16:00:00, -0.3, None, -6999.0, -1.2, -1.5, 1.3, 2.0, -6999.0, None, None, 120.0, 119.8,1
None, None, -1.253, None, None,2021-01-05 17:00:00, -0.3, None, -6999.0, -1.3, -1.5, 1.2, 4.0, -6999.0, None, None, 123.0, 122.8,1
None, None, -1.193, None, None,2021-01-05 18:00:00, -0.3, None, -6999.0, -1.2, -1.5, 0.8, 2.0, -6999.0, None, None, 125.0, 124.6,1
None, None, -1.15, None, None,2021-01-05 19:00:00, -1.2, None, -6999.0, -1.2, -1.2, 0.5, 1.0, -6999.0, None, None, 125.0, 125.3,1
None, None, -1.147, None, None,2021-01-05 20:00:00, -1.1, None, -6999.0, -1.1, -1.2, 0.2, 0.0, -6999.0, None, None, 125.0, 125.1,1
None, None, -1.325, None, None,2021-01-05 21:00:00, -1.1, None, -6999.0, -1.3, -1.3, 0.1, 0.0, -6999.0, None, None, 125.0, 125.3,1
None, None, -1.764, None, None,2021-01-05 22:00:00, -1.1, None, -6999.0, -1.8, -1.8, 0.0, 0.0, -6999.0, None, None, 125.0, 124.9,1
None, None, -2.243, None, None,2021-01-05 23:00:00, -1.1, None, -6999.0, -2.2, -2.3, 0.0, 0.0, -6999.0, None, None, 125.0, 124.6,1
None, None, -2.667, None, None,2021-01-06 00:00:00, -1.1, None, -6999.0, -2.7, -2.7, 0.0, 0.0, -6999.0, None, None, 124.0, 124.1,1
None, None, -2.901, None, None,2021-01-06 01:00:00, -1.1, None, -6999.0, -2.9, -2.9, 0.1, 0.0, -6999.0, None, None, 124.0, 123.8,1
None, None, -3.57, None, None,2021-01-06 05:00:00, -1.1, None, -6999.0, -3.6, -3.9, 0.0, 0.0, -6999.0, None, None, 122.0, 122.2,1
None, None, -3.503, None, None,2021-01-06 06:00:00, -1.1, None, -6999.0, -3.5, -3.9, 0.0, 1.0, -6999.0, None, None, 123.0, 122.5,1
None, None, -4.31, None, None,2021-01-06 07:00:00, -3.3, None, -6999.0, -4.3, -4.3, 0.0, -1.0, -6999.0, None, None, 121.0, 121.4,1
None, None, -3.79, None, None,2021-01-06 08:00:00, -3.3, None, -6999.0, -3.8, -4.4, 0.0, -2.0, -6999.0, None, None, 119.0, 118.9,1
None, None, -3.19, None, None,2021-01-06 09:00:00, -3.2, None, -6999.0, -3.2, -4.4, 0.1, 4.0, -6999.0, None, None, 122.0, 121.9,1
None, None, -2.851, None, None,2021-01-06 10:00:00, -2.9, None, -6999.0, -2.9, -4.4, 0.1, 0.0, -6999.0, None, None, 122.0, 122.1,1
None, None, -2.49, None, None,2021-01-06 11:00:00, -2.5, None, -6999.0, -2.5, -4.4, 0.1, 1.0, -6999.0, None, None, 123.0, 122.5,1
None, None, -2.09, None, None,2021-01-06 12:00:00, -2.1, None, -6999.0, -2.1, -4.4, 0.0, 0.0, -6999.0, None, None, 122.0, 122.2,1
None, None, -1.93, None, None,2021-01-06 13:00:00, -1.9, None, -6999.0, -1.9, -4.4, 0.7, 1.0, -6999.0, None, None, 123.0, 122.6,1
None, None, -1.349, None, None,2021-01-06 14:00:00, -1.3, None, -6999.0, -1.3, -4.4, 1.4, 4.0, -6999.0, None, None, 126.0, 126.2,1
None, None, -1.175, None, None,2021-01-06 15:00:00, -1.0, None, -6999.0, -1.2, -4.4, None, None, -6999.0, None, None, None, 125.3,1
None, None, -1.26, None, None,2021-01-06 16:00:00, -1.0, None, -6999.0, -1.3, -4.4, 0.2, 1.0, -6999.0, None, None, 126.0, 126.3,1
None, None, -2.058, None, None,2021-01-06 17:00:00, -1.0, None, -6999.0, -2.1, -4.4, None, None, -6999.0, None, None, None, 126.8,1
None, None, -2.755, None, None,2021-01-06 18:00:00, -1.0, None, -6999.0, -2.8, -4.4, 0.0, 0.0, -6999.0, None, None, 127.0, 126.5,1
None, None, -2.097, None, None,2021-01-06 19:00:00, -2.1, None, -6999.0, -2.1, -2.8, 0.1, 0.0, -6999.0, None, None, 126.0, 126.1,1
None, None, -2.097, None, None,2021-01-06 20:00:00, -2.0, None, -6999.0, -2.1, -2.8, -0.1, 0.0, -6999.0, None, None, 126.0, 126.0,1
None, None, -2.05, None, None,2021-01-06 21:00:00, -2.0, None, -6999.0, -2.1, -2.8, 0.0, 0.0, -6999.0, None, None, 126.0, 125.8,1
None, None, -1.598, None, None,2021-01-06 22:00:00, -1.6, None, -6999.0, -1.6, -2.8, 0.0, 0.0, -6999.0, None, None, 126.0, 125.8,1
None, None, -1.918, None, None,2021-01-06 23:00:00, -1.3, None, -6999.0, -1.9, -2.8, 0.0, -1.0, -6999.0, None, None, 125.0, 124.6,1
None, None, -1.767, None, None,2021-01-07 00:00:00, -1.3, None, -6999.0, -1.8, -2.8, 0.0, 2.0, -6999.0, None, None, 126.0, 125.9,1
None, None, -1.7, None, None,2021-01-07 01:00:00, -1.3, None, -6999.0, -1.7, -2.8, 0.0, -1.0, -6999.0, None, None, 125.0, 124.8,1
None, None, -1.792, None, None,2021-01-07 02:00:00, -1.3, None, -6999.0, -1.8, -2.8, 0.0, -1.0, -6999.0, None, None, 124.0, 123.5,1
None, None, -1.472, None, None,2021-01-07 03:00:00, -1.3, None, -6999.0, -1.5, -2.8, 0.0, 0.0, -6999.0, None, None, 124.0, 123.6,1
None, None, -1.57, None, None,2021-01-07 04:00:00, -1.3, None, -6999.0, -1.6, -2.8, 0.0, 0.0, -6999.0, None, None, 124.0, 123.7,1
None, None, -1.23, None, None,2021-01-07 05:00:00, -1.2, None, -6999.0, -1.2, -2.8, 0.0, 0.0, -6999.0, None, None, 123.0, 123.2,1
None, None, -1.098, None, None,2021-01-07 06:00:00, -0.8, None, -6999.0, -1.1, -2.8, 0.1, 2.0, -6999.0, None, None, 125.0, 124.6,1
None, None, -0.84, None, None,2021-01-07 07:00:00, -0.8, None, -6999.0, -0.8, -1.1, 0.0, 0.0, -6999.0, None, None, 125.0, 124.6,1
None, None, -0.484, None, None,2021-01-07 08:00:00, -0.4, None, -6999.0, -0.5, -1.1, None, None, -6999.0, None, None, None, 124.3,1
None, None, -0.401, None, None,2021-01-07 09:00:00, -0.3, None, -6999.0, -0.4, -1.1, 0.0, -2.0, -6999.0, None, None, 123.0, 122.6,1
None, None, -0.185, None, None,2021-01-07 10:00:00, -0.1, None, -6999.0, -0.2, -1.1, 0.1, 1.0, -6999.0, None, None, 123.0, 123.0,1
None, None, -0.178, None, None,2021-01-07 11:00:00, -0.1, None, -6999.0, -0.2, -1.1, 4.5, 2.0, -6999.0, None, None, 124.0, 124.4,1
None, None, 0.055, None, None,2021-01-07 12:00:00, 0.1, None, -6999.0, 0.1, -1.1, 0.1, -1.0, -6999.0, None, None, 123.0, 123.4,1
None, None, 0.134, None, None,2021-01-07 13:00:00, 0.2, None, -6999.0, 0.1, -1.1, 0.0, 2.0, -6999.0, None, None, 125.0, 124.5,1
None, None, 0.13, None, None,2021-01-07 14:00:00, 0.2, None, -6999.0, 0.1, -1.1, 0.6, -2.0, -6999.0, None, None, 122.0, 122.2,1
None, None, 0.06, None, None,2021-01-07 15:00:00, 0.2, None, -6999.0, 0.1, -1.1, 0.0, 2.0, -6999.0, None, None, 124.0, 123.5,1
None, None, -0.128, None, None,2021-01-07 16:00:00, 0.2, None, -6999.0, -0.1, -1.1, 0.6, 2.0, -6999.0, None, None, 125.0, 124.9,1
None, None, -0.367, None, None,2021-01-07 17:00:00, 0.2, None, -6999.0, -0.4, -1.1, 0.1, -1.0, -6999.0, None, None, 124.0, 123.9,1
None, None, -0.479, None, None,2021-01-07 18:00:00, 0.2, None, -6999.0, -0.5, -1.1, 0.4, 2.0, -6999.0, None, None, 125.0, 125.2,1
None, None, -0.32, None, None,2021-01-07 19:00:00, -0.3, None, -6999.0, -0.3, -0.5, 0.2, 0.0, -6999.0, None, None, 125.0, 125.1,1
None, None, -0.154, None, None,2021-01-07 20:00:00, -0.1, None, -6999.0, -0.2, -0.5, 0.2, -1.0, -6999.0, None, None, 124.0, 124.0,1
None, None, -0.363, None, None,2021-01-07 21:00:00, 0.0, None, -6999.0, -0.4, -0.5, 0.0, 0.0, -6999.0, None, None, 124.0, 123.6,1
None, None, -0.43, None, None,2021-01-07 22:00:00, 0.0, None, -6999.0, -0.4, -0.5, 0.1, 1.0, -6999.0, None, None, 124.0, 124.2,1
None, None, -0.903, None, None,2021-01-07 23:00:00, 0.0, None, -6999.0, -0.9, -0.9, 0.0, 0.0, -6999.0, None, None, 124.0, 124.2,1
