pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -4.897, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 08:00:00, None, None, None, None,1
None, -4.763, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 09:00:00, None, None, None, None,1
None, -4.553, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 10:00:00, None, None, None, None,1
None, -3.979, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 11:00:00, None, None, None, None,1
None, -4.314, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 12:00:00, None, None, None, None,1
None, -4.151, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 13:00:00, None, None, None, None,1
None, -4.371, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 14:00:00, None, None, None, None,1
None, -4.409, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 15:00:00, None, None, None, None,1
None, -4.199, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 16:00:00, None, None, None, None,1
None, -4.008, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 17:00:00, None, None, None, None,1
None, -3.807, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 18:00:00, None, None, None, None,1
None, -3.513, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 19:00:00, None, None, None, None,1
None, -2.999, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 20:00:00, None, None, None, None,1
None, -1.976, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 21:00:00, None, None, None, None,1
None, -1.277, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 22:00:00, None, None, None, None,1
None, -0.853, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-02 23:00:00, None, None, None, None,1
None, -0.296, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 00:00:00, None, None, None, None,1
None, 0.147, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 01:00:00, None, None, None, None,1
None, 0.419, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 02:00:00, None, None, None, None,1
None, 0.439, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 03:00:00, None, None, None, None,1
None, 0.779, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 04:00:00, None, None, None, None,1
None, 1.174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 05:00:00, None, None, None, None,1
None, 1.345, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 06:00:00, None, None, None, None,1
None, 1.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 07:00:00, None, None, None, None,1
None, 2.202, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 08:00:00, None, None, None, None,1
None, 2.221, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 09:00:00, None, None, None, None,1
None, 1.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 10:00:00, None, None, None, None,1
None, 1.548, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 11:00:00, None, None, None, None,1
None, 1.342, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 12:00:00, None, None, None, None,1
None, 0.843, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 13:00:00, None, None, None, None,1
None, 0.758, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 14:00:00, None, None, None, None,1
None, 0.325, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 15:00:00, None, None, None, None,1
None, 0.599, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 16:00:00, None, None, None, None,1
None, 0.958, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 17:00:00, None, None, None, None,1
None, 1.024, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 18:00:00, None, None, None, None,1
None, 0.665, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 19:00:00, None, None, None, None,1
None, 0.524, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 20:00:00, None, None, None, None,1
None, 0.882, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 21:00:00, None, None, None, None,1
None, 0.043, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 22:00:00, None, None, None, None,1
None, -0.175, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-03 23:00:00, None, None, None, None,1
None, -0.684, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 00:00:00, None, None, None, None,1
None, -1.203, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 01:00:00, None, None, None, None,1
None, -1.703, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 02:00:00, None, None, None, None,1
None, -1.987, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 03:00:00, None, None, None, None,1
None, -3.418, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 04:00:00, None, None, None, None,1
None, -4.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 05:00:00, None, None, None, None,1
None, -4.094, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 06:00:00, None, None, None, None,1
None, -4.419, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 07:00:00, None, None, None, None,1
None, -4.208, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 08:00:00, None, None, None, None,1
None, -3.951, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 09:00:00, None, None, None, None,1
None, -3.579, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 10:00:00, None, None, None, None,1
None, -3.151, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 11:00:00, None, None, None, None,1
None, -2.611, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 12:00:00, None, None, None, None,1
None, -3.143, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 13:00:00, None, None, None, None,1
None, -3.219, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 14:00:00, None, None, None, None,1
None, -3.114, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 15:00:00, None, None, None, None,1
None, -2.876, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 16:00:00, None, None, None, None,1
None, -2.743, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 17:00:00, None, None, None, None,1
None, -2.487, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 18:00:00, None, None, None, None,1
None, -2.677, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 19:00:00, None, None, None, None,1
None, -2.222, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 20:00:00, None, None, None, None,1
None, -2.128, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 21:00:00, None, None, None, None,1
None, -2.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 22:00:00, None, None, None, None,1
None, -1.825, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-04 23:00:00, None, None, None, None,1
None, -1.797, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 00:00:00, None, None, None, None,1
None, -1.901, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 01:00:00, None, None, None, None,1
None, -1.939, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 02:00:00, None, None, None, None,1
None, -1.929, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 03:00:00, None, None, None, None,1
None, -1.939, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 04:00:00, None, None, None, None,1
None, -1.967, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 05:00:00, None, None, None, None,1
None, -1.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 06:00:00, None, None, None, None,1
None, -2.005, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 07:00:00, None, None, None, None,1
None, -2.279, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 08:00:00, None, None, None, None,1
None, -2.497, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 09:00:00, None, None, None, None,1
None, -2.544, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 10:00:00, None, None, None, None,1
None, -2.544, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 11:00:00, None, None, None, None,1
None, -1.919, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 12:00:00, None, None, None, None,1
None, -2.043, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 13:00:00, None, None, None, None,1
None, -3.371, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 14:00:00, None, None, None, None,1
None, -4.947, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 15:00:00, None, None, None, None,1
None, -4.869, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 16:00:00, None, None, None, None,1
None, -5.128, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 17:00:00, None, None, None, None,1
None, -4.955, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 18:00:00, None, None, None, None,1
None, -4.715, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 19:00:00, None, None, None, None,1
None, -4.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 20:00:00, None, None, None, None,1
None, -4.036, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 21:00:00, None, None, None, None,1
None, -3.931, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 22:00:00, None, None, None, None,1
None, -3.941, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-05 23:00:00, None, None, None, None,1
None, -3.874, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 00:00:00, None, None, None, None,1
None, -3.931, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 01:00:00, None, None, None, None,1
None, -3.874, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 02:00:00, None, None, None, None,1
None, -3.712, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 03:00:00, None, None, None, None,1
None, -3.436, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 04:00:00, None, None, None, None,1
None, -3.351, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 05:00:00, None, None, None, None,1
None, -3.417, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 06:00:00, None, None, None, None,1
None, -3.246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 07:00:00, None, None, None, None,1
None, -3.047, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 08:00:00, None, None, None, None,1
None, -2.554, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 09:00:00, None, None, None, None,1
None, -1.881, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 10:00:00, None, None, None, None,1
None, -1.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 11:00:00, None, None, None, None,1
None, -0.843, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 12:00:00, None, None, None, None,1
None, -0.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 13:00:00, None, None, None, None,1
None, -0.146, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 14:00:00, None, None, None, None,1
None, -0.118, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 15:00:00, None, None, None, None,1
None, -0.118, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 16:00:00, None, None, None, None,1
None, 0.042, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 17:00:00, None, None, None, None,1
None, 0.467, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 18:00:00, None, None, None, None,1
None, 0.835, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 19:00:00, None, None, None, None,1
None, 0.703, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 20:00:00, None, None, None, None,1
None, 0.901, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 21:00:00, None, None, None, None,1
None, 0.995, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 22:00:00, None, None, None, None,1
None, 0.796, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-06 23:00:00, None, None, None, None,1
None, 1.287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 00:00:00, None, None, None, None,1
None, 1.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 01:00:00, None, None, None, None,1
None, 1.824, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 02:00:00, None, None, None, None,1
None, 1.437, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 03:00:00, None, None, None, None,1
None, 1.607, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 04:00:00, None, None, None, None,1
None, 1.843, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 05:00:00, None, None, None, None,1
None, 1.966, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 06:00:00, None, None, None, None,1
None, 2.012, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 07:00:00, None, None, None, None,1
None, 2.201, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 08:00:00, None, None, None, None,1
None, 2.013, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 09:00:00, None, None, None, None,1
None, 2.051, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 10:00:00, None, None, None, None,1
None, 1.938, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 11:00:00, None, None, None, None,1
None, 1.881, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 12:00:00, None, None, None, None,1
None, 1.806, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 13:00:00, None, None, None, None,1
None, 1.929, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 14:00:00, None, None, None, None,1
None, 1.862, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 15:00:00, None, None, None, None,1
None, 1.757, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 16:00:00, None, None, None, None,1
None, 1.304, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 17:00:00, None, None, None, None,1
None, 0.976, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 18:00:00, None, None, None, None,1
None, 0.769, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 19:00:00, None, None, None, None,1
None, 0.353, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 20:00:00, None, None, None, None,1
None, 0.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 21:00:00, None, None, None, None,1
None, -0.155, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 22:00:00, None, None, None, None,1
None, -0.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-07 23:00:00, None, None, None, None,1
