wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
283.0, None, None,0.0, None,9.0, None,3.1, None, None, None,67.0,2019-04-17 21:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.0, None, None,0.0, None,15.0, None,3.0, None, None, None,74.0,2019-04-17 22:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0, None, None,0.0, None,4.4, None,2.6, None, None, None,76.0,2019-04-17 23:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0, None, None,0.0, None,5.1, None,2.7, None, None, None,78.0,2019-04-18 00:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0, None, None,0.2, None,4.0, None,2.0, None, None, None,90.0,2019-04-18 01:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0, None, None,0.0, None,7.4, None,2.3, None, None, None,77.0,2019-04-18 02:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0, None, None,0.0, None,5.9, None,2.4, None, None, None,76.0,2019-04-18 03:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0, None, None,0.0, None,5.6, None,2.9, None, None, None,76.0,2019-04-18 04:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0, None, None,0.0, None,4.8, None,2.4, None, None, None,78.0,2019-04-18 05:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0, None, None,0.0, None,7.0, None,2.8, None, None, None,78.0,2019-04-18 06:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, None, None,0.0, None,5.1, None,3.8, None, None, None,77.0,2019-04-18 07:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0, None, None,0.0, None,5.8, None,3.9, None, None, None,77.0,2019-04-18 08:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0, None, None,0.4, None,3.5, None,4.4, None, None, None,83.0,2019-04-18 09:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0, None, None,0.2, None,4.7, None,5.5, None, None, None,78.0,2019-04-18 10:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, None, None,0.4, None,4.9, None,4.7, None, None, None,89.0,2019-04-18 11:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0, None, None,0.4, None,5.4, None,5.4, None, None, None,92.0,2019-04-18 12:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0, None, None,0.0, None,3.3, None,4.8, None, None, None,95.0,2019-04-18 13:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0, None, None,0.0, None,2.9, None,5.4, None, None, None,95.0,2019-04-18 14:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0, None, None,0.4, None,4.6, None,5.4, None, None, None,92.0,2019-04-18 15:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0, None, None,0.2, None,6.0, None,5.6, None, None, None,95.0,2019-04-18 16:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0, None, None,0.4, None,6.7, None,5.6, None, None, None,96.0,2019-04-18 17:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0, None, None,0.0, None,7.4, None,5.0, None, None, None,98.0,2019-04-18 18:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.0, None, None,0.4, None,4.1, None,4.3, None, None, None,100.0,2019-04-18 19:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0, None, None,0.4, None,7.8, None,4.8, None, None, None,100.0,2019-04-18 20:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0, None, None,2.6, None,8.6, None,4.7, None, None, None,97.0,2019-04-18 21:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.0, None, None,2.8, None,6.7, None,4.4, None, None, None,97.0,2019-04-18 22:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,0.8, None,4.2, None,3.9, None, None, None,98.0,2019-04-18 23:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,1.4, None,6.2, None,3.7, None, None, None,100.0,2019-04-19 00:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.0, None, None,0.6, None,4.8, None,4.1, None, None, None,100.0,2019-04-19 01:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0, None, None,1.2, None,5.4, None,3.8, None, None, None,97.0,2019-04-19 02:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.0, None, None,0.0, None,4.3, None,3.6, None, None, None,97.0,2019-04-19 03:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0, None, None,0.0, None,4.0, None,3.4, None, None, None,96.0,2019-04-19 04:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0, None, None,0.2, None,5.0, None,3.3, None, None, None,97.0,2019-04-19 05:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0, None, None,0.0, None,5.0, None,3.7, None, None, None,97.0,2019-04-19 06:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0, None, None,0.0, None,11.1, None,5.4, None, None, None,87.0,2019-04-19 07:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0, None, None,0.0, None,15.3, None,6.3, None, None, None,86.0,2019-04-19 08:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0, None, None,0.0, None,10.9, None,8.1, None, None, None,78.0,2019-04-19 09:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0, None, None,0.2, None,16.4, None,8.5, None, None, None,71.0,2019-04-19 10:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.0, None, None,0.0, None,13.8, None,9.1, None, None, None,60.0,2019-04-19 11:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0, None, None,0.0, None,15.9, None,9.2, None, None, None,54.0,2019-04-19 12:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0, None, None,0.0, None,11.5, None,8.1, None, None, None,59.0,2019-04-19 13:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.0, None, None,0.0, None,14.3, None,9.8, None, None, None,47.0,2019-04-19 14:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0, None, None,0.0, None,16.6, None,8.8, None, None, None,47.0,2019-04-19 15:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.0, None, None,0.0, None,11.0, None,9.4, None, None, None,43.0,2019-04-19 16:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0, None, None,0.0, None,11.8, None,8.0, None, None, None,46.0,2019-04-19 17:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0, None, None,0.0, None,10.7, None,6.3, None, None, None,52.0,2019-04-19 18:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0, None, None,0.0, None,13.0, None,4.0, None, None, None,74.0,2019-04-19 19:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, None, None,0.4, None,13.1, None,2.3, None, None, None,90.0,2019-04-19 20:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, None, None,0.2, None,7.6, None,2.1, None, None, None,92.0,2019-04-19 21:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0, None, None,0.4, None,11.1, None,1.5, None, None, None,88.0,2019-04-19 22:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0, None, None,0.0, None,10.9, None,1.3, None, None, None,91.0,2019-04-19 23:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, None, None,0.0, None,7.3, None,1.0, None, None, None,88.0,2019-04-20 00:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, None, None,0.0, None,8.4, None,0.9, None, None, None,85.0,2019-04-20 01:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0, None, None,0.0, None,5.6, None,0.7, None, None, None,85.0,2019-04-20 02:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0, None, None,0.0, None,7.7, None,0.5, None, None, None,84.0,2019-04-20 03:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None,0.0, None,15.9, None,0.2, None, None, None,84.0,2019-04-20 04:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None,0.0, None,23.2, None,-0.1, None, None, None,81.0,2019-04-20 05:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,13.1, None,0.0, None, None, None,82.0,2019-04-20 06:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None,0.0, None,24.5, None,0.3, None, None, None,78.0,2019-04-20 07:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, None, None,0.0, None,13.3, None,0.7, None, None, None,74.0,2019-04-20 08:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, None, None,0.0, None,14.9, None,1.0, None, None, None,65.0,2019-04-20 09:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0, None, None,0.0, None,16.9, None,2.3, None, None, None,55.0,2019-04-20 10:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0, None, None,0.0, None,16.9, None,3.3, None, None, None,46.0,2019-04-20 11:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, None, None,0.0, None,24.0, None,4.3, None, None, None,41.0,2019-04-20 12:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0, None, None,0.0, None,14.7, None,5.6, None, None, None,42.0,2019-04-20 13:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None,0.0, None,19.2, None,5.7, None, None, None,35.0,2019-04-20 14:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None,0.0, None,17.0, None,6.4, None, None, None,35.0,2019-04-20 15:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, None, None,0.0, None,14.3, None,7.1, None, None, None,30.0,2019-04-20 16:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, None, None,0.0, None,17.2, None,6.4, None, None, None,30.0,2019-04-20 17:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None,0.0, None,14.6, None,5.7, None, None, None,33.0,2019-04-20 18:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0, None, None,0.0, None,2.7, None,2.5, None, None, None,43.0,2019-04-20 19:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, None, None,0.0, None,4.2, None,0.5, None, None, None,53.0,2019-04-20 20:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0, None, None,0.0, None,7.1, None,1.5, None, None, None,41.0,2019-04-20 21:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,3.0, None,0.0, None, None, None,55.0,2019-04-20 22:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0, None, None,0.0, None,4.4, None,0.2, None, None, None,53.0,2019-04-20 23:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, None, None,0.0, None,4.7, None,-1.0, None, None, None,57.0,2019-04-21 00:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0, None, None,0.0, None,7.9, None,-1.3, None, None, None,54.0,2019-04-21 01:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None,0.0, None,4.0, None,-1.6, None, None, None,52.0,2019-04-21 02:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, None, None,0.0, None,11.9, None,0.4, None, None, None,45.0,2019-04-21 03:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0, None, None,0.0, None,4.3, None,-2.0, None, None, None,63.0,2019-04-21 04:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0, None, None,0.0, None,3.5, None,-1.8, None, None, None,60.0,2019-04-21 05:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, None, None,0.0, None,4.8, None,1.2, None, None, None,49.0,2019-04-21 06:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,5.7, None,2.8, None, None, None,51.0,2019-04-21 07:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0, None, None,0.0, None,9.0, None,5.5, None, None, None,44.0,2019-04-21 08:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0, None, None,0.0, None,8.1, None,7.9, None, None, None,34.0,2019-04-21 09:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0, None, None,0.0, None,11.0, None,9.6, None, None, None,26.0,2019-04-21 10:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, None, None,0.0, None,12.0, None,10.1, None, None, None,38.0,2019-04-21 11:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0, None, None,0.0, None,9.6, None,11.3, None, None, None,31.0,2019-04-21 12:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0, None, None,0.0, None,11.4, None,11.7, None, None, None,29.0,2019-04-21 13:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0, None, None,0.0, None,19.4, None,11.8, None, None, None,21.0,2019-04-21 14:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0, None, None,0.0, None,11.9, None,11.8, None, None, None,21.0,2019-04-21 15:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0, None, None,0.0, None,7.6, None,10.4, None, None, None,28.0,2019-04-21 16:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0, None, None,0.0, None,12.7, None,8.4, None, None, None,34.0,2019-04-21 17:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0, None, None,0.0, None,13.4, None,7.1, None, None, None,37.0,2019-04-21 18:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.0, None, None,0.0, None,10.5, None,6.0, None, None, None,37.0,2019-04-21 19:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.0, None, None,0.0, None,6.8, None,4.3, None, None, None,40.0,2019-04-21 20:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0, None, None,0.0, None,14.4, None,4.9, None, None, None,34.0,2019-04-21 21:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0, None, None,0.0, None,10.5, None,4.8, None, None, None,43.0,2019-04-21 22:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0, None, None,0.0, None,5.9, None,4.0, None, None, None,48.0,2019-04-21 23:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0, None, None,0.0, None,5.1, None,2.8, None, None, None,57.0,2019-04-22 00:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, None, None,0.0, None,3.7, None,1.3, None, None, None,69.0,2019-04-22 01:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0, None, None,0.0, None,3.4, None,0.9, None, None, None,74.0,2019-04-22 02:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, None, None,0.0, None,5.1, None,1.5, None, None, None,76.0,2019-04-22 03:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, None, None,0.0, None,3.4, None,0.9, None, None, None,81.0,2019-04-22 04:00:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
