pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-9.27, None, None, None, None,65.7, None,0.231,2.614, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 14:00:00, None, None, 94.8, None,1
None,-9.1, None, None, None, None,56.58, None,0.411,318.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 15:00:00, None, None, 94.3, None,1
None,-9.26, None, None, None, None,50.54, None,0.555,319.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 16:00:00, None, None, 94.5, None,1
None,-10.0, None, None, None, None,50.71, None,0.551,304.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 17:00:00, None, None, 94.5, None,1
None,-10.02, None, None, None, None,28.48, None,0.666,333.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 18:00:00, None, None, 94.3, None,1
None,-10.16, None, None, None, None,48.17, None,0.564,310.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 19:00:00, None, None, 93.9, None,1
None,-10.21, None, None, None, None,31.18, None,0.825,318.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 20:00:00, None, None, 93.8, None,1
None,-9.8, None, None, None, None,33.91, None,1.419,322.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 21:00:00, None, None, 93.7, None,1
None,-9.78, None, None, None, None,15.07, None,0.771,336.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 22:00:00, None, None, 94.2, None,1
None,-9.56, None, None, None, None,24.36, None,0.576,334.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-01 23:00:00, None, None, 94.4, None,1
None,-10.13, None, None, None, None,48.11, None,0.703,310.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 00:00:00, None, None, 94.0, None,1
None,-10.12, None, None, None, None,35.69, None,0.968,323.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 01:00:00, None, None, None, None,1
None,-9.69, None, None, None, None,25.65, None,1.113,328.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 02:00:00, None, None, None, None,1
None,-10.16, None, None, None, None,50.57, None,0.781,313.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 03:00:00, None, None, 95.0, None,1
None,-9.97, None, None, None, None,31.5, None,1.301,330.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 04:00:00, None, None, None, None,1
None,-9.88, None, None, None, None,39.33, None,1.058,321.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 05:00:00, None, None, None, None,1
None,-9.85, None, None, None, None,12.21, None,1.235,334.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 06:00:00, None, None, 148.5, None,1
None,-10.36, None, None, None, None,36.99, None,0.854,325.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 07:00:00, None, None, 148.0, None,1
None,-10.06, None, None, None, None,35.38, None,1.05,329.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 08:00:00, None, None, 147.7, None,1
None,-10.6, None, None, None, None,17.71, None,0.596,339.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 09:00:00, None, None, 147.7, None,1
None,-8.61, None, None, None, None,32.25, None,0.454,332.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 10:00:00, None, None, 146.4, None,1
None,-6.204, None, None, None, None,49.06, None,0.48,49.04, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 11:00:00, None, None, None, None,1
None,-5.924, None, None, None, None,37.13, None,1.336,97.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 12:00:00, None, None, None, None,1
None,-5.461, None, None, None, None,31.51, None,1.752,97.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 13:00:00, None, None, None, None,1
None,-7.47, None, None, None, None,60.34, None,0.417,112.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 14:00:00, None, None, None, None,1
None,-8.25, None, None, None, None,25.06, None,0.438,337.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 15:00:00, None, None, None, None,1
None,-8.62, None, None, None, None,38.17, None,0.655,344.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 16:00:00, None, None, 93.9, None,1
None,-8.64, None, None, None, None,9.38, None,0.875,335.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 17:00:00, None, None, 93.7, None,1
None,-8.86, None, None, None, None,13.76, None,0.731,340.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 18:00:00, None, None, 93.6, None,1
None,-8.77, None, None, None, None,9.21, None,1.084,336.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 19:00:00, None, None, 93.7, None,1
None,-8.87, None, None, None, None,15.08, None,0.978,336.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 20:00:00, None, None, 94.0, None,1
None,-8.49, None, None, None, None,34.93, None,0.46,318.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 21:00:00, None, None, 93.8, None,1
None,-9.51, None, None, None, None,33.1, None,0.353,345.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 22:00:00, None, None, 94.4, None,1
None,-8.66, None, None, None, None,9.97, None,1.075,338.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-02 23:00:00, None, None, 94.2, None,1
None,-8.61, None, None, None, None,9.5, None,1.068,332.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 00:00:00, None, None, 93.9, None,1
None,-8.38, None, None, None, None,23.32, None,0.731,330.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 01:00:00, None, None, 94.6, None,1
None,-8.35, None, None, None, None,34.27, None,0.579,330.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 02:00:00, None, None, None, None,1
None,-8.58, None, None, None, None,15.61, None,0.632,337.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 03:00:00, None, None, None, None,1
None,-8.91, None, None, None, None,14.4, None,0.71,334.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 04:00:00, None, None, None, None,1
None,-9.22, None, None, None, None,24.87, None,1.042,333.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 05:00:00, None, None, 147.6, None,1
None,-9.57, None, None, None, None,58.11, None,0.417,344.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 06:00:00, None, None, 147.5, None,1
None,-9.79, None, None, None, None,20.36, None,1.098,336.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 07:00:00, None, None, 147.5, None,1
None,-9.97, None, None, None, None,20.88, None,0.881,332.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 08:00:00, None, None, 147.0, None,1
None,-10.1, None, None, None, None,15.66, None,0.931,339.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 09:00:00, None, None, 147.0, None,1
None,-8.35, None, None, None, None,17.34, None,0.765,330.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 10:00:00, None, None, 146.3, None,1
None,-6.321, None, None, None, None,66.92, None,0.4,75.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 11:00:00, None, None, None, None,1
None,-6.595, None, None, None, None,32.42, None,1.544,103.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 12:00:00, None, None, None, None,1
None,-7.39, None, None, None, None,41.75, None,1.225,122.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 14:00:00, None, None, None, None,1
None,-8.67, None, None, None, None,43.34, None,0.586,352.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 15:00:00, None, None, None, None,1
None,-9.28, None, None, None, None,54.95, None,0.577,332.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 16:00:00, None, None, 94.2, None,1
None,-9.83, None, None, None, None,33.89, None,0.861,330.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 17:00:00, None, None, 94.3, None,1
None,-9.22, None, None, None, None,50.42, None,0.46,302.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 18:00:00, None, None, 94.3, None,1
None,-9.61, None, None, None, None,15.57, None,0.874,325.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 19:00:00, None, None, 94.3, None,1
None,-10.18, None, None, None, None,27.35, None,0.877,331.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 20:00:00, None, None, 94.0, None,1
None,-10.29, None, None, None, None,13.43, None,1.022,333.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 21:00:00, None, None, 94.1, None,1
None,-10.07, None, None, None, None,40.35, None,0.868,326.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 22:00:00, None, None, 94.0, None,1
None,-10.11, None, None, None, None,19.58, None,1.028,338.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-03 23:00:00, None, None, 93.8, None,1
None,-10.68, None, None, None, None,35.71, None,0.941,337.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 00:00:00, None, None, 93.8, None,1
None,-10.32, None, None, None, None,13.7, None,1.749,336.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 01:00:00, None, None, 94.2, None,1
None,-10.91, None, None, None, None,20.56, None,0.952,338.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 02:00:00, None, None, 93.9, None,1
None,-10.91, None, None, None, None,12.39, None,1.445,334.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 03:00:00, None, None, 94.1, None,1
None,-11.21, None, None, None, None,15.55, None,1.193,336.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 04:00:00, None, None, 93.9, None,1
None,-10.98, None, None, None, None,18.45, None,1.212,336.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 05:00:00, None, None, 93.6, None,1
None,-11.28, None, None, None, None,35.68, None,1.074,325.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 06:00:00, None, None, 93.5, None,1
None,-10.77, None, None, None, None,28.91, None,1.206,329.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 07:00:00, None, None, 93.5, None,1
None,-11.16, None, None, None, None,36.83, None,1.085,327.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 08:00:00, None, None, 93.5, None,1
None,-10.91, None, None, None, None,29.86, None,0.981,331.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 09:00:00, None, None, 93.4, None,1
None,-8.65, None, None, None, None,38.74, None,1.03,325.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 10:00:00, None, None, 92.9, None,1
None,-5.709, None, None, None, None,61.66, None,0.497,61.45, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 11:00:00, None, None, None, None,1
None,-5.4, None, None, None, None,41.83, None,1.45,116.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 12:00:00, None, None, 92.2, None,1
None,-6.841, None, None, None, None,50.67, None,1.467,128.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 13:00:00, None, None, 92.9, None,1
None,-7.59, None, None, None, None,63.55, None,0.934,142.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 14:00:00, None, None, 93.5, None,1
None,-7.81, None, None, None, None,74.4, None,0.321,279.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 15:00:00, None, None, 93.4, None,1
None,-7.83, None, None, None, None,77.3, None,0.208,269.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 16:00:00, None, None, 93.7, None,1
None,-6.283, None, None, None, None,74.4, None,0.417,204.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 17:00:00, None, None, 93.3, None,1
None,-6.284, None, None, None, None,68.47, None,0.737,215.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 18:00:00, None, None, 93.4, None,1
None,-5.354, None, None, None, None,69.37, None,0.904,350.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 19:00:00, None, None, 93.5, None,1
None,-5.72, None, None, None, None,70.1, None,0.507,22.58, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 20:00:00, None, None, 93.1, None,1
None,-5.054, None, None, None, None,50.02, None,1.244,304.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 21:00:00, None, None, 93.1, None,1
None,-5.169, None, None, None, None,47.15, None,1.052,344.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 22:00:00, None, None, 93.1, None,1
None,-5.594, None, None, None, None,54.18, None,0.866,325.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-04 23:00:00, None, None, 93.1, None,1
None,-6.166, None, None, None, None,56.92, None,0.761,326.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 00:00:00, None, None, 93.1, None,1
None,-6.176, None, None, None, None,56.01, None,0.654,321.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 01:00:00, None, None, 92.9, None,1
None,-5.856, None, None, None, None,68.36, None,0.639,295.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 02:00:00, None, None, 93.0, None,1
None,-5.633, None, None, None, None,75.4, None,0.237,218.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 03:00:00, None, None, 92.8, None,1
None,-5.972, None, None, None, None,73.7, None,0.396,281.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 04:00:00, None, None, 93.1, None,1
None,-5.468, None, None, None, None,74.4, None,0.291,131.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 05:00:00, None, None, 93.2, None,1
None,-6.351, None, None, None, None,73.9, None,0.322,284.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 06:00:00, None, None, 92.9, None,1
None,-5.334, None, None, None, None,72.6, None,0.389,302.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 07:00:00, None, None, 93.0, None,1
None,-6.127, None, None, None, None,80.1, None,0.032,150.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 08:00:00, None, None, 92.7, None,1
None,-5.866, None, None, None, None,73.0, None,0.308,320.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 09:00:00, None, None, 92.5, None,1
None,-4.939, None, None, None, None,63.25, None,0.726,0.006, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 10:00:00, None, None, 93.0, None,1
None,-5.855, None, None, None, None,74.4, None,0.397,328.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 11:00:00, None, None, 92.3, None,1
None,-1.917, None, None, None, None,60.16, None,1.459,352.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 12:00:00, None, None, 92.9, None,1
None,-3.133, None, None, None, None,78.9, None,0.112,297.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 16:00:00, None, None, 80.9, None,1
None,-2.561, None, None, None, None,36.91, None,3.664,9.55, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 17:00:00, None, None, 80.9, None,1
None,-3.683, None, None, None, None,26.2, None,4.425,343.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 18:00:00, None, None, 80.7, None,1
None,-2.961, None, None, None, None,23.19, None,6.147,355.8, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 19:00:00, None, None, 80.7, None,1
None,-3.713, None, None, None, None,23.81, None,6.715,5.282, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 20:00:00, None, None, 80.6, None,1
None,-4.047, None, None, None, None,19.07, None,8.84,4.462, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 21:00:00, None, None, 80.8, None,1
None,-4.45, None, None, None, None,20.17, None,10.37,7.42, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 22:00:00, None, None, 80.7, None,1
None,-4.422, None, None, None, None,20.32, None,11.38,9.99, None, None, None, None, None, None, None, None, None, None, None,2016-01-05 23:00:00, None, None, 80.6, None,1
None,-4.001, None, None, None, None,21.42, None,12.11,8.54, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 00:00:00, None, None, 80.7, None,1
None,-4.307, None, None, None, None,20.63, None,10.87,10.82, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 01:00:00, None, None, 80.5, None,1
None,-4.106, None, None, None, None,22.11, None,9.88,7.19, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 02:00:00, None, None, 80.7, None,1
None,-6.1, None, None, None, None,39.89, None,5.303,5.263, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 03:00:00, None, None, 80.4, None,1
None,-6.185, None, None, None, None,76.1, None,0.273,3.461, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 04:00:00, None, None, 80.6, None,1
None,-6.166, None, None, None, None,75.9, None,0.298,219.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 05:00:00, None, None, 80.7, None,1
None,-3.179, None, None, None, None,52.0, None,2.479,13.29, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 06:00:00, None, None, 80.9, None,1
None,-5.903, None, None, None, None,58.25, None,1.871,16.46, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 07:00:00, None, None, 80.6, None,1
None,-5.68, None, None, None, None,69.0, None,0.918,85.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 08:00:00, None, None, 80.7, None,1
None,-4.63, None, None, None, None,71.4, None,0.737,46.51, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 09:00:00, None, None, 80.7, None,1
None,-2.989, None, None, None, None,64.43, None,0.858,151.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 10:00:00, None, None, 80.2, None,1
None,-2.02, None, None, None, None,45.33, None,1.393,139.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 11:00:00, None, None, 80.1, None,1
None,-0.945, None, None, None, None,48.61, None,1.789,136.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 12:00:00, None, None, 80.4, None,1
None,0.578, None, None, None, None,55.66, None,1.922,345.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 13:00:00, None, None, 80.8, None,1
None,1.047, None, None, None, None,49.88, None,3.133,20.54, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 14:00:00, None, None, 80.1, None,1
None,0.71, None, None, None, None,22.92, None,7.03,4.629, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 15:00:00, None, None, 80.2, None,1
None,-2.137, None, None, None, None,57.49, None,1.626,10.65, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 16:00:00, None, None, 80.7, None,1
None,-0.686, None, None, None, None,53.94, None,1.453,2.662, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 17:00:00, None, None, 80.2, None,1
None,-2.191, None, None, None, None,72.6, None,0.453,59.63, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 18:00:00, None, None, 80.3, None,1
None,-2.343, None, None, None, None,70.1, None,0.416,270.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 19:00:00, None, None, 80.1, None,1
None,-2.382, None, None, None, None,55.66, None,1.328,21.16, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 20:00:00, None, None, 80.1, None,1
None,-2.458, None, None, None, None,62.39, None,1.33,58.92, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 21:00:00, None, None, 80.1, None,1
None,-2.449, None, None, None, None,64.28, None,0.742,168.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 22:00:00, None, None, 80.2, None,1
None,-2.429, None, None, None, None,75.1, None,0.276,279.4, None, None, None, None, None, None, None, None, None, None, None,2016-01-06 23:00:00, None, None, 80.1, None,1
None,-3.056, None, None, None, None,73.2, None,0.315,91.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 00:00:00, None, None, 79.8, None,1
None,-2.525, None, None, None, None,71.4, None,0.453,292.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 01:00:00, None, None, 80.0, None,1
None,-2.924, None, None, None, None,67.55, None,0.587,144.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 02:00:00, None, None, 80.2, None,1
None,-2.259, None, None, None, None,59.48, None,1.275,357.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 03:00:00, None, None, 80.2, None,1
None,-2.819, None, None, None, None,76.4, None,0.161,279.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 04:00:00, None, None, 80.0, None,1
None,-3.304, None, None, None, None,57.75, None,0.685,349.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 05:00:00, None, None, 79.3, None,1
None,-2.667, None, None, None, None,74.4, None,0.423,316.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 06:00:00, None, None, 80.2, None,1
None,-2.582, None, None, None, None,68.43, None,0.668,142.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 07:00:00, None, None, 79.6, None,1
None,-2.458, None, None, None, None,67.47, None,0.7,149.6, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 08:00:00, None, None, 79.7, None,1
None,-2.496, None, None, None, None,66.26, None,0.746,184.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 09:00:00, None, None, 79.6, None,1
None,-0.602, None, None, None, None,73.9, None,0.336,174.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 10:00:00, None, None, 79.4, None,1
None,0.842, None, None, None, None,49.38, None,1.441,130.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 11:00:00, None, None, 79.0, None,1
None,1.495, None, None, None, None,40.52, None,1.77,126.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 12:00:00, None, None, 78.6, None,1
None,1.282, None, None, None, None,41.45, None,2.111,143.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 13:00:00, None, None, 78.5, None,1
None,0.557, None, None, None, None,39.7, None,2.673,154.1, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 14:00:00, None, None, 78.6, None,1
None,-1.316, None, None, None, None,62.42, None,0.467,284.3, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 15:00:00, None, None, 79.4, None,1
None,-1.749, None, None, None, None,44.33, None,1.275,116.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 16:00:00, None, None, 79.0, None,1
None,-2.342, None, None, None, None,20.42, None,1.229,345.7, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 17:00:00, None, None, 79.3, None,1
None,-2.447, None, None, None, None,22.28, None,1.593,341.2, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 18:00:00, None, None, 79.3, None,1
None,-2.609, None, None, None, None,28.57, None,1.034,341.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 19:00:00, None, None, 79.3, None,1
None,-3.047, None, None, None, None,32.9, None,0.864,332.5, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 20:00:00, None, None, 78.9, None,1
None,-2.999, None, None, None, None,29.35, None,0.875,341.0, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 21:00:00, None, None, 78.7, None,1
None,-3.133, None, None, None, None,56.75, None,0.434,215.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 22:00:00, None, None, 79.1, None,1
None,-3.466, None, None, None, None,68.63, None,0.318,350.9, None, None, None, None, None, None, None, None, None, None, None,2016-01-07 23:00:00, None, None, 78.6, None,1
