CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 1.84,14.47, None, None, None, None,32.14, None,1.384,130.9, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-02 02:00:00, None, None, 55.03,1
None, 2.079,14.0, None, None, None, None,50.34, None,0.812,127.6, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 03:00:00, None, None, 55.48,1
None, 2.415,12.46, None, None, None, None,64.59, None,0.461,154.0, None, None, None, None, None, -24.0, None, None, None, None, None, None, None,2016-01-02 04:00:00, None, None, 55.68,1
None, 2.885,12.26, None, None, None, None,60.24, None,0.383,140.3, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 05:00:00, None, None, 55.36,1
None, 2.786,12.93, None, None, None, None,46.04, None,0.593,74.2, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 06:00:00, None, None, 55.53,1
None, 3.021,10.72, None, None, None, None,31.94, None,1.242,168.8, None, None, None, None, None, -25.0, None, None, None, None, None, None, None,2016-01-02 07:00:00, None, None, 55.32,1
None, 3.495,10.78, None, None, None, None,51.28, None,0.736,145.4, None, None, None, None, None, -24.0, None, None, None, None, None, None, None,2016-01-02 08:00:00, None, None, 55.24,1
None, 3.735,9.44, None, None, None, None,52.49, None,0.778,177.3, None, None, None, None, None, -26.0, None, None, None, None, None, None, None,2016-01-02 09:00:00, None, None, 55.29,1
None, 4.118,9.78, None, None, None, None,32.68, None,0.911,189.4, None, None, None, None, None, -25.0, None, None, None, None, None, None, None,2016-01-02 10:00:00, None, None, 55.38,1
None, 4.07,10.45, None, None, None, None,45.03, None,0.699,197.0, None, None, None, None, None, -24.0, None, None, None, None, None, None, None,2016-01-02 11:00:00, None, None, 55.8,1
None, 3.734,11.59, None, None, None, None,64.96, None,0.144,114.6, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 12:00:00, None, None, 55.86,1
None, 4.309,10.31, None, None, None, None,56.52, None,0.26,164.1, None, None, None, None, None, -24.0, None, None, None, None, None, None, None,2016-01-02 13:00:00, None, None, 55.41,1
None, 4.309,12.53, None, None, None, None,55.05, None,0.2,181.5, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-02 14:00:00, None, None, 55.28,1
None, 4.118,12.26, None, None, None, None,66.62, None,0.114,122.9, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-02 15:00:00, None, None, 55.49,1
None, 3.111,14.0, None, None, None, None,54.29, None,0.179,46.29, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-02 16:00:00, None, None, 55.61,1
None, 2.393,17.68, None, None, None, None,63.18, None,0.211,171.4, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2016-01-02 17:00:00, None, None, 55.35,1
None, 2.009,16.74, None, None, None, None,46.97, None,0.417,66.5, None, None, None, None, None, -21.0, None, None, None, None, None, None, None,2016-01-02 18:00:00, None, None, 55.21,1
None, 1.973,13.0, None, None, None, None,52.51, None,0.212,115.8, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 19:00:00, None, None, 55.31,1
None, 2.07,13.53, None, None, None, None,52.55, None,0.266,52.93, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 20:00:00, None, None, 55.14,1
None, 1.833,14.2, None, None, None, None,51.5, None,0.222,195.2, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 21:00:00, None, None, 55.41,1
None, 2.265,13.67, None, None, None, None,35.54, None,0.893,196.0, None, None, None, None, None, -23.0, None, None, None, None, None, None, None,2016-01-02 22:00:00, None, None, 54.94,1
None, 1.548,15.68, None, None, None, None,17.46, None,2.626,190.7, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-02 23:00:00, None, None, 55.37,1
None, 1.074,16.35, None, None, None, None,45.06, None,1.248,186.0, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-03 00:00:00, None, None, 55.26,1
None, 0.596,16.62, None, None, None, None,39.59, None,1.961,181.4, None, None, None, None, None, -22.0, None, None, None, None, None, None, None,2016-01-03 01:00:00, None, None, 55.44,1
None, 1.124,12.73, None, None, None, None,40.22, None,0.696,180.5, None, None, None, None, None, -24.0, None, None, None, None, None, None, None,2016-01-03 02:00:00, None, None, 55.1,1
None, -1.081,19.1, None, None, None, None,36.03, None,2.392,186.5, None, None, None, None, None, -20.0, None, None, None, None, None, None, None,2016-01-03 03:00:00, None, None, 55.59,1
None, -1.177,21.84, None, None, None, None,34.28, None,2.597,183.1, None, None, None, None, None, -18.0, None, None, None, None, None, None, None,2016-01-03 04:00:00, None, None, 55.26,1
None, -0.171,24.79, None, None, None, None,37.62, None,3.115,201.0, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-03 05:00:00, None, None, 55.12,1
None, -1.225,24.99, None, None, None, None,57.24, None,1.562,168.8, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2016-01-03 06:00:00, None, None, 55.36,1
None, -1.704,25.13, None, None, None, None,35.08, None,2.518,187.9, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2016-01-03 07:00:00, None, None, 55.49,1
None, -1.273,28.81, None, None, None, None,64.55, None,0.672,144.0, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 08:00:00, None, None, 55.36,1
None, -1.704,29.21, None, None, None, None,49.1, None,1.489,193.6, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-03 09:00:00, None, None, 56.57,1
None, -2.136,28.54, None, None, None, None,63.89, None,0.43,84.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-03 10:00:00, None, None, 55.27,1
None, -2.663,30.69, None, None, None, None,47.09, None,1.037,185.4, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-03 11:00:00, None, None, 55.29,1
None, -2.519,33.5, None, None, None, None,38.69, None,1.454,197.8, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 12:00:00, None, None, 55.22,1
None, -2.951,39.8, None, None, None, None,35.16, None,2.503,199.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-01-03 13:00:00, None, None, 55.43,1
None, -3.478,41.68, None, None, None, None,70.6, None,0.766,55.15, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-01-03 14:00:00, None, None, 55.57,1
None, -3.042,41.34, None, None, None, None,64.11, None,0.539,75.5, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-01-03 15:00:00, None, None, 55.29,1
None, -3.57,38.93, None, None, None, None,46.45, None,1.101,208.2, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2016-01-03 16:00:00, None, None, 55.23,1
None, -3.939,36.39, None, None, None, None,51.49, None,1.081,80.9, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 17:00:00, None, None, 55.29,1
None, -4.03,34.58, None, None, None, None,58.68, None,1.018,167.3, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-03 18:00:00, None, None, 55.29,1
None, -4.366,37.2, None, None, None, None,56.35, None,1.194,169.6, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 19:00:00, None, None, 55.13,1
None, -4.701,38.54, None, None, None, None,42.31, None,1.467,165.5, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 20:00:00, None, None, 54.94,1
None, -5.133,41.09, None, None, None, None,33.63, None,1.264,138.9, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 21:00:00, None, None, 54.84,1
None, -5.037,40.01, None, None, None, None,37.42, None,0.78,107.6, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 22:00:00, None, None, 54.85,1
None, -5.277,40.88, None, None, None, None,43.87, None,1.193,155.5, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-03 23:00:00, None, None, 54.6,1
None, -5.612,43.43, None, None, None, None,38.53, None,0.956,151.3, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 00:00:00, None, None, 54.71,1
None, -5.66,43.23, None, None, None, None,42.48, None,1.235,125.8, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 01:00:00, None, None, 54.82,1
None, -5.948,44.97, None, None, None, None,39.59, None,1.016,130.0, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 02:00:00, None, None, 54.5,1
None, -6.523,48.12, None, None, None, None,22.11, None,2.27,80.5, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 03:00:00, None, None, 54.96,1
None, -6.619,47.99, None, None, None, None,21.22, None,2.812,69.99, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 04:00:00, None, None, 54.98,1
None, -6.667,47.65, None, None, None, None,13.08, None,3.838,64.13, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 05:00:00, None, None, 54.91,1
None, -7.24,55.97, None, None, None, None,15.65, None,4.139,63.9, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2016-01-04 06:00:00, None, None, 55.1,1
None, -7.53,57.98, None, None, None, None,16.54, None,6.281,64.94, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2016-01-04 07:00:00, None, None, 54.82,1
None, -7.39,52.28, None, None, None, None,19.18, None,4.28,65.55, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 08:00:00, None, None, 54.97,1
None, -6.523,48.66, None, None, None, None,25.52, None,3.419,63.33, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 09:00:00, None, None, 55.42,1
None, -6.236,47.72, None, None, None, None,28.42, None,3.817,71.3, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 10:00:00, None, None, 54.94,1
None, -5.373,42.96, None, None, None, None,28.03, None,3.29,67.21, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 11:00:00, None, None, 54.97,1
None, -4.989,44.44, None, None, None, None,25.24, None,2.843,61.92, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2016-01-04 12:00:00, None, None, 54.67,1
None, -4.653,38.67, None, None, None, None,42.22, None,2.218,85.4, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 13:00:00, None, None, 55.24,1
None, -4.605,37.8, None, None, None, None,33.12, None,3.346,70.2, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-04 14:00:00, None, None, 55.19,1
None, -3.982,36.46, None, None, None, None,39.6, None,2.603,87.3, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 15:00:00, None, None, 55.01,1
None, -4.27,38.61, None, None, None, None,37.25, None,3.228,80.0, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 16:00:00, None, None, 54.51,1
None, -3.599,34.32, None, None, None, None,29.37, None,4.563,66.91, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-04 17:00:00, None, None, 54.61,1
None, -3.982,34.32, None, None, None, None,45.2, None,2.489,72.4, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-04 18:00:00, None, None, 54.94,1
None, -4.081,35.52, None, None, None, None,53.8, None,1.131,64.05, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2016-01-04 19:00:00, None, None, 53.6,1
None, -4.706,40.88, None, None, None, None,37.79, None,1.437,59.6, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2016-01-04 20:00:00, None, None, 53.12,1
None, -5.422,53.08, None, None, None, None,19.19, None,3.935,51.58, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2016-01-04 21:00:00, None, None, 53.66,1
None, -5.517,54.29, None, None, None, None,31.52, None,1.782,56.01, None, None, None, None, None, -12.0, None, None, None, None, None, None, None,2016-01-04 22:00:00, None, None, 52.72,1
None, -5.564,62.6, None, None, None, None,40.13, None,1.525,73.2, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-01-04 23:00:00, None, None, 53.23,1
None, -4.845,65.01, None, None, None, None,43.4, None,1.168,28.22, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2016-01-05 00:00:00, None, None, 52.98,1
None, -6.14,80.4, None, None, None, None,37.05, None,1.03,338.1, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-01-05 01:00:00, None, None, 53.05,1
None, -6.236,77.5, None, None, None, None,32.83, None,1.815,43.18, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-01-05 02:00:00, None, None, 53.29,1
None, -4.845,78.5, None, None, None, None,51.17, None,0.866,75.8, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-01-05 03:00:00, None, None, 53.11,1
None, -5.421,92.1, None, None, None, None,37.23, None,1.454,354.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 04:00:00, None, None, None,1
None, -5.421,92.8, None, None, None, None,40.34, None,1.275,11.24, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 05:00:00, None, None, 53.12,1
None, -4.749,92.0, None, None, None, None,37.81, None,1.133,9.06, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 06:00:00, None, None, None,1
None, -4.605,91.8, None, None, None, None,51.12, None,0.973,23.93, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-05 07:00:00, None, None, None,1
None, -3.934,92.5, None, None, None, None,38.83, None,2.299,36.04, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-05 08:00:00, None, None, None,1
None, -3.66,95.8, None, None, None, None,50.41, None,0.959,13.18, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-01-05 09:00:00, None, None, None,1
None, -3.909,97.1, None, None, None, None,42.16, None,1.582,15.25, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-01-05 10:00:00, None, None, None,1
None, -2.807,96.3, None, None, None, None,44.73, None,1.926,14.72, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 11:00:00, None, None, None,1
None, -2.088,96.1, None, None, None, None,39.32, None,1.943,18.72, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 12:00:00, None, None, 58.87,1
None, -1.561,91.4, None, None, None, None,73.7, None,0.387,326.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 13:00:00, None, None, None,1
None, -1.704,91.6, None, None, None, None,79.1, None,0.106,178.6, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 14:00:00, None, None, None,1
None, -1.656,90.4, None, None, None, None,52.5, None,1.957,36.62, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 15:00:00, None, None, None,1
None, -1.944,90.5, None, None, None, None,71.2, None,0.777,34.35, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 16:00:00, None, None, None,1
None, -2.136,91.4, None, None, None, None,70.6, None,0.659,35.35, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 17:00:00, None, None, 58.13,1
None, -2.327,92.7, None, None, None, None,63.04, None,1.166,34.59, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 18:00:00, None, None, 58.52,1
None, -2.471,93.9, None, None, None, None,47.54, None,2.035,28.61, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 19:00:00, None, None, 58.46,1
None, -2.136,92.9, None, None, None, None,61.57, None,0.721,66.33, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 20:00:00, None, None, 58.49,1
None, -2.184,94.0, None, None, None, None,44.89, None,1.124,34.77, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 21:00:00, None, None, 58.35,1
None, -1.944,93.6, None, None, None, None,49.41, None,1.303,32.16, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 22:00:00, None, None, 58.5,1
None, -1.8,93.7, None, None, None, None,35.56, None,2.074,48.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-05 23:00:00, None, None, 58.72,1
None, -1.609,92.7, None, None, None, None,37.59, None,1.981,55.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-06 00:00:00, None, None, 58.49,1
None, -1.561,92.8, None, None, None, None,44.88, None,1.208,42.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 01:00:00, None, None, 58.34,1
None, -1.465,92.2, None, None, None, None,40.64, None,2.102,41.95, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 02:00:00, None, None, 58.23,1
None, -1.417,92.5, None, None, None, None,37.12, None,2.046,48.05, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 03:00:00, None, None, 58.19,1
None, -1.033,91.1, None, None, None, None,51.53, None,0.829,47.63, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 04:00:00, None, None, 57.95,1
None, -0.746,89.1, None, None, None, None,44.11, None,0.902,46.78, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 05:00:00, None, None, 57.9,1
None, -0.506,88.6, None, None, None, None,42.57, None,0.808,62.78, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 06:00:00, None, None, 58.02,1
None, -0.458,87.5, None, None, None, None,54.28, None,0.999,55.34, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 07:00:00, None, None, 57.75,1
None, -0.506,89.3, None, None, None, None,69.63, None,0.416,16.54, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 08:00:00, None, None, 57.52,1
None, -0.362,90.6, None, None, None, None,75.5, None,0.176,253.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 09:00:00, None, None, 57.38,1
None, -0.219,89.8, None, None, None, None,74.4, None,0.21,43.03, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 10:00:00, None, None, 57.18,1
None, 0.298,90.0, None, None, None, None,35.04, None,1.219,34.29, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-01-06 11:00:00, None, None, 57.08,1
None, 0.525,84.5, None, None, None, None,72.7, None,0.188,232.4, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 12:00:00, None, None, 56.93,1
None, 0.859,85.0, None, None, None, None,58.27, None,0.241,263.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-01-06 13:00:00, None, None, 56.42,1
None, -0.243,86.1, None, None, None, None,33.06, None,1.555,17.33, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 14:00:00, None, None, 56.59,1
None, -0.674,88.1, None, None, None, None,28.57, None,1.608,28.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 15:00:00, None, None, 56.44,1
None, -0.958,89.2, None, None, None, None,23.54, None,1.533,57.21, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 16:00:00, None, None, 56.31,1
None, -1.858,94.9, None, None, None, None,52.22, None,0.713,197.6, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 17:00:00, None, None, 56.33,1
None, -1.465,93.1, None, None, None, None,60.82, None,0.915,87.3, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 18:00:00, None, None, 56.51,1
None, -1.944,95.4, None, None, None, None,68.84, None,0.254,194.3, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-06 19:00:00, None, None, 56.56,1
None, -1.704,94.9, None, None, None, None,49.18, None,0.782,71.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 20:00:00, None, None, 56.37,1
None, -2.04,96.8, None, None, None, None,33.78, None,1.446,59.62, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-01-06 21:00:00, None, None, 56.17,1
None, -2.567,96.3, None, None, None, None,20.43, None,3.901,45.78, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-06 22:00:00, None, None, 55.92,1
None, -2.615,93.3, None, None, None, None,17.93, None,4.42,49.81, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-06 23:00:00, None, None, 55.89,1
None, -3.094,93.3, None, None, None, None,20.16, None,4.856,51.89, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-01-07 00:00:00, None, None, 55.94,1
None, -3.19,93.9, None, None, None, None,27.85, None,2.017,55.45, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-01-07 01:00:00, None, None, 55.7,1
None, -2.423,94.8, None, None, None, None,25.88, None,1.594,61.28, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-07 02:00:00, None, None, 55.88,1
None, -2.759,95.8, None, None, None, None,34.83, None,0.994,41.61, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-01-07 03:00:00, None, None, 55.88,1
None, -3.813,96.0, None, None, None, None,20.92, None,4.917,49.14, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-01-07 04:00:00, None, None, 55.93,1
None, -4.58,93.1, None, None, None, None,19.91, None,4.89,51.61, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-01-07 05:00:00, None, None, 55.95,1
None, -4.868,94.5, None, None, None, None,20.32, None,5.277,61.88, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-07 06:00:00, None, None, 56.48,1
None, -5.105,91.2, None, None, None, None,21.62, None,4.299,60.97, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-01-07 07:00:00, None, None, 56.44,1
None, -5.478,88.3, None, None, None, None,19.47, None,4.343,63.83, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-01-07 08:00:00, None, None, 56.31,1
