AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
None, 0.0,0.0, None,2019-07-24 06:00:00, None, 3.0,30
None, None,0.0, None,2019-07-24 06:15:00, None, 3.0,30
None, None,0.0, None,2019-07-24 06:30:00, None, 3.0,30
None, None,0.0, None,2019-07-24 06:45:00, None, 3.0,30
None, 0.0,0.0, None,2019-07-24 07:00:00, None, 3.0,30
None, None,0.0, None,2019-07-24 07:15:00, None, 3.0,30
None, None,0.0, None,2019-07-24 07:30:00, None, 3.0,30
None, None,0.0, None,2019-07-24 07:45:00, None, 3.0,30
None, 0.0,0.0, None,2019-07-24 08:00:00, None, 3.0,30
None, None,0.0, None,2019-07-24 08:15:00, None, 3.0,30
None, None,0.0, None,2019-07-24 08:30:00, None, 3.0,30
None, None,0.0, None,2019-07-24 08:45:00, None, 3.0,30
None, 0.0,0.0, None,2019-07-24 09:00:00, None, 3.0,30
None, None,0.0, None,2019-07-24 09:15:00, None, 3.0,30
None, None,0.0, None,2019-07-24 09:30:00, None, 3.0,30
None, None,0.0, None,2019-07-24 09:45:00, None, 3.0,30
None, 0.0,0.0, None,2019-07-24 10:00:00, None, 3.0,30
None, None,0.0, None,2019-07-24 10:15:00, None, 3.0,30
None, None,0.0, None,2019-07-24 10:30:00, None, 3.0,30
None, None,0.0, None,2019-07-24 10:45:00, None, 3.0,30
None, 0.0,0.0, None,2019-07-24 11:00:00, None, 3.0,30
None, None,0.0, None,2019-07-24 11:15:00, None, 3.0,30
None, None,0.0, None,2019-07-24 11:30:00, None, 3.0,30
None, None,0.0, None,2019-07-24 11:45:00, None, 3.0,30
None, 0.0,0.0, None,2019-07-24 12:00:00, None, 3.0,30
56.5, None,0.0, None,2019-07-24 12:15:00, None, None,30
55.1, None,0.0, None,2019-07-24 12:30:00, None, None,30
56.4, None,0.0, 3.7,2019-07-24 12:45:00, 250.0, None,30
56.2, 0.0,0.0, 4.7,2019-07-24 13:00:00, 200.0, None,30
14.3, None,0.0, 4.2,2019-07-24 13:15:00, 228.0, 69.0,30
14.5, None,0.0, 3.5,2019-07-24 13:30:00, 209.0, 69.0,30
15.8, None,0.0, 4.6,2019-07-24 13:45:00, 183.0, 63.0,30
16.9, 0.0,0.0, 6.3,2019-07-24 14:00:00, 199.0, 56.0,30
16.6, None,0.0, 4.8,2019-07-24 14:15:00, 190.0, 56.0,30
17.9, None,0.0, 5.6,2019-07-24 14:30:00, 121.0, 52.0,30
17.4, None,0.0, 7.1,2019-07-24 14:45:00, 195.0, 55.0,30
17.2, 0.0,0.0, 4.9,2019-07-24 15:00:00, 158.0, 53.0,30
18.0, None,0.0, 4.5,2019-07-24 15:15:00, 97.0, 51.0,30
16.6, None,0.0, 4.1,2019-07-24 15:30:00, 62.0, 55.0,30
16.6, None,0.0, 3.5,2019-07-24 15:45:00, 55.0, 55.0,30
17.3, 0.0,0.0, 6.0,2019-07-24 16:00:00, 195.0, 53.0,30
16.7, None,0.0, 4.2,2019-07-24 16:15:00, 180.0, 54.0,30
16.3, None,0.0, 6.3,2019-07-24 16:30:00, 185.0, 57.0,30
15.8, None,0.0, 5.5,2019-07-24 16:45:00, 252.0, 59.0,30
16.8, 0.0,0.0, 4.2,2019-07-24 17:00:00, 360.0, 56.0,30
17.2, None,0.0, 4.2,2019-07-24 17:15:00, 68.0, 54.0,30
17.9, None,0.0, 4.0,2019-07-24 17:30:00, 28.0, 54.0,30
17.4, None,0.0, 3.6,2019-07-24 17:45:00, 293.0, 55.0,30
16.5, 0.0,0.0, 3.2,2019-07-24 18:00:00, 38.0, 57.0,30
16.1, None,0.0, 4.0,2019-07-24 18:15:00, 60.0, 58.0,30
15.1, None,0.0, 3.0,2019-07-24 18:30:00, 32.0, 62.0,30
14.3, None,0.0, 3.6,2019-07-24 18:45:00, 337.0, 64.0,30
13.8, 0.0,0.0, 2.4,2019-07-24 19:00:00, 333.0, 67.0,30
13.3, None,0.0, 3.5,2019-07-24 19:15:00, 254.0, 70.0,30
12.7, None,0.0, 3.1,2019-07-24 19:30:00, 277.0, 71.0,30
12.3, None,0.0, 3.5,2019-07-24 19:45:00, 261.0, 72.0,30
12.0, 0.0,0.0, 2.9,2019-07-24 20:00:00, 250.0, 75.0,30
11.9, None,0.0, 2.7,2019-07-24 20:15:00, 249.0, 75.0,30
11.8, None,0.0, 3.6,2019-07-24 20:30:00, 262.0, 75.0,30
11.8, None,0.0, 3.6,2019-07-24 20:45:00, 271.0, 73.0,30
11.8, 0.0,0.0, 3.2,2019-07-24 21:00:00, 282.0, 71.0,30
11.9, None,0.0, 3.5,2019-07-24 21:15:00, 280.0, 71.0,30
11.8, None,0.0, 4.3,2019-07-24 21:30:00, 290.0, 71.0,30
11.9, None,0.0, 3.6,2019-07-24 21:45:00, 293.0, 69.0,30
12.0, 0.0,0.0, 3.8,2019-07-24 22:00:00, 279.0, 67.0,30
11.6, None,0.0, 4.2,2019-07-24 22:15:00, 293.0, 68.0,30
11.5, None,0.0, 4.3,2019-07-24 22:30:00, 285.0, 63.0,30
11.8, None,0.0, 4.1,2019-07-24 22:45:00, 279.0, 61.0,30
11.7, 0.0,0.0, 4.7,2019-07-24 23:00:00, 283.0, 61.0,30
11.9, None,0.0, 4.1,2019-07-24 23:15:00, 274.0, 61.0,30
12.0, None,0.0, 2.9,2019-07-24 23:30:00, 245.0, 61.0,30
11.7, None,0.0, 2.8,2019-07-24 23:45:00, 236.0, 63.0,30
11.4, 0.0,0.0, 2.0,2019-07-25 00:00:00, 311.0, 63.0,30
11.4, None,0.0, 1.9,2019-07-25 00:15:00, 18.0, 62.0,30
11.2, None,0.0, 1.5,2019-07-25 00:30:00, 42.0, 61.0,30
11.4, None,0.0, 2.2,2019-07-25 00:45:00, 44.0, 51.0,30
12.0, 0.0,0.0, 3.2,2019-07-25 01:00:00, 338.0, 42.0,30
12.4, None,0.0, 3.4,2019-07-25 01:15:00, 325.0, 39.0,30
12.5, None,0.0, 3.3,2019-07-25 01:30:00, 310.0, 45.0,30
12.4, None,0.0, 2.9,2019-07-25 01:45:00, 301.0, 47.0,30
12.4, 0.0,0.0, 3.9,2019-07-25 02:00:00, 306.0, 48.0,30
12.0, None,0.0, 3.7,2019-07-25 02:15:00, 298.0, 55.0,30
11.7, None,0.0, 3.5,2019-07-25 02:30:00, 296.0, 59.0,30
11.8, None,0.0, 3.3,2019-07-25 02:45:00, 289.0, 56.0,30
11.7, 0.0,0.0, 1.8,2019-07-25 03:00:00, 55.0, 56.0,30
11.3, None,0.0, 2.1,2019-07-25 03:15:00, 58.0, 57.0,30
11.4, None,0.0, 1.6,2019-07-25 03:30:00, 33.0, 55.0,30
11.4, None,0.0, 1.6,2019-07-25 03:45:00, 10.0, 55.0,30
11.3, 0.0,0.0, 2.1,2019-07-25 04:00:00, 201.0, 56.0,30
11.2, None,0.0, 2.5,2019-07-25 04:15:00, 208.0, 58.0,30
11.3, None,0.0, 3.0,2019-07-25 04:30:00, 215.0, 58.0,30
11.8, None,0.0, 6.0,2019-07-25 04:45:00, 214.0, 56.0,30
11.7, 0.0,0.0, 4.2,2019-07-25 05:00:00, 216.0, 58.0,30
11.6, None,0.0, 2.3,2019-07-25 05:15:00, 227.0, 60.0,30
11.7, None,0.0, 1.8,2019-07-25 05:30:00, 252.0, 50.0,30
12.3, None,0.0, 3.2,2019-07-25 05:45:00, 250.0, 46.0,30
12.6, 0.0,0.0, 3.7,2019-07-25 06:00:00, 220.0, 50.0,30
12.9, None,0.0, 3.5,2019-07-25 06:15:00, 232.0, 43.0,30
13.4, None,0.0, 1.1,2019-07-25 06:30:00, 220.0, 31.0,30
14.6, None,0.0, 1.4,2019-07-25 06:45:00, 142.0, 30.0,30
15.7, 0.0,0.0, 1.5,2019-07-25 07:00:00, 345.0, 26.0,30
16.2, None,0.0, 1.6,2019-07-25 07:15:00, 232.0, 27.0,30
15.6, None,0.0, 3.4,2019-07-25 07:30:00, 209.0, 30.0,30
15.5, None,0.0, 3.5,2019-07-25 07:45:00, 214.0, 37.0,30
15.8, 0.0,0.0, 2.5,2019-07-25 08:00:00, 211.0, 39.0,30
15.8, None,0.0, 4.1,2019-07-25 08:15:00, 220.0, 40.0,30
16.0, None,0.0, 5.0,2019-07-25 08:30:00, 218.0, 38.0,30
16.4, None,0.0, 4.7,2019-07-25 08:45:00, 213.0, 37.0,30
17.1, 0.0,0.0, 4.2,2019-07-25 09:00:00, 211.0, 40.0,30
17.8, None,0.0, 3.0,2019-07-25 09:15:00, 347.0, 40.0,30
18.5, None,0.0, 2.5,2019-07-25 09:30:00, 158.0, 40.0,30
19.0, None,0.0, 4.5,2019-07-25 09:45:00, 247.0, 40.0,30
19.3, 0.0,0.0, 4.0,2019-07-25 10:00:00, 315.0, 44.0,30
19.6, None,0.0, 4.0,2019-07-25 10:15:00, 232.0, 42.0,30
19.7, None,0.0, 4.1,2019-07-25 10:30:00, 208.0, 42.0,30
19.9, None,0.0, 6.7,2019-07-25 10:45:00, 189.0, 42.0,30
20.6, 0.0,0.0, 3.1,2019-07-25 11:00:00, 147.0, 40.0,30
21.8, None,0.0, 2.9,2019-07-25 11:15:00, 169.0, 41.0,30
22.2, None,0.0, 4.0,2019-07-25 11:30:00, 307.0, 43.0,30
22.2, None,0.0, 4.3,2019-07-25 11:45:00, 294.0, 42.0,30
22.3, 0.0,0.0, 5.5,2019-07-25 12:00:00, 225.0, 43.0,30
21.6, None,0.0, 4.8,2019-07-25 12:15:00, 176.0, 43.0,30
21.7, None,0.0, 4.9,2019-07-25 12:30:00, 144.0, 43.0,30
22.7, None,0.0, 4.3,2019-07-25 12:45:00, 207.0, 36.0,30
21.7, 0.0,0.0, 3.7,2019-07-25 13:00:00, 4.0, 39.0,30
22.4, None,0.0, 2.8,2019-07-25 13:15:00, 44.0, 37.0,30
21.5, None,0.0, 3.2,2019-07-25 13:30:00, 159.0, 37.0,30
20.8, None,0.0, 3.4,2019-07-25 13:45:00, 103.0, 40.0,30
21.1, 0.0,0.0, 5.3,2019-07-25 14:00:00, 176.0, 41.0,30
21.9, None,0.0, 3.3,2019-07-25 14:15:00, 162.0, 42.0,30
22.9, None,0.0, 3.0,2019-07-25 14:30:00, 47.0, 42.0,30
23.0, None,0.0, 3.6,2019-07-25 14:45:00, 162.0, 43.0,30
23.9, 0.0,0.0, 3.3,2019-07-25 15:00:00, 17.0, 39.0,30
23.7, None,0.0, 3.3,2019-07-25 15:15:00, 330.0, 37.0,30
23.4, None,0.0, 2.9,2019-07-25 15:30:00, 161.0, 40.0,30
23.0, None,0.0, 4.0,2019-07-25 15:45:00, 29.0, 41.0,30
22.0, 0.0,0.0, 3.4,2019-07-25 16:00:00, 37.0, 41.0,30
22.1, None,0.0, 4.5,2019-07-25 16:15:00, 44.0, 41.0,30
22.4, None,0.0, 3.5,2019-07-25 16:30:00, 43.0, 41.0,30
22.1, None,0.0, 3.7,2019-07-25 16:45:00, 41.0, 42.0,30
22.2, 0.0,0.0, 3.0,2019-07-25 17:00:00, 50.0, 42.0,30
21.6, None,0.0, 3.2,2019-07-25 17:15:00, 43.0, 43.0,30
21.1, None,0.0, 3.0,2019-07-25 17:30:00, 37.0, 47.0,30
20.9, None,0.0, 2.5,2019-07-25 17:45:00, 51.0, 48.0,30
20.4, 0.0,0.0, 2.5,2019-07-25 18:00:00, 37.0, 47.0,30
19.9, None,0.0, 2.3,2019-07-25 18:15:00, 24.0, 51.0,30
18.5, None,0.0, 1.7,2019-07-25 18:30:00, 12.0, 57.0,30
17.4, None,0.0, 1.2,2019-07-25 18:45:00, 329.0, 62.0,30
17.0, 0.0,0.0, 2.4,2019-07-25 19:00:00, 53.0, 62.0,30
16.4, None,0.0, 2.2,2019-07-25 19:15:00, 33.0, 61.0,30
15.9, None,0.0, 3.3,2019-07-25 19:30:00, 43.0, 63.0,30
15.8, None,0.0, 2.0,2019-07-25 19:45:00, 37.0, 63.0,30
15.7, 0.0,0.0, 2.6,2019-07-25 20:00:00, 44.0, 62.0,30
15.3, None,0.0, 1.3,2019-07-25 20:15:00, 73.0, 69.0,30
15.0, None,0.0, 0.7,2019-07-25 20:30:00, 66.0, 76.0,30
14.8, None,0.0, 0.7,2019-07-25 20:45:00, 60.0, 76.0,30
14.8, 0.0,0.0, 0.8,2019-07-25 21:00:00, 72.0, 76.0,30
14.5, None,0.0, 1.1,2019-07-25 21:15:00, 67.0, 71.0,30
14.6, None,0.0, 1.4,2019-07-25 21:30:00, 64.0, 78.0,30
14.8, None,0.0, 2.5,2019-07-25 21:45:00, 58.0, 76.0,30
14.8, 0.0,0.0, 2.4,2019-07-25 22:00:00, 38.0, 75.0,30
14.7, None,0.0, 2.3,2019-07-25 22:15:00, 41.0, 74.0,30
14.7, None,0.0, 2.9,2019-07-25 22:30:00, 35.0, 67.0,30
14.7, None,0.0, 2.7,2019-07-25 22:45:00, 31.0, 63.0,30
14.8, 0.0,0.0, 2.3,2019-07-25 23:00:00, 34.0, 65.0,30
14.8, None,0.0, 1.7,2019-07-25 23:15:00, 26.0, 69.0,30
14.9, None,0.0, 1.5,2019-07-25 23:30:00, 338.0, 70.0,30
15.1, None,0.0, 1.7,2019-07-25 23:45:00, 275.0, 71.0,30
15.0, 0.0,0.0, 1.5,2019-07-26 00:00:00, 292.0, 72.0,30
15.0, None,0.0, 1.7,2019-07-26 00:15:00, 268.0, 71.0,30
15.0, None,0.0, 1.8,2019-07-26 00:30:00, 278.0, 71.0,30
15.0, None,0.0, 1.7,2019-07-26 00:45:00, 255.0, 70.0,30
14.9, 0.0,0.0, 1.8,2019-07-26 01:00:00, 304.0, 70.0,30
14.8, None,0.0, 2.3,2019-07-26 01:15:00, 353.0, 69.0,30
14.8, None,0.0, 2.1,2019-07-26 01:30:00, 346.0, 66.0,30
14.9, None,0.0, 2.2,2019-07-26 01:45:00, 311.0, 62.0,30
14.9, 0.0,0.0, 2.4,2019-07-26 02:00:00, 310.0, 61.0,30
15.1, None,0.0, 3.6,2019-07-26 02:15:00, 180.0, 58.0,30
15.0, None,0.0, 3.0,2019-07-26 02:30:00, 185.0, 60.0,30
14.9, None,0.0, 3.8,2019-07-26 02:45:00, 188.0, 62.0,30
14.8, 0.0,0.0, 5.0,2019-07-26 03:00:00, 173.0, 63.0,30
14.9, None,0.0, 6.9,2019-07-26 03:15:00, 170.0, 63.0,30
14.9, None,0.0, 7.0,2019-07-26 03:30:00, 179.0, 62.0,30
14.7, None,0.0, 8.1,2019-07-26 03:45:00, 183.0, 63.0,30
14.8, 0.0,0.0, 8.7,2019-07-26 04:00:00, 189.0, 63.0,30
14.7, None,0.0, 7.7,2019-07-26 04:15:00, 187.0, 64.0,30
14.4, None,0.0, 7.0,2019-07-26 04:30:00, 188.0, 66.0,30
14.1, None,0.0, 5.4,2019-07-26 04:45:00, 195.0, 66.0,30
14.0, 0.0,0.0, 5.5,2019-07-26 05:00:00, 200.0, 69.0,30
14.0, None,0.0, 4.7,2019-07-26 05:15:00, 191.0, 71.0,30
14.1, None,0.0, 3.8,2019-07-26 05:30:00, 193.0, 75.0,30
14.3, None,0.0, 5.1,2019-07-26 05:45:00, 179.0, 75.0,30
14.6, 0.0,0.0, 6.2,2019-07-26 06:00:00, 189.0, 74.0,30
14.9, None,0.0, 4.8,2019-07-26 06:15:00, 188.0, 73.0,30
15.1, None,0.0, 2.8,2019-07-26 06:30:00, 213.0, 74.0,30
15.8, None,0.0, 3.3,2019-07-26 06:45:00, 212.0, 71.0,30
16.7, 0.0,0.0, 3.1,2019-07-26 07:00:00, 192.0, 68.0,30
16.8, None,0.0, 3.5,2019-07-26 07:15:00, 190.0, 67.0,30
17.0, None,0.0, 4.4,2019-07-26 07:30:00, 207.0, 66.0,30
17.5, None,0.0, 3.8,2019-07-26 07:45:00, 211.0, 65.0,30
18.0, 0.0,0.0, 3.4,2019-07-26 08:00:00, 192.0, 63.0,30
18.2, None,0.0, 4.3,2019-07-26 08:15:00, 211.0, 64.0,30
18.6, None,0.0, 4.2,2019-07-26 08:30:00, 199.0, 60.0,30
19.0, None,0.0, 5.3,2019-07-26 08:45:00, 169.0, 57.0,30
19.3, 0.0,0.0, 6.1,2019-07-26 09:00:00, 191.0, 57.0,30
19.3, None,0.0, 7.4,2019-07-26 09:15:00, 200.0, 58.0,30
19.7, None,0.0, 6.0,2019-07-26 09:30:00, 166.0, 56.0,30
20.6, None,0.0, 5.6,2019-07-26 09:45:00, 184.0, 52.0,30
20.9, 0.0,0.0, 5.9,2019-07-26 10:00:00, 168.0, 52.0,30
21.0, None,0.0, 6.8,2019-07-26 10:15:00, 178.0, 53.0,30
22.5, None,0.0, 5.1,2019-07-26 10:30:00, 102.0, 46.0,30
22.9, None,0.0, 5.4,2019-07-26 10:45:00, 250.0, 45.0,30
22.8, 0.0,0.0, 5.4,2019-07-26 11:00:00, 101.0, 45.0,30
22.8, None,0.0, 6.3,2019-07-26 11:15:00, 172.0, 45.0,30
23.7, None,0.0, 5.2,2019-07-26 11:30:00, 47.0, 41.0,30
23.0, None,0.0, 6.2,2019-07-26 11:45:00, 142.0, 41.0,30
23.0, 0.0,0.0, 6.6,2019-07-26 12:00:00, 240.0, 44.0,30
22.3, None,0.0, 5.2,2019-07-26 12:15:00, 91.0, 48.0,30
22.7, None,0.0, 6.3,2019-07-26 12:30:00, 96.0, 46.0,30
23.8, None,0.0, 5.7,2019-07-26 12:45:00, 103.0, 44.0,30
23.4, 0.0,0.0, 6.7,2019-07-26 13:00:00, 339.0, 45.0,30
23.1, None,0.0, 7.8,2019-07-26 13:15:00, 229.0, 48.0,30
23.6, None,0.0, 9.6,2019-07-26 13:30:00, 218.0, 46.0,30
23.6, None,0.0, 7.2,2019-07-26 13:45:00, 47.0, 45.0,30
23.0, 0.0,0.0, 7.1,2019-07-26 14:00:00, 238.0, 44.0,30
22.8, None,0.254, 8.0,2019-07-26 14:15:00, 307.0, 44.0,30
23.4, None,0.0, 6.7,2019-07-26 14:30:00, 337.0, 41.0,30
23.2, None,0.0, 7.2,2019-07-26 14:45:00, 221.0, 42.0,30
22.8, 0.0,0.0, 7.4,2019-07-26 15:00:00, 154.0, 43.0,30
22.3, None,0.0, 7.9,2019-07-26 15:15:00, 186.0, 44.0,30
21.3, None,0.0, 7.4,2019-07-26 15:30:00, 35.0, 47.0,30
22.2, None,0.0, 9.3,2019-07-26 15:45:00, 252.0, 44.0,30
21.7, 0.0,0.0, 8.7,2019-07-26 16:00:00, 196.0, 45.0,30
20.3, None,0.0, 9.1,2019-07-26 16:15:00, 204.0, 50.0,30
20.5, None,0.0, 10.2,2019-07-26 16:30:00, 219.0, 50.0,30
19.9, None,0.0, 9.3,2019-07-26 16:45:00, 198.0, 55.0,30
19.4, 0.0,0.0, 6.9,2019-07-26 17:00:00, 34.0, 58.0,30
18.8, None,0.0, 7.7,2019-07-26 17:15:00, 355.0, 61.0,30
18.3, None,0.0, 9.1,2019-07-26 17:30:00, 211.0, 63.0,30
18.0, None,0.0, 8.3,2019-07-26 17:45:00, 252.0, 64.0,30
16.9, 0.0,0.0, 6.6,2019-07-26 18:00:00, 33.0, 70.0,30
17.0, None,0.0, 10.2,2019-07-26 18:15:00, 225.0, 73.0,30
16.0, None,0.0, 10.7,2019-07-26 18:30:00, 236.0, 80.0,30
15.6, None,0.0, 11.5,2019-07-26 18:45:00, 234.0, 80.0,30
14.7, 0.0,0.0, 12.0,2019-07-26 19:00:00, 229.0, 83.0,30
14.0, None,0.0, 13.8,2019-07-26 19:15:00, 226.0, 88.0,30
13.5, None,0.0, 12.2,2019-07-26 19:30:00, 233.0, 92.0,30
13.2, None,0.0, 13.8,2019-07-26 19:45:00, 222.0, 94.0,30
13.1, 0.0,0.0, 12.4,2019-07-26 20:00:00, 226.0, 96.0,30
13.1, None,0.0, 8.3,2019-07-26 20:15:00, 257.0, 97.0,30
13.0, None,0.0, 8.3,2019-07-26 20:30:00, 161.0, 99.0,30
12.9, None,0.0, 10.6,2019-07-26 20:45:00, 196.0, 100.0,30
12.8, 0.0,0.0, 9.9,2019-07-26 21:00:00, 214.0, 100.0,30
12.8, None,0.0, 10.1,2019-07-26 21:15:00, 233.0, 100.0,30
12.7, None,0.0, 10.9,2019-07-26 21:30:00, 229.0, 100.0,30
12.6, None,0.0, 11.3,2019-07-26 21:45:00, 210.0, 100.0,30
12.6, 0.0,0.0, 10.9,2019-07-26 22:00:00, 211.0, 100.0,30
12.6, None,0.0, 14.3,2019-07-26 22:15:00, 222.0, 100.0,30
12.6, None,0.0, 11.5,2019-07-26 22:30:00, 196.0, 100.0,30
12.6, None,0.0, 9.5,2019-07-26 22:45:00, 21.0, 100.0,30
12.6, 0.0,0.0, 9.5,2019-07-26 23:00:00, 31.0, 100.0,30
12.6, None,0.0, 10.0,2019-07-26 23:15:00, 32.0, 100.0,30
12.6, None,0.0, 11.7,2019-07-26 23:30:00, 344.0, 100.0,30
12.6, None,0.254, 11.5,2019-07-26 23:45:00, 4.0, 100.0,30
12.6, 0.0,0.254, 7.6,2019-07-27 00:00:00, 32.0, 100.0,30
12.6, None,0.0, 8.5,2019-07-27 00:15:00, 17.0, 100.0,30
12.5, None,0.254, 5.9,2019-07-27 00:30:00, 92.0, 100.0,30
12.4, None,0.0, 5.3,2019-07-27 00:45:00, 166.0, 100.0,30
12.3, 0.0,0.0, 5.4,2019-07-27 01:00:00, 183.0, 100.0,30
12.0, None,0.0, 5.8,2019-07-27 01:15:00, 176.0, 100.0,30
11.5, None,0.0, 5.2,2019-07-27 01:30:00, 170.0, 100.0,30
10.6, None,0.0, 6.2,2019-07-27 01:45:00, 105.0, 100.0,30
10.4, 1.0,0.0, 6.7,2019-07-27 02:00:00, 183.0, 100.0,30
10.3, None,0.0, 7.0,2019-07-27 02:15:00, 185.0, 100.0,30
10.1, None,0.0, 8.4,2019-07-27 02:30:00, 178.0, 100.0,30
9.7, None,0.0, 8.5,2019-07-27 02:45:00, 187.0, 100.0,30
9.8, 0.0,0.0, 7.8,2019-07-27 03:00:00, 175.0, 100.0,30
9.8, None,0.0, 7.4,2019-07-27 03:15:00, 175.0, 100.0,30
9.6, None,0.0, 7.0,2019-07-27 03:30:00, 181.0, 100.0,30
9.4, None,0.0, 8.0,2019-07-27 03:45:00, 174.0, 100.0,30
9.3, 0.0,0.0, 6.5,2019-07-27 04:00:00, 189.0, 100.0,30
9.3, None,0.0, 5.8,2019-07-27 04:15:00, 166.0, 100.0,30
9.4, None,0.0, 7.0,2019-07-27 04:30:00, 219.0, 100.0,30
9.4, None,0.0, 7.5,2019-07-27 04:45:00, 231.0, 100.0,30
9.3, 0.0,0.0, 7.1,2019-07-27 05:00:00, 221.0, 100.0,30
9.4, None,0.0, 6.8,2019-07-27 05:15:00, 230.0, 100.0,30
9.4, None,0.0, 7.9,2019-07-27 05:30:00, 191.0, 100.0,30
9.5, None,0.0, 6.3,2019-07-27 05:45:00, 138.0, 100.0,30
9.6, 0.0,0.0, 5.0,2019-07-27 06:00:00, 155.0, 100.0,30
9.7, None,0.0, 3.9,2019-07-27 06:15:00, 105.0, 100.0,30
10.0, None,0.0, 5.7,2019-07-27 06:30:00, 8.0, 100.0,30
10.1, None,0.0, 4.8,2019-07-27 06:45:00, 245.0, 100.0,30
