AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
5.1, None,0.0, 23.4, None,2020-01-01 07:30:00, 252.0, None,92.0,1
4.8, None,0.0, 21.9, None,2020-01-01 07:45:00, 260.0, None,94.0,1
4.6, 1.0,0.0, 22.3, 0.0,2020-01-01 08:00:00, 263.0, 1.0,94.0,1
4.6, None,0.0, 21.5, None,2020-01-01 08:15:00, 262.0, None,94.0,1
4.6, None,0.0, 25.6, None,2020-01-01 08:30:00, 261.0, None,91.0,1
4.6, None,0.0, 24.0, None,2020-01-01 08:45:00, 254.0, None,91.0,1
4.6, 0.0,0.0, 25.2, -0.001,2020-01-01 09:00:00, 254.0, 0.7,92.0,1
4.6, None,0.0, 26.2, None,2020-01-01 09:15:00, 254.0, None,93.0,1
4.7, None,0.0, 27.4, None,2020-01-01 09:30:00, 255.0, None,89.0,1
4.8, None,0.0, 25.6, None,2020-01-01 09:45:00, 260.0, None,89.0,1
4.8, -1.0,0.0, 30.4, 0.0,2020-01-01 10:00:00, 256.0, 0.5,89.0,1
4.9, None,0.0, 30.8, None,2020-01-01 10:15:00, 257.0, None,88.0,1
4.8, None,0.0, 31.5, None,2020-01-01 10:30:00, 253.0, None,89.0,1
4.9, None,0.0, 32.2, None,2020-01-01 10:45:00, 252.0, None,90.0,1
5.2, 2.0,0.0, 31.9, 0.0,2020-01-01 11:00:00, 254.0, 0.4,89.0,1
5.3, None,0.0, 30.3, None,2020-01-01 11:15:00, 254.0, None,88.0,1
5.4, None,0.0, 29.1, None,2020-01-01 11:30:00, 255.0, None,88.0,1
5.6, None,0.0, 24.2, None,2020-01-01 11:45:00, 262.0, None,86.0,1
5.7, -2.0,0.0, 22.7, 0.0,2020-01-01 12:00:00, 263.0, 0.3,85.0,1
5.8, None,0.0, 21.2, None,2020-01-01 12:15:00, 267.0, None,84.0,1
5.6, None,0.0, 22.8, None,2020-01-01 12:30:00, 263.0, None,88.0,1
5.9, None,0.0, 18.4, None,2020-01-01 12:45:00, 271.0, None,87.0,1
5.8, 1.0,0.0, 19.8, 0.0,2020-01-01 13:00:00, 260.0, 0.2,85.0,1
5.6, None,0.0, 19.2, None,2020-01-01 13:15:00, 259.0, None,84.0,1
6.0, None,0.0, 13.9, None,2020-01-01 13:30:00, 250.0, None,82.0,1
5.9, None,0.0, 18.7, None,2020-01-01 13:45:00, 249.0, None,83.0,1
5.8, -1.0,0.0, 20.8, 0.0,2020-01-01 14:00:00, 261.0, 0.4,86.0,1
5.2, None,0.0, 22.4, None,2020-01-01 14:15:00, 255.0, None,91.0,1
5.1, None,0.0, 18.9, None,2020-01-01 14:30:00, 265.0, None,91.0,1
4.7, None,0.0, 12.4, None,2020-01-01 14:45:00, 246.0, None,94.0,1
4.9, 1.0,0.0, 10.5, 0.0,2020-01-01 15:00:00, 255.0, 0.5,94.0,1
4.3, None,0.254, 25.9, None,2020-01-01 15:15:00, 259.0, None,92.0,1
4.1, None,0.0, 26.6, None,2020-01-01 15:30:00, 260.0, None,93.0,1
3.9, None,0.0, 24.3, None,2020-01-01 15:45:00, 254.0, None,89.0,1
3.9, 0.0,0.0, 19.9, 0.0,2020-01-01 16:00:00, 255.0, 1.3,89.0,1
3.9, None,0.0, 14.4, None,2020-01-01 16:15:00, 240.0, None,89.0,1
3.8, None,0.0, 11.8, None,2020-01-01 16:30:00, 241.0, None,86.0,1
3.7, None,0.0, 14.7, None,2020-01-01 16:45:00, 255.0, None,84.0,1
3.6, 0.0,0.0, 18.7, 0.0,2020-01-01 17:00:00, 258.0, 1.2,83.0,1
3.5, None,0.0, 15.4, None,2020-01-01 17:15:00, 265.0, None,85.0,1
3.3, None,0.0, 17.4, None,2020-01-01 17:30:00, 257.0, None,88.0,1
3.2, None,0.0, 15.3, None,2020-01-01 17:45:00, 253.0, None,87.0,1
3.1, 0.0,0.0, 20.2, 0.0,2020-01-01 18:00:00, 249.0, 1.2,86.0,1
2.9, None,0.0, 20.5, None,2020-01-01 18:15:00, 250.0, None,85.0,1
2.6, None,0.0, 20.8, None,2020-01-01 18:30:00, 253.0, None,85.0,1
2.6, None,0.0, 26.3, None,2020-01-01 18:45:00, 259.0, None,83.0,1
2.6, 0.0,0.0, 23.7, 0.0,2020-01-01 19:00:00, 258.0, 0.8,85.0,1
2.3, None,0.0, 24.0, None,2020-01-01 19:15:00, 260.0, None,86.0,1
2.2, None,0.0, 27.5, None,2020-01-01 19:30:00, 256.0, None,84.0,1
2.1, None,0.0, 32.5, None,2020-01-01 19:45:00, 256.0, None,82.0,1
1.9, 0.0,0.0, 31.4, -0.001,2020-01-01 20:00:00, 256.0, 0.8,82.0,1
1.5, None,0.0, 31.3, None,2020-01-01 20:15:00, 262.0, None,84.0,1
1.3, None,0.0, 31.3, None,2020-01-01 20:30:00, 258.0, None,84.0,1
1.3, None,0.0, 26.1, None,2020-01-01 20:45:00, 258.0, None,85.0,1
1.3, 1.0,0.0, 27.6, -0.001,2020-01-01 21:00:00, 256.0, 0.7,87.0,1
1.2, None,0.0, 22.6, None,2020-01-01 21:15:00, 258.0, None,86.0,1
1.2, None,0.0, 19.9, None,2020-01-01 21:30:00, 246.0, None,83.0,1
1.1, None,0.0, 18.8, None,2020-01-01 21:45:00, 247.0, None,83.0,1
0.9, 0.0,0.0, 17.3, 0.0,2020-01-01 22:00:00, 246.0, 0.8,82.0,1
0.7, None,0.0, 13.0, None,2020-01-01 22:15:00, 239.0, None,83.0,1
0.6, None,0.0, 13.2, None,2020-01-01 22:30:00, 241.0, None,83.0,1
0.4, None,0.0, 13.0, None,2020-01-01 22:45:00, 242.0, None,83.0,1
0.5, 0.0,0.0, 12.8, -0.001,2020-01-01 23:00:00, 243.0, 0.8,83.0,1
0.3, None,0.0, 15.1, None,2020-01-01 23:15:00, 247.0, None,82.0,1
0.3, None,0.0, 16.6, None,2020-01-01 23:30:00, 255.0, None,83.0,1
0.0, None,0.0, 14.9, None,2020-01-01 23:45:00, 250.0, None,86.0,1
-0.1, 0.0,0.0, 17.5, 0.0,2020-01-02 00:00:00, 250.0, 0.9,88.0,1
-0.2, None,0.0, 17.5, None,2020-01-02 00:15:00, 250.0, None,89.0,1
-0.2, None,0.0, 15.5, None,2020-01-02 00:30:00, 244.0, None,87.0,1
-0.2, None,0.0, 14.7, None,2020-01-02 00:45:00, 242.0, None,87.0,1
-0.3, 0.0,0.0, 18.5, -0.001,2020-01-02 01:00:00, 246.0, 0.8,86.0,1
-0.2, None,0.0, 18.0, None,2020-01-02 01:15:00, 247.0, None,84.0,1
-0.1, None,0.0, 19.4, None,2020-01-02 01:30:00, 251.0, None,84.0,1
-0.4, None,0.0, 18.2, None,2020-01-02 01:45:00, 256.0, None,85.0,1
-0.5, 0.0,0.0, 16.8, -0.001,2020-01-02 02:00:00, 259.0, 0.9,85.0,1
-0.6, None,0.0, 14.3, None,2020-01-02 02:15:00, 252.0, None,84.0,1
-0.5, None,0.0, 13.5, None,2020-01-02 02:30:00, 252.0, None,82.0,1
-0.3, None,0.0, 13.2, None,2020-01-02 02:45:00, 250.0, None,81.0,1
-0.3, 0.0,0.0, 11.9, -0.001,2020-01-02 03:00:00, 249.0, 0.7,82.0,1
-0.3, None,0.0, 11.6, None,2020-01-02 03:15:00, 257.0, None,82.0,1
-0.3, None,0.0, 13.5, None,2020-01-02 03:30:00, 256.0, None,80.0,1
-0.1, None,0.0, 13.4, None,2020-01-02 03:45:00, 260.0, None,76.0,1
0.0, 1.0,0.0, 15.4, -0.001,2020-01-02 04:00:00, 256.0, 0.8,75.0,1
0.1, None,0.0, 15.1, None,2020-01-02 04:15:00, 255.0, None,75.0,1
0.1, None,0.0, 13.7, None,2020-01-02 04:30:00, 253.0, None,76.0,1
0.0, None,0.0, 14.0, None,2020-01-02 04:45:00, 246.0, None,77.0,1
0.1, 0.0,0.0, 12.8, -0.001,2020-01-02 05:00:00, 235.0, 0.7,77.0,1
0.2, None,0.0, 7.7, None,2020-01-02 05:15:00, 214.0, None,75.0,1
0.1, None,0.0, 6.3, None,2020-01-02 05:30:00, 243.0, None,76.0,1
0.1, None,0.0, 9.5, None,2020-01-02 05:45:00, 255.0, None,75.0,1
0.3, -1.0,0.0, 13.4, -0.001,2020-01-02 06:00:00, 255.0, 0.7,75.0,1
0.2, None,0.0, 11.6, None,2020-01-02 06:15:00, 253.0, None,76.0,1
0.3, None,0.0, 13.1, None,2020-01-02 06:30:00, 257.0, None,77.0,1
0.2, None,0.0, 12.3, None,2020-01-02 06:45:00, 257.0, None,79.0,1
0.3, 1.0,0.0, 13.2, 0.0,2020-01-02 07:00:00, 244.0, 0.7,79.0,1
0.3, None,0.0, 11.5, None,2020-01-02 07:15:00, 239.0, None,79.0,1
0.3, None,0.0, 10.5, None,2020-01-02 07:30:00, 240.0, None,79.0,1
0.4, None,0.0, 11.9, None,2020-01-02 07:45:00, 232.0, None,79.0,1
0.4, -1.0,0.0, 10.1, -0.001,2020-01-02 08:00:00, 236.0, 0.8,81.0,1
0.2, None,0.0, 7.2, None,2020-01-02 08:15:00, 249.0, None,83.0,1
0.1, None,0.0, 5.1, None,2020-01-02 08:30:00, 222.0, None,84.0,1
0.0, None,0.0, 1.4, None,2020-01-02 08:45:00, 124.0, None,88.0,1
-0.1, 1.0,0.0, 2.9, -0.001,2020-01-02 09:00:00, 117.0, 0.9,91.0,1
-0.2, None,0.0, 2.4, None,2020-01-02 09:15:00, 107.0, None,92.0,1
-0.2, None,0.0, 1.7, None,2020-01-02 09:30:00, 39.0, None,94.0,1
-0.3, None,0.0, 4.0, None,2020-01-02 09:45:00, 86.0, None,95.0,1
-0.2, 0.0,0.0, 4.5, -0.002,2020-01-02 10:00:00, 84.0, 1.2,95.0,1
-0.2, None,0.0, 5.4, None,2020-01-02 10:15:00, 88.0, None,96.0,1
-0.1, None,0.0, 5.8, None,2020-01-02 10:30:00, 73.0, None,96.0,1
0.0, None,0.0, 2.4, None,2020-01-02 10:45:00, 30.0, None,96.0,1
0.0, 1.0,0.0, 2.1, 0.004,2020-01-02 11:00:00, 32.0, 1.9,96.0,1
0.0, None,0.0, 2.7, None,2020-01-02 11:15:00, 52.0, None,97.0,1
0.1, None,0.0, 1.3, None,2020-01-02 11:30:00, 24.0, None,97.0,1
0.1, None,0.0, 1.1, None,2020-01-02 11:45:00, 333.0, None,97.0,1
0.1, 1.0,0.0, 5.1, 0.028,2020-01-02 12:00:00, 51.0, 3.2,97.0,1
-0.3, None,0.0, 4.3, None,2020-01-02 12:15:00, 55.0, None,97.0,1
-0.3, None,0.0, 5.9, None,2020-01-02 12:30:00, 70.0, None,97.0,1
-0.3, None,0.0, 6.0, None,2020-01-02 12:45:00, 54.0, None,97.0,1
-0.4, 1.0,0.0, 8.7, 0.03,2020-01-02 13:00:00, 57.0, 4.5,97.0,1
-0.4, None,0.0, 7.7, None,2020-01-02 13:15:00, 53.0, None,97.0,1
-0.6, None,0.0, 8.8, None,2020-01-02 13:30:00, 64.0, None,97.0,1
-0.7, None,0.0, 9.1, None,2020-01-02 13:45:00, 63.0, None,97.0,1
-0.7, 1.0,0.0, 9.7, 0.041,2020-01-02 14:00:00, 56.0, 6.4,97.0,1
-0.7, None,0.0, 11.3, None,2020-01-02 14:15:00, 60.0, None,97.0,1
-0.9, None,0.0, 13.7, None,2020-01-02 14:30:00, 60.0, None,97.0,1
-0.9, None,0.0, 11.9, None,2020-01-02 14:45:00, 66.0, None,97.0,1
-1.0, 2.0,0.0, 13.4, 0.058,2020-01-02 15:00:00, 62.0, 9.4,97.0,1
-1.1, None,0.0, 14.3, None,2020-01-02 15:15:00, 62.0, None,98.0,1
-0.9, None,0.0, 14.1, None,2020-01-02 15:30:00, 65.0, None,98.0,1
-0.8, None,0.0, 15.3, None,2020-01-02 15:45:00, 70.0, None,98.0,1
-0.9, 2.0,0.0, 15.6, 0.084,2020-01-02 16:00:00, 66.0, 11.9,98.0,1
-0.9, None,0.0, 15.9, None,2020-01-02 16:15:00, 67.0, None,98.0,1
-0.9, None,0.0, 15.4, None,2020-01-02 16:30:00, 66.0, None,98.0,1
-0.8, None,0.0, 14.4, None,2020-01-02 16:45:00, 65.0, None,98.0,1
-0.7, 2.0,0.0, 14.5, 0.102,2020-01-02 17:00:00, 70.0, 14.4,98.0,1
-0.6, None,0.0, 15.5, None,2020-01-02 17:15:00, 72.0, None,98.0,1
-0.4, None,0.0, 15.9, None,2020-01-02 17:30:00, 75.0, None,98.0,1
-0.3, None,0.0, 14.9, None,2020-01-02 17:45:00, 82.0, None,98.0,1
-0.2, 2.0,0.0, 15.6, 0.107,2020-01-02 18:00:00, 81.0, 17.5,99.0,1
-0.1, None,0.0, 11.3, None,2020-01-02 18:15:00, 84.0, None,99.0,1
0.0, None,0.0, 5.1, None,2020-01-02 18:30:00, 118.0, None,99.0,1
0.0, None,0.0, 3.9, None,2020-01-02 18:45:00, 92.0, None,99.0,1
0.0, 2.0,0.0, 4.7, 0.103,2020-01-02 19:00:00, 199.0, 19.9,99.0,1
0.0, None,0.0, 3.6, None,2020-01-02 19:15:00, 65.0, None,99.0,1
0.1, None,0.0, 3.7, None,2020-01-02 19:30:00, 90.0, None,99.0,1
0.1, None,0.0, 2.9, None,2020-01-02 19:45:00, 107.0, None,99.0,1
0.1, 1.0,0.0, 1.4, 0.098,2020-01-02 20:00:00, 260.0, 21.7,99.0,1
0.2, None,0.255, 4.3, None,2020-01-02 20:15:00, 121.0, None,99.0,1
0.1, None,0.508, 2.2, None,2020-01-02 20:30:00, 10.0, None,99.0,1
0.1, None,0.508, 2.1, None,2020-01-02 20:45:00, 50.0, None,99.0,1
0.1, 2.0,0.508, 2.9, 0.088,2020-01-02 21:00:00, 93.0, 23.4,99.0,1
0.2, None,0.762, 4.1, None,2020-01-02 21:15:00, 99.0, None,99.0,1
0.2, None,0.763, 3.9, None,2020-01-02 21:30:00, 86.0, None,99.0,1
0.3, None,0.508, 3.4, None,2020-01-02 21:45:00, 71.0, None,99.0,1
1.6, 3.0,1.016, 5.3, 0.071,2020-01-02 22:00:00, 21.0, 21.9,99.0,1
2.7, None,0.509, 5.4, None,2020-01-02 22:15:00, 42.0, None,99.0,1
2.9, None,0.508, 7.3, None,2020-01-02 22:30:00, 42.0, None,100.0,1
3.5, None,0.254, 6.7, None,2020-01-02 22:45:00, 345.0, None,100.0,1
3.9, 1.0,0.508, 7.1, 0.076,2020-01-02 23:00:00, 14.0, 22.1,100.0,1
4.3, None,1.016, 9.4, None,2020-01-02 23:15:00, 224.0, None,100.0,1
4.8, None,1.524, 9.0, None,2020-01-02 23:30:00, 213.0, None,100.0,1
5.0, None,1.778, 7.6, None,2020-01-02 23:45:00, 97.0, None,100.0,1
4.9, 2.0,1.523, 11.2, 0.075,2020-01-03 00:00:00, 12.0, 22.6,100.0,1
4.8, None,1.271, 10.8, None,2020-01-03 00:15:00, 27.0, None,100.0,1
5.1, None,1.27, 11.0, None,2020-01-03 00:30:00, 45.0, None,100.0,1
5.3, None,1.017, 8.3, None,2020-01-03 00:45:00, 21.0, None,100.0,1
5.8, -1.0,1.27, 9.3, 0.06,2020-01-03 01:00:00, 317.0, 20.2,100.0,1
5.7, None,1.778, 10.9, None,2020-01-03 01:15:00, 329.0, None,100.0,1
5.9, None,1.27, 10.3, None,2020-01-03 01:30:00, 232.0, None,100.0,1
6.1, None,1.524, 9.7, None,2020-01-03 01:45:00, 354.0, None,100.0,1
6.1, 3.0,1.27, 10.3, 0.055,2020-01-03 02:00:00, 12.0, 19.5,100.0,1
6.3, None,1.778, 11.2, None,2020-01-03 02:15:00, 217.0, None,100.0,1
6.4, None,1.27, 10.2, None,2020-01-03 02:30:00, 233.0, None,100.0,1
6.5, None,1.017, 7.8, None,2020-01-03 02:45:00, 211.0, None,100.0,1
6.7, 3.0,0.762, 13.9, 0.029,2020-01-03 03:00:00, 224.0, 17.5,100.0,1
6.7, None,0.254, 10.0, None,2020-01-03 03:15:00, 201.0, None,100.0,1
6.7, None,0.508, 12.3, None,2020-01-03 03:30:00, 205.0, None,100.0,1
6.7, None,0.763, 11.8, None,2020-01-03 03:45:00, 239.0, None,100.0,1
6.7, 3.0,1.523, 14.2, 0.01,2020-01-03 04:00:00, 224.0, 16.0,100.0,1
6.7, None,1.017, 13.4, None,2020-01-03 04:15:00, 249.0, None,99.0,1
6.7, None,0.508, 11.3, None,2020-01-03 04:30:00, 212.0, None,99.0,1
6.6, None,1.016, 10.0, None,2020-01-03 04:45:00, 33.0, None,99.0,1
6.6, 4.0,0.762, 9.5, 0.005,2020-01-03 05:00:00, 245.0, 10.9,99.0,1
6.6, None,1.524, 8.6, None,2020-01-03 05:15:00, 255.0, None,98.0,1
6.4, None,1.016, 10.4, None,2020-01-03 05:30:00, 28.0, None,99.0,1
6.4, None,2.032, 7.1, None,2020-01-03 05:45:00, 341.0, None,99.0,1
6.3, 5.0,0.762, 7.5, -0.002,2020-01-03 06:00:00, 28.0, 6.4,99.0,1
6.2, None,0.255, 6.9, None,2020-01-03 06:15:00, 53.0, None,99.0,1
6.3, None,0.0, 10.3, None,2020-01-03 06:30:00, 177.0, None,99.0,1
6.6, None,0.254, 11.2, None,2020-01-03 06:45:00, 191.0, None,98.0,1
6.6, 0.0,0.0, 13.5, -0.002,2020-01-03 07:00:00, 185.0, 1.4,94.0,1
6.6, None,0.0, 17.2, None,2020-01-03 07:15:00, 221.0, None,84.0,1
6.6, None,0.0, 20.7, None,2020-01-03 07:30:00, 226.0, None,82.0,1
6.6, None,0.0, 21.6, None,2020-01-03 07:45:00, 212.0, None,82.0,1
6.8, -1.0,0.0, 20.9, 0.001,2020-01-03 08:00:00, 223.0, 0.8,75.0,1
6.8, None,0.0, 20.4, None,2020-01-03 08:15:00, 230.0, None,77.0,1
6.6, None,0.0, 17.9, None,2020-01-03 08:30:00, 207.0, None,80.0,1
6.5, None,0.0, 15.7, None,2020-01-03 08:45:00, 227.0, None,82.0,1
6.5, 2.0,0.0, 16.6, 0.0,2020-01-03 09:00:00, 219.0, 0.4,84.0,1
6.6, None,0.0, 16.7, None,2020-01-03 09:15:00, 219.0, None,84.0,1
6.6, None,0.0, 15.6, None,2020-01-03 09:30:00, 219.0, None,85.0,1
6.8, None,0.0, 17.3, None,2020-01-03 09:45:00, 222.0, None,85.0,1
6.9, -1.0,0.0, 15.2, 0.0,2020-01-03 10:00:00, 224.0, 0.2,85.0,1
7.1, None,0.0, 14.4, None,2020-01-03 10:15:00, 222.0, None,85.0,1
7.1, None,0.0, 12.4, None,2020-01-03 10:30:00, 211.0, None,85.0,1
7.1, None,0.0, 9.9, None,2020-01-03 10:45:00, 199.0, None,86.0,1
7.2, 0.0,0.0, 7.8, 0.0,2020-01-03 11:00:00, 30.0, 0.1,87.0,1
7.4, None,0.0, 7.5, None,2020-01-03 11:15:00, 29.0, None,87.0,1
7.5, None,0.0, 8.0, None,2020-01-03 11:30:00, 43.0, None,88.0,1
7.3, None,0.0, 6.6, None,2020-01-03 11:45:00, 44.0, None,89.0,1
7.0, 0.0,0.0, 5.3, 0.0,2020-01-03 12:00:00, 55.0, 0.0,91.0,1
7.2, None,0.0, 5.1, None,2020-01-03 12:15:00, 35.0, None,90.0,1
7.3, None,0.0, 5.9, None,2020-01-03 12:30:00, 34.0, None,91.0,1
6.9, None,0.0, 4.7, None,2020-01-03 12:45:00, 64.0, None,92.0,1
6.7, 0.0,0.0, 6.3, 0.0,2020-01-03 13:00:00, 97.0, 0.2,92.0,1
6.9, None,0.0, 4.6, None,2020-01-03 13:15:00, 79.0, None,93.0,1
7.0, None,0.0, 3.7, None,2020-01-03 13:30:00, 84.0, None,93.0,1
7.0, None,0.0, 4.6, None,2020-01-03 13:45:00, 79.0, None,93.0,1
7.2, 0.0,0.0, 4.7, -0.001,2020-01-03 14:00:00, 47.0, 0.1,93.0,1
7.2, None,0.254, 7.3, None,2020-01-03 14:15:00, 52.0, None,95.0,1
7.5, None,0.254, 6.1, None,2020-01-03 14:30:00, 69.0, None,95.0,1
7.6, None,1.016, 8.4, None,2020-01-03 14:45:00, 227.0, None,96.0,1
7.6, 3.0,0.763, 8.2, -0.001,2020-01-03 15:00:00, 55.0, 0.4,97.0,1
7.6, None,0.0, 7.6, None,2020-01-03 15:15:00, 107.0, None,97.0,1
7.6, None,0.0, 9.2, None,2020-01-03 15:30:00, 24.0, None,96.0,1
7.7, None,0.0, 8.4, None,2020-01-03 15:45:00, 15.0, None,95.0,1
7.5, 0.0,0.0, 9.0, 0.001,2020-01-03 16:00:00, 26.0, 2.1,95.0,1
7.4, None,0.0, 7.8, None,2020-01-03 16:15:00, 41.0, None,96.0,1
7.3, None,0.0, 7.2, None,2020-01-03 16:30:00, 24.0, None,96.0,1
7.1, None,0.0, 6.2, None,2020-01-03 16:45:00, 28.0, None,97.0,1
7.1, -1.0,0.0, 6.7, 0.0,2020-01-03 17:00:00, 12.0, 0.6,96.0,1
7.1, None,0.0, 8.7, None,2020-01-03 17:15:00, 13.0, None,96.0,1
7.1, None,0.0, 6.9, None,2020-01-03 17:30:00, 4.0, None,95.0,1
6.9, None,0.762, 6.2, None,2020-01-03 17:45:00, 12.0, None,96.0,1
6.8, 2.0,1.016, 7.3, 0.001,2020-01-03 18:00:00, 8.0, 0.7,97.0,1
6.7, None,1.271, 7.4, None,2020-01-03 18:15:00, 16.0, None,98.0,1
6.7, None,1.016, 7.1, None,2020-01-03 18:30:00, 16.0, None,98.0,1
6.4, None,2.032, 14.2, None,2020-01-03 18:45:00, 249.0, None,96.0,1
5.7, 7.0,0.762, 18.5, -0.001,2020-01-03 19:00:00, 240.0, 0.4,91.0,1
4.8, None,0.762, 19.4, None,2020-01-03 19:15:00, 253.0, None,93.0,1
4.6, None,0.763, 19.6, None,2020-01-03 19:30:00, 243.0, None,93.0,1
4.1, None,1.016, 19.6, None,2020-01-03 19:45:00, 247.0, None,94.0,1
3.9, 4.0,1.016, 17.8, 0.0,2020-01-03 20:00:00, 231.0, 0.9,93.0,1
4.1, None,0.763, 14.2, None,2020-01-03 20:15:00, 230.0, None,93.0,1
4.0, None,0.762, 13.2, None,2020-01-03 20:30:00, 239.0, None,95.0,1
3.9, None,1.016, 15.0, None,2020-01-03 20:45:00, 249.0, None,95.0,1
3.2, 4.0,1.271, 18.4, 0.0,2020-01-03 21:00:00, 237.0, 1.1,93.0,1
3.1, None,0.762, 11.6, None,2020-01-03 21:15:00, 228.0, None,94.0,1
3.3, None,1.017, 9.0, None,2020-01-03 21:30:00, 232.0, None,95.0,1
3.3, None,1.27, 13.4, None,2020-01-03 21:45:00, 243.0, None,95.0,1
3.3, 4.0,0.508, 15.0, 0.0,2020-01-03 22:00:00, 245.0, 0.8,95.0,1
3.2, None,0.508, 15.3, None,2020-01-03 22:15:00, 235.0, None,93.0,1
2.8, None,0.509, 15.4, None,2020-01-03 22:30:00, 247.0, None,95.0,1
2.6, None,0.254, 13.7, None,2020-01-03 22:45:00, 251.0, None,95.0,1
2.5, 2.0,0.254, 14.1, 0.0,2020-01-03 23:00:00, 259.0, 0.8,95.0,1
2.1, None,0.508, 18.9, None,2020-01-03 23:15:00, 257.0, None,95.0,1
1.5, None,0.254, 19.1, None,2020-01-03 23:30:00, 247.0, None,95.0,1
1.5, None,0.254, 17.2, None,2020-01-03 23:45:00, 246.0, None,96.0,1
1.0, 2.0,0.508, 19.6, 0.0,2020-01-04 00:00:00, 256.0, 2.0,96.0,1
0.7, None,0.254, 20.0, None,2020-01-04 00:15:00, 257.0, None,96.0,1
0.9, None,0.255, 23.8, None,2020-01-04 00:30:00, 251.0, None,96.0,1
1.6, None,0.508, 24.9, None,2020-01-04 00:45:00, 252.0, None,94.0,1
2.0, -2.0,0.508, 33.2, 0.0,2020-01-04 01:00:00, 260.0, 2.2,93.0,1
1.9, None,0.254, 31.8, None,2020-01-04 01:15:00, 261.0, None,94.0,1
1.8, None,0.0, 30.0, None,2020-01-04 01:30:00, 262.0, None,91.0,1
1.4, None,0.0, 36.9, None,2020-01-04 01:45:00, 266.0, None,88.0,1
1.0, 4.0,0.0, 27.2, 0.0,2020-01-04 02:00:00, 258.0, 1.5,90.0,1
1.0, None,0.0, 19.7, None,2020-01-04 02:15:00, 259.0, None,92.0,1
0.6, None,0.0, 37.3, None,2020-01-04 02:30:00, 265.0, None,88.0,1
0.7, None,0.0, 27.3, None,2020-01-04 02:45:00, 258.0, None,86.0,1
0.8, -1.0,0.0, 28.2, -0.001,2020-01-04 03:00:00, 262.0, 1.6,86.0,1
0.9, None,0.0, 34.0, None,2020-01-04 03:15:00, 262.0, None,86.0,1
0.8, None,0.0, 31.0, None,2020-01-04 03:30:00, 258.0, None,84.0,1
0.7, None,0.0, 31.6, None,2020-01-04 03:45:00, 257.0, None,78.0,1
0.7, 0.0,0.0, 28.0, -0.001,2020-01-04 04:00:00, 257.0, 2.0,76.0,1
